offset,text_target
0x2cab7f,Nnh...
0x2cab87,Onde...
0x2cab94,O que... aconteceu...?
0x2caba9,Eu não... consigo... me mover...
0x2cabbd,O-O que... está acontecendo comigo...?
0x2cabde,Tem alguém aí...? Alguém...?
0x2cabfe,Argh... ah... nnh...
0x2cac13,Eu... E-eu não... consigo falar...?
0x2cac2d,Tem... Tem ninguém aí...?
0x2cac47,*Ofega*... *ofega*...
0x2cac5f,Oshtor... onde você está...?
0x2cac7b,Onde você está...?
0x2cac8d,Alteza. Você acordou?
0x2cacab,Woshis... por quê...?
0x2cacbd,"Por favor, não force tanto.\n"
0x2cace7,"Eu apenas preciso que você me ouça, nada mais."
0x2cad18,Ah... nnh... uh...
0x2cad2c,Dói meu coração ver isso.\n
0x2cad58,Você não consegue falar?
0x2cad69,Por que eu estou... na cama...?
0x2cad80,Eu não... consigo... me lembrar...
0x2cad98,T-Tanto... Que dor. Dói...\n
0x2cadb6,Por que eu não consigo me mover?
0x2cadc8,Por quê...? O que aconteceu?
0x2caddf,Parece que sua mente não se limpou completamente ainda.
0x2cae0e,"Alteza, preciso que me ouça.\n"
0x2cae3b,Você desmaiou mais cedo hoje. Você se lembra disso?
0x2cae6c,Eu... desmaia?
0x2cae7a,"Sim, eu... lembro... Estava com Oshtor, e\n"
0x2caea9,então...
0x2caeb1,"Depois eu... Algo pareceu errado, e... um\n"
0x2caedd,uma doença tomou conta de você...
0x2caef5,"Alteza, o chá que bebeu. Era um presente\n"
0x2caf27,"do Senhor Oshtor, certo?"
0x2caf42,Oshtor...? Chá...?
0x2caf55,É isso... O chá que Oshtor enviou para você...
0x2caf7f,*Acena*...
0x2caf88,Entendo. Você tem certeza?
0x2caf9f,"Sim... Oshtor pensou em mim, e... e me deu\n"
0x2cafce,eu--
0x2cafd3,"Espera, onde...\n"
0x2cafe4,Onde está Oshtor...?
0x2caff8,"Por que... Por que ele não está ao meu lado, num momento...\n"
0x2cb02b,assim? Oshtor...
0x2cb040,"Alteza, o Senhor Oshtor foi--"
0x2cb061,...Ele foi detido sob\n
0x2cb08b,suspeita de tentar assassiná-lo.
0x2cb0b7,Ele também é suspeito de ter assassinado\n
0x2cb0e7,Meu senhor.
0x2cb0f1,Assassinato...?
0x2cb101,O que isso significa...? Oshtor...\n
0x2cb123,Por que Oshtor...?
0x2cb138,"Me dói só de considerar por um momento,\n"
0x2cb168,mas suas palavras confirmam minhas suspeitas.
0x2cb18e,O chá que o Senhor Oshtor ofereceu para você foi envenenado.
0x2cb1bf,Envene...nado...
0x2cb1cc,"A mesma toxina que tirou a vida do meu senhor,\n"
0x2cb1f8,Imagino.
0x2cb203,Oshtor matou... Pai...?
0x2cb21f,N-Não... Isso... Isso tem que ser uma mentira...
0x2cb245,O Oshtor que conheço... nunca faria tal\n
0x2cb272,coisa...!
0x2cb27c,Argh... nnh... gah...!
0x2cb294,Por que eu não consigo falar?
0x2cb2a7,"Alteza, entendo que deve estar\n"
0x2cb2d4,"turbulência, mas é imperativo que você descanse."
0x2cb301,Se me dá licença.
0x2cb316,Espera...
0x2cb31e,Espera... Me diga... Onde está Oshtor...?
0x2cb345,O--
0x2cb349,Osh... tor...
