offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD064.DAT:10:0,AREAD064.DAT,10,0,"[0C][06][14][80]@""Did you hear[01]something?""",43,
AREAD064.DAT:10:1,AREAD064.DAT,10,1,"[0C][06][14][80]@""Did you hear[01]something?""",43,
AREAD064.DAT:10:2,AREAD064.DAT,10,2,"[0C][06][14][C1]@""Is it just me, or[01]is the mist getting[01]thicker?""",75,
AREAD064.DAT:10:4,AREAD064.DAT,10,4,"[0C][06][14][C1]@""Me too.[02]Let's hurry up and[01]get out of here as[01]quickly as we can.""",100,
AREAD064.DAT:10:8,AREAD064.DAT,10,8,"[0C][06][14][C3]@""D...[0B]""",17,
AREAD064.DAT:10:9,AREAD064.DAT,10,9,"[0C][06][14][C3]@""D...[0B]Disappeared!?[02]That's not g-good!""",62,
AREAD064.DAT:10:10,AREAD064.DAT,10,10,"[14][C5]@""[04][05] says it would[01]seem she did not[01]fall.""",62,[14][C5]
AREAD064.DAT:10:12,AREAD064.DAT,10,12,"[0C][06][14][C3]@""L...[0B]""",17,
AREAD064.DAT:10:13,AREAD064.DAT,10,13,"[0C][06][14][C3]@""L-let's l-look for[01]her.""",43,
AREAD064.DAT:10:14,AREAD064.DAT,10,14,"[0C][04][14][83]A""It worked, just like[01]we planned![02]We shrunk that girl!""",85,
AREAD064.DAT:10:15,AREAD064.DAT,10,15,"[0C][03][14][03][02]""Come on! Let's think[01]of something to do to[01]the other three!""",93,
AREAD064.DAT:10:16,AREAD064.DAT,10,16,"[14][03][03]""Yeah! Let's see...[01]What should we do?[02]I know! Let's poke[01]them in the eye!""",110,[14][03]
AREAD064.DAT:10:17,AREAD064.DAT,10,17,"[0C][05][14][03][02]""Wa...[0B]Wait a[01]second! This one's[01]looking at us!""",75,
AREAD064.DAT:10:18,AREAD064.DAT,10,18,"[0C][06][14][83]A""No way! That's[01]impossible![02]Mortals can't see[01]us!""",78,
AREAD064.DAT:10:19,AREAD064.DAT,10,19,"[0C][04][14][83]A""You saw us!? How!?""",36,
AREAD064.DAT:10:20,AREAD064.DAT,10,20,"[14][84]A""Hey, no fair! He's[01]got a Dragon's Eye!""",61,[14][84]
AREAD064.DAT:10:21,AREAD064.DAT,10,21,"[14][83]C""That explains how he[01]was able to see us!""",63,[14][83]
AREAD064.DAT:10:23,AREAD064.DAT,10,23,"[14][83]A""Well, now that you[01]found us I guess we[01]have to tell you...[0B]""",90,[14][83]
AREAD064.DAT:10:24,AREAD064.DAT,10,24,"[0C][05][14][83][02]""We shrunk her,[01]see? Made her[01]really tiny...[0B]""",72,
AREAD064.DAT:10:25,AREAD064.DAT,10,25,"[0C][06][14][83]C""And then she got[01]carried off by a[01]bird!""",65,
AREAD064.DAT:10:26,AREAD064.DAT,10,26,"[0C][06][14][83]C""You should look for[01]a tree with a bird in[01]it.""",73,
AREAD064.DAT:10:27,AREAD064.DAT,10,27,"[0C][05][14][83][02]""If you find one,[01]shake it--maybe[01]she'll fall out!""",79,
AREAD064.DAT:10:28,AREAD064.DAT,10,28,"[14][83]A""Don't worry--she[01]won't stay small[01]forever.[02]It'll wear off in[01]time.""",100,[14][83]
AREAD064.DAT:10:29,AREAD064.DAT,10,29,"[14][83]C[14][03][02]""See you later,[01]Dragon Boy!""",48,[14][83]
AREAD064.DAT:10:35,AREAD064.DAT,10,35,"[14][85]@""Uh...H...[0B]Hi there,[01]birdie![02][14][81]@""D-don't eat me! I[01]wouldn't taste very[01]good anyway! I...""",129,[14][85]
AREAD064.DAT:10:41,AREAD064.DAT,10,41,"[14][C5]@""There is no sign of[01][04][01]. Perhaps we[01]should try again?""",80,[14][C5]
AREAD064.DAT:10:42,AREAD064.DAT,10,42,"[0C][05][14][06][04]""It would appear we[01]have found [04][01].""",57,
AREAD064.DAT:10:43,AREAD064.DAT,10,43,"[14][87]@""I-I'm so sorry![01]Are you all right!?""",57,[14][87]
AREAD064.DAT:10:44,AREAD064.DAT,10,44,"[0C][06][14][C5]@""[04][05] says that it[01]would be wise to[01]leave now,[02]before the faeries[01]do something else[01]to us.""",132,
AREAD064.DAT:10:48,AREAD064.DAT,10,48,"[14][03][03]""Hey![0B] What're you[01]doing!?[02]We won't do anything[01]to you! Promise!""",96,[14][03]
AREAD064.DAT:10:49,AREAD064.DAT,10,49,"[14][83]C""What!? A[01][09]N",22,[14][83]
AREAD064.DAT:10:50,AREAD064.DAT,10,50,"[14][03][03]""They say they want a[01][09]N",38,[14][03]
AREAD064.DAT:10:51,AREAD064.DAT,10,51,"[14][03][02]""There aren't any[01]around here...""",51,[14][03]
AREAD064.DAT:10:52,AREAD064.DAT,10,52,"[14][83]A""There used to be[01]a lot where we[01]lived...""",63,[14][83]
AREAD064.DAT:10:53,AREAD064.DAT,10,53,"[14][83]C""...[0B]That's it![02]Do you want to come[01]to where we live and[01]get a [09]N",96,[14][83]
AREAD064.DAT:10:54,AREAD064.DAT,10,54,"[14][83]C""...[0B]That's it![02]Do you want to come[01]to where we live and[01]get a [09]N",96,[14][83]
AREAD064.DAT:10:55,AREAD064.DAT,10,55,"[14][83]C""OK then, turn[01]around!""",37,[14][83]
AREAD064.DAT:10:56,AREAD064.DAT,10,56,"[14][83]B""Normal people can't[01]go to where we live.""",63,[14][83]
AREAD064.DAT:10:57,AREAD064.DAT,10,57,"[14][83]A""But since you've got[01]a dragon with you,[01]you can![02]Probably...I[01]think...""",106,[14][83]
AREAD064.DAT:10:58,AREAD064.DAT,10,58,"[14][83]C""It'll only hurt for[01]a little bit!""",54,[14][83]
AREAD064.DAT:10:59,AREAD064.DAT,10,59,"[14][83]C""Dragon Boy! Do you[01]want to go to the[01]Land of Dreams?""[12]",82,[14][83]
AREAD064.DAT:10:60,AREAD064.DAT,10,60,"[14][83]C""All right, let's[01]go! It won't hurt,[01]I promise!""",72,[14][83]
AREAD064.DAT:10:61,AREAD064.DAT,10,61,"[14][83]C""If you want to get a[01][09]N",38,[14][83]
AREAD064.DAT:10:62,AREAD064.DAT,10,62,"[14][83]C""Thanks, Dragon Boy![02][14][88]CCome back and play[01]with us again[01]sometime! Bye!""",106,[14][83]
AREAD064.DAT:10:64,AREAD064.DAT,10,64,You've got to find [04][01]!,31,
