offset,text_target
AREAS017.DAT:8:2,"Desculpe, mas parece que voce nao tem zenny suficiente."
AREAS017.DAT:8:3,"Agora sou apenas um mercador ambulante,[02]"
AREAS017.DAT:8:4,Ouvi dizer que a Princesa[01][04][01] saiu procurando[01]pela irma desaparecida...[02]O rei deve estar[01]muito preocupado com elas.
AREAS017.DAT:8:5,"Se minha irma desaparecesse,[01]eu ia procurar por ela tambem!"
AREAS017.DAT:8:6,Nao se preocupe—nao vou[01]desaparecer para lugar nenhum!
AREAS017.DAT:8:7,"Esta e uma cidade tranquila...[01]Mesmo assim, ha rumores[01]de guerra por aqui."
AREAS017.DAT:8:8,"As mulheres de Wyndia sao[01]bonitas, nao sao?[02]Minha esposa tambem era[01]bonita em seus tempos."
AREAS017.DAT:8:10,"Para impedir que o jovem[01]senhor fique mais gordo,[02]escondi todos os talheres![01]Agora ele nao consegue comer[01]nada!"
AREAS017.DAT:8:11,"[0A][01]""squeak"""
AREAS017.DAT:8:12,Bocejo...[01]Quero comer—agora!
AREAS017.DAT:8:13,"Compreendo seu sentimento, senhor...[01]Por favor, tenha paciencia um pouco mais.[02]Tenho certeza de que encontraremos[01]os talheres em breve!"
AREAS017.DAT:8:14,"Perdemos tudo...[02]Nossos [09][17][01], [09]O[03]s,[01][09]E[01]s, [09]6[03]...[01]ate nosso [09]M"
AREAS017.DAT:8:15,"E um prato com macarrao.[01]Para comer, voce precisa[01]de [09][17][01]."
AREAS017.DAT:8:16,"E um prato com frios.[01]Para comer, voce precisa[01]de [09]6[03]."
AREAS017.DAT:8:17,"E um prato de espaguete.[01]Para comer, voce precisa[01]de [09]E[01]."
AREAS017.DAT:8:18,"E um prato com pudim.[01]Para comer, voce precisa[01]de [09]O[03]."
AREAS017.DAT:8:19,"E um refrigerante de creme. Para beber,[01]voce precisa de [09]M"
AREAS017.DAT:8:20,Ensinei meu filho a ter[01]boas maneiras.[02]Ele nao toca comida com as[01]maos—nunca!
AREAS017.DAT:8:21,Ouvi dizer que a Princesa[01][04][01] voltou.[02]Os reis devem estar aliviados[01]agora que ela esta de volta!
AREAS017.DAT:8:22,Eu ficaria feliz se minha irma[01]tambem voltasse!
AREAS017.DAT:8:23,"Do que voce esta falando,[01]garoto bobo?[02]Nao fui a lugar nenhum!"
AREAS017.DAT:8:24,Vi tropas de Ludia se[01]movimentando por aqui[01]ultimamente...[02]Acho que aqueles rumores[01]eram verdadeiros...
AREAS017.DAT:8:25,Talvez os rumores nao fossem[01]verdadeiros afinal...
AREAS017.DAT:8:26,Dizem que a Princesa [04][01][01]saiu procurando pela irma[01]de novo...[02]Espero que encontrem desta[01]vez!
AREAS017.DAT:8:27,Vou procurar minha irma[01]de novo tambem!
AREAS017.DAT:8:28,Quantas vezes tenho que dizer?[01]Nao vou desaparecer para[01]lugar nenhum!
AREAS017.DAT:8:29,E depois de todo esse trabalho[01]para esconder os talheres[01]tambem!
AREAS017.DAT:8:30,Espera...O que voce esta[01]carregando ali...E isso um[02][16]
AREAS017.DAT:8:33,"Entendi...[02]Bem, se encontrar mais[01]talheres, por favor traga[01]para ca."
AREAS017.DAT:8:34,"Entendi...[02]Bem, se encontrar mais[01]talheres, por favor traga[01]para ca."
AREAS017.DAT:8:35,"Entendi...[02]Bem, se encontrar mais[01]talheres, por favor traga[01]para ca."
AREAS017.DAT:8:36,"Entendi...[02]Bem, se encontrar mais[01]talheres, por favor traga[01]para ca."
AREAS017.DAT:8:37,"Entendi...[02]Bem, se encontrar mais[01]talheres, por favor traga[01]para ca."
AREAS017.DAT:8:38,Muito obrigado![02]Agora o jovem senhor conseguira[01]comer de novo!
AREAS017.DAT:8:40,Bocejo...[01]E so isso? Quero mais comida!
AREAS017.DAT:8:41,Bocejo...[01]E so isso? Quero mais comida!
AREAS017.DAT:8:42,Bocejo...[01]E so isso? Quero mais comida!
AREAS017.DAT:8:43,Bocejo...[01]E so isso? Quero mais comida!
AREAS017.DAT:8:44,Bocejo...[01]E so isso? Quero mais comida!
AREAS017.DAT:8:45,Bocejo...[01]E so isso? Quero mais comida!
AREAS017.DAT:8:46,Nao conseguimos fazer mais nada—[01]estamos completamente sem[01]ingredientes!
AREAS017.DAT:8:47,"Compreendo seu sentimento, senhor...[01]Por favor, tenha paciencia um pouco mais.[02]Tenho certeza de que a proxima refeicao[01]estara pronta em breve!"
AREAS017.DAT:8:48,Que pena!
AREAS017.DAT:8:49,"Ha um livro chamado[01]""Usar Talheres""."
AREAS017.DAT:8:50,"Ha um livro chamado[01]""Usar Talheres""."
AREAS017.DAT:8:51,"Ha um livro chamado[01]""Usar Talheres""."
AREAS017.DAT:8:52,"Ha um livro chamado[01]""Usar Talheres""."
AREAS017.DAT:8:53,"Ha um livro chamado[01]""Usar Talheres""."
AREAS017.DAT:8:54,"Ha um livro chamado[01]""Usar Talheres""."
AREAS017.DAT:8:55,"Ha um livro chamado[01]""Usar Talheres""."
AREAS017.DAT:8:56,"Ha um livro chamado[01]""Boas Maneiras para[01]Criancas""."
AREAS017.DAT:8:57,"Ha um livro chamado[01]""Diet Hard 3""."
AREAS017.DAT:8:58,"Procurando minha esposa?[02]Bem, ela provavelmente esta[01]por ai fofocando[01]com as amigas de novo!"
AREAS017.DAT:8:59,"Procurando minha esposa?[02]Bem, ela provavelmente esta[01]por ai fofocando[01]com as amigas de novo!"
AREAS017.DAT:8:60,"Eu so gostaria que as duas[01]Princesas voltassem logo...[02]Seu pai, o Rei, esta[01]muito preocupado com elas!"
AREAS017.DAT:8:61,"[14][02][02]""Parece que alguem[01]me venceu!"""
AREAS017.DAT:8:62,"Voce nao viu meu irmaozinho[01]por ai, viu?[02]Precisei fazer compras,[01]e quando voltei, ele tinha[01]desaparecido!"
