offset,text_target
AREAD041.DAT:10:0,"[14][80]@""Quem vai ali!?"""
AREAD041.DAT:10:1,"[14][80]@""Quem vai ali!?"""
AREAD041.DAT:10:2,"[14][80]@""Quem ousa entrar no[01]sagrado repouso[01]de meu amo?"""
AREAD041.DAT:10:3,"[14][80]@""Espera... Tu tambem[01]es um dos Eternos...?"""
AREAD041.DAT:10:4,"[14][80]@""Nao importa! Ninguem,[02]nem mesmo se fosse[01]irmaio do meu amo,[02]pode ser permitido[01]entrar!"""
AREAD041.DAT:10:5,Voce quer subir?[12]
AREAD041.DAT:10:6,Voce quer descer?[12][01][0C][82]Sim[01]Nao
AREAD041.DAT:10:7,"Vos que caminhardes a jornada,[01]procurai antes a chave"
AREAD041.DAT:10:11,Para onde voce quer ir?[12][02][0C][93]Seguir adiante[01]Subir[01]Desistir
AREAD041.DAT:10:12,Para onde voce quer ir?[12][02][0C][93]Seguir adiante[01]Subir[01]Desistir
AREAD041.DAT:10:13,O que voce quer fazer?[12][03][0C][92]Ir ao Mausoléu do Imperador[01]Desistir
AREAD041.DAT:10:16,"[10][02]Ficar em frente de uma[01][05][02]alavanca[06] faz o chao brilhar.[02]Voce pode empurrar um cubo para frente[01]pressionando o botao ~,[02]e para tras pressionando[01]o botao [7F].[02]Alinhe tres blocos da[01]mesma cor para criar[01]um caminho."
AREAD041.DAT:10:18,Cuidado com o [05][02]Olho Vermelho[06]...
