offset,text_source,byte_budget
0x297444,"""B#",3
0x29796a,Next please.,12
0x297977,Tuskur soldier,14
0x297986,"Hold up there, pal! This is our turf. If you\n",46
0x2979b5,"wanna pass, you gotta pay the toll.",35
0x2979d9,"In the next situation, you will be fighting\n",45
0x297a07,former soldiers who have fallen to villainy.,44
0x297a34,"So they're completely occupying this pass, huh.\n",49
0x297a66,They look like some kind of gang...,35
0x297a8a,Head,4
0x297a8f,...You!? You were the one who deceived us\n,43
0x297abb,before!,7
0x297ac3,Crap... It's the guys we met on the mountain\n,46
0x297af2,pass in Tuskur...,17
0x297b04,"Because of you, Lord Kurou was furious at us!",45
0x297b32,We'll make you pay with the same punishment he\n,48
0x297b63,gave us!,8
0x297b6c,"You know, I'd rather not... but just out of\n",45
0x297b9a,"morbid curiosity, what did he actually DO?",42
0x297bc5,"He stripped us naked, oiled us up, and made us\n",48
0x297bf6,wrestle without using our arms! And we'll make\n,48
0x297c27,YOU do it!,10
0x297c32,...I-I can't afford to lose this fight.,39
0x297c5a,One can learn from loss.,24
0x297c73,"Master, perhaps experiencing defeat may be a\n",46
0x297ca2,good lesson for you in this case--,34
0x297cc5,I HAVE TO WIN!,14
0x297e2f,Yes...! I won!,14
0x297e3e,Tuskur soldier,14
0x297e4d,"No... No, I can't take any more of that!!",41
0x297e77,Disappointing.,14
0x297e86,"Master, I feel you should have read the\n",41
0x297eb0,intended outcome of this situation a little\n,45
0x297ede,better.,7
0x297ee6,Are you kidding me!?,20
0x298cbb,Now's our chance!,17
0x298ccd,"If we stay here too long, we're gonna have to\n",47
0x298cfd,deal with their reinforcements. Let's book it!,46
0x298d2c,G-Got it!,9
0x298d36,Push! Push! PUSH!,17
0x298d48,Tuskur soldier,14
0x298d57,S-Stop!,7
0x298d5f,As if that's going to happen!,29
0x298d7d,We leave fallen Tuskur soldiers to groan and\n,46
0x298dac,nurse their wounds as we push the carts forward\n,49
0x298dde,full-tilt.,10
0x298de9,"As we press forward, the path opens up in\n",43
0x298e15,front of us...,14
0x298e24,Hah... hah...,13
0x298e32,We don't appear to have been followed.,38
0x298e59,No pursuers.,12
0x298e66,"No movement from the defeated contingent,\n",43
0x298e92,master.,7
0x298e9a,Hey! Isn't that the Yamatan stronghold?,39
0x298ec2,"Following the line of Nosuri's pointing finger,\n",49
0x298ef4,I can make out a watchtower ahead.,34
0x298f17,I don't think they'll risk overextending\n,42
0x298f42,themselves this far. We should be safe for now.,47
0x298f72,Thank goodness...,17
0x298f84,I-I'm relieved to hear that...,30
0x298fa3,A collective sigh of relief washes over the\n,45
0x298fd1,group as we sit to rest and recover.,36
0x298ff6,"I'll admit I was pretty scared, back there.\n",45
0x299024,I thought we were done for.,27
0x299040,"That was... quite unlike you, dear sister.",42
0x29906b,"I hazard a glance at Kuon, the primary source\n",47
0x29909b,of our problems right now.,26
0x2990b6,Ahaha... s-sorry. I panicked. He was pretty\n,45
0x2990e4,persistent.,11
0x2990f0,Could you keep your cool next time something\n,46
0x29911f,like this happens?,18
0x299132,I'll try.,9
0x29913c,"As we all take a minute to catch our breath,\n",46
0x29916b,a figure approaches us from the distant\n,41
0x299195,fortress.,9
0x29919f,Lord Haku!,10
0x2991aa,Munechika?,10
0x2991b5,Miss Munechika...,17
0x2991c7,Lord Haku? What are you doing here?,35
0x2991eb,I could ask the same of you.,28
0x299208,I received word from a lookout of a cart\n,42
0x299233,"outside. I'd hoped it was friendly, and it\n",44
0x299260,seems I was right.,18
0x299273,"But why are you all the way out here, of all\n",46
0x2992a2,places...?,10
0x2992ad,Oshtor asked us to deliver some supplies and\n,46
0x2992dc,provisions to you guys.,23
0x2992f4,I see. Lord Oshtor...,21
0x29930a,"Thank you for coming, Lord Haku. I am glad to\n",47
0x29933a,have you here.,14
0x299349,"We may be in sight of the fortress, but it's not\n",50
0x29937c,safe out here.,14
0x29938b,I will escort you to the gates.\n,33
0x2993ad,Please follow me.,17
