offset,text_source,byte_budget
0xc59dc,Hm...,5
0xc59e2,Urgh. Toilet. Gotta go...,25
0xc59fc,...Phew.,8
0xc5a05,"Gah, that'll teach me to drink tea before bed.\n",48
0xc5a36,It's cold out here.,19
0xc5a4a,*CLATTER*,9
0xc5a54,Hm?,3
0xc5a58,"Halfway back to my room from the toilet, a sound\n",50
0xc5a8b,from the inn's main entrance distracts me.,42
0xc5ab6,Curious to know what could be making such noise\n,49
0xc5ae8,"at this hour, I decide to have a peek...",40
0xc5b11,...Kuon?,8
0xc5b1a,"From a distance, I can distinguish the shape\n",46
0xc5b49,of Kuon's back as she slips outside.,36
0xc5b6e,"What's she doing, leaving the inn this late?\n",46
0xc5b9d,Isn't it dangerous to go out alone? What if\n,45
0xc5bcb,something...?,13
0xc5bd9,"Nah, I shouldn't worry. Kuon can take care of\n",47
0xc5c09,"herself, anyway.",16
0xc5c1a,Ah... Sleepy.,13
0xc5c28,"Well, whatever. Maybe she just wanted to go look\n",50
0xc5c5b,at the moon and get some fresh air or something.,48
0xc5c8c,"As long as I'm out here, I guess I'll have a\n",46
0xc5cbb,drink and stargaze before I go back to bed...,45
0xc7c60,...I'm bored.,13
0xc7c6e,"It's one of those rare days where, for once,\n",46
0xc7c9d,no crisis needs my attention. A free\n,38
0xc7cc4,afternoon...,12
0xc7cd1,"Everyone seems to be out of the inn, too.",41
0xc7cfb,Kuon went out with Nekone and Rulutieh.\n,41
0xc7d25,"They did invite me, but I'm not up for being\n",46
0xc7d54,a pack mule.,12
0xc7d61,Kiwru seemed perfectly happy to go carry stuff\n,48
0xc7d92,"for them in my stead, anyway...",31
0xc7db2,Gotta wonder if being treated so dismissively\n,47
0xc7de2,is that guy's kink or something.,32
0xc7e03,Now that I think about it...,28
0xc7e20,"I take a sip of tea, ruminating.",32
0xc7e41,We've been calling this place our\n,35
0xc7e65,"""headquarters,"" but I don't really know much\n",46
0xc7e94,about the Hakurokaku.,21
0xc7eaa,I guess this is my opportunity to explore the\n,47
0xc7eda,place a bit. And who knows? I might find\n,42
0xc7f05,something.,10
0xc7f10,"With my mind made up, I venture out of my room\n",48
0xc7f41,and into the hallway.,21
0xc7f57,"Huh, it's a lot more spacious back here than\n",46
0xc7f86,I'd have thought...,19
0xc7f9a,And all these stairs... It's like a labyrinth\n,47
0xc7fca,with multiple floors.,21
0xc7fe0,"Well, I guess I'll explore the upper floors,\n",46
0xc800f,since I haven't been up there at all yet.,41
0xc8039,"The stairs all lead to different places, too.\n",47
0xc8069,Hope I don't get lost. Why would they design it\n,49
0xc809b,like this?,10
0xc80a6,I wander around the upper floors of the\n,41
0xc80d0,"Hakurokaku, occasionally passing workers\n",42
0xc80fb,cleaning the rooms.,19
0xc810f,Walking around like this is giving me a sense\n,47
0xc813f,for how strangely laid-out this building is...,46
0xc816e,What's this place...?,21
0xc8184,"Finally, after a long ascent, I emerge into a\n",47
0xc81b4,spacious room with no more stairs that lead\n,45
0xc81e2,upward.,7
0xc81ea,Can't go up any more. Is this the top floor...?,47
0xc821a,The room's wide windows lie open to the outside.\n,50
0xc824d,An observatory of some kind...?,31
0xc826d,"Wow, that view... I think I can see the\n",41
0xc8297,whole imperial capital from here.,33
0xc82b9,The patterns of greenery in the city's gardens\n,48
0xc82ea,are a sight to behold from above like this.,43
0xc8316,Hm. Kuon might appreciate this place.\n,39
0xc833e,Guess I'll let her know about it whenever\n,43
0xc836a,she gets back.,14
0xc8379,"Ah... What a nice day, though.",30
0xc8398,A warm breeze filters in through the open\n,43
0xc83c4,"windows, and I stretch my arms with a long\n",44
0xc83f1,sigh.,5
0xc83f7,Not a single cloud mars the perfection of the\n,47
0xc8427,"blue sky, and the sun makes the city sparkle.",45
0xc8455,"A nice, cold drink to enjoy under the sun would\n",49
0xc8487,be great on a day like this...,30
