offset,text_target
0x285ebc,Deixamos a capital imperial e seguimos direto\n
0x285eef,para a cidade portuária próxima.
0x285f08,De lá pegaremos um navio em direção a Tuskur\n
0x285f3b,"pelo oceano, assim como Munechika e os outros fizeram."
0x285f6b,"À medida que nos aproximamos, um cheiro\n"
0x285f9a,bate nossas narinas um cheiro que é... difícil descrever.
0x285fc5,É o cheiro do oceano.
0x285fe2,As árvores à beira da estrada ganharam formas\n
0x286011,"formas, diferentes das que temos em casa."
0x28603c,Me faz perceber o quanto nos afastamos de\n
0x28606a,a capital imperial.
0x286080,E ao me lembrar da capital... me lembro de\n
0x2860ae,Shinonon e os outros que estamos deixando para trás.
0x2860dd,"Também me preocupo com Kuon, cujo semblante\n"
0x28610e,quanto mais nos afastamos da capital.
0x286138,Mas deixando tudo isso de lado...
0x28614e,Q-Que calor...
0x28615f,"É. Ouvi que esquenta bastante por aqui,\n"
0x28618e,mas isso é muito além de quente... Está um calor do diabo.
0x2861bf,Que calor é esse? É como se eu estivesse preso num\n
0x2861ef,uma sauna...
0x2861f8,"Enxugamos o suor da testa, olhando para o\n"
0x28622b,céu com angústia em nossos rostos.
0x28624a,Acha mesmo? Mas é um dia tão agradável lá fora\n
0x286279,hoje.
0x286280,"Então perto da terra de Atuy, esse calor é\n"
0x2862ae,praticamente nada...
0x2862c5,Mas por que diabos faz tanto calor? Ainda nem\n
0x2862f6,chegou tão ao sul.
0x28630b,Esse calor claramente não vem só de mudança de\n
0x28633b,"latitude, mas o que mais poderia afetá-la assim\n"
0x28636d,grau?
0x286375,Seriam as correntes marinhas afetando o clima\n
0x2863a7,disso? Ou... será por causa de...?
0x2863cd,"Haku, o que te deixou tão pensativo assim\n"
0x2863fc,"isso? Vamos, todos estão esperando."
0x28641f,"Kuon me chama. Talvez seja impressão, mas\n"
0x286450,seu tom alegre pode estar escondendo seu próprio\n
0x28647c,sentimentos.
0x286486,Nenhuma palavra sobre Tuskur desde que saímos. Kuon\n
0x2864b6,tenta evitar o assunto para que não nos sintamos\n
0x2864e5,culpado...
0x2864ef,"Ei, Haku..."
0x2864fc,O que foi?
0x28650f,Quero ter certeza de que ela não está se forçando\n
0x28653f,demais... mas não quero intrometer.
0x286564,...Deixa para lá. Já vou.
0x286586,"No fim das contas, não consigo me decidir a dizer\n"
0x2865b0,nada.
0x2865ba,Mercador
0x2865c3,"Chegue, chegue! Temos produtos baratos\n"
0x2865f0,"shama, itow e mamashu hoje! Super barato!"
0x28661d,Chegamos a uma espécie de bazar com mercadores\n
0x28664f,"e lojas de todo tipo, cheias de movimento e vida."
0x286682,"Todos esquecemos o calor por um momento, olhando\n"
0x2866b3,ao redor admirando os cenários desconhecidos.
0x2866db,"Ei, linda! Temos produtos bem especiais\n"
0x28670c,frutas rintan agora em estoque! Por que não experimentar uma?
0x286739,Os gritos dos mercadores preenchem o ar.
0x286763,Nossa. Olha que agitação!\n
0x28678e,Quase sinto que estou em casa.
0x2867b0,Sua terra natal é assim?
0x2867d1,"Este porto é governado pelo pai de Atuy, Lorde\n"
0x286800,Soyankekur. Não é de se estranhar que se pareça\n
0x28682e,Shyahoro.
0x286838,"Entendo. Então você está acostumada com vistas assim,\n"
0x28686a,Atuy?
0x286870,É tão animado quanto o mercado na capital\n
0x28689f,"imperial, mas todo mundo parece um pouco mais\n"
0x2868c8,agressivo.
0x2868d4,Os itens à venda aqui são... muito diferentes...
0x286905,Rulutieh olha ao redor com evidente interesse no\n
0x286938,"produtos nas lojas, murmurando para si mesma."
0x286969,Um peixe estranho que nunca vi antes...
0x286997,Roupas coloridas e acessórios...
0x2869bb,"O que chama minha atenção, porém, são aquelas enormes\n"
0x2869ed,frutas. Você precisaria dos dois braços para carregar uma...
0x286a1a,São laranja vivo e exalam um\n
0x286a48,aroma doce tentador que preenche o lugar.
0x286a72,O que será isso? Vão embalar\n
0x286aa0,navio?
0x286ab8,"Ah, o senhor tem olho para isso, hein?\n"
0x286aec,Bem observado!
0x286afa,Essa fruta é uma ferramenta vital para qualquer\n
0x286b27,navegador.
0x286b31,A fruta rintan? Li sobre ela...\n
0x286b5c,É usada para se hidratar no mar quando beber\n
0x286b89,água é escassa.
0x286b9a,"Uau, Neko é fera! A fruta tem muito\n"
0x286bcb,"suco doce, e fica fresca por dias e\n"
0x286bfa,dias!
0x286c00,"Por isso costumamos encher o navio com elas,\n"
0x286c31,em vez de água pura.
0x286c4d,É... Por que não carregam bastante água\n
0x286c7f,então? Isso não funcionaria tão bem...?
0x286ca9,"A água não demora para estragar,\n"
0x286cda,estimação. Então contamos muito mais com estas frutas.
0x286d06,Hein...? Água estraga...? O que quer dizer?\n
0x286d33,A água tem gosto ruim?
0x286d4d,"...Ah, é. Acho que Kujyuri é frio o suficiente\n"
0x286d7d,que não precise se preocupar com isso.
0x286da6,Não podemos deixar a água exposta ao sol\n
0x286dd4,"por muito tempo, ou fica imprópria para beber.\n"
0x286dfc,Estraga como leite.
0x286e0e,Eu... eu não tinha ideia de que era possível.
0x286e34,Faz sentido. Aposto que água nunca estraga\n
0x286e65,"de onde você vem, e a capital tem água encanada\n"
0x286e96,água.
0x286e9d,Atuy tem razão. Não há vergonha nenhuma em\n
0x286ecd,não saber como lidar com água em alto mar.\n
0x286efd,um navio!
0x286f05,Sim... É basicamente isso.
0x286f1d,"Ah, essa deve ser a fruta que comemos enquanto\n"
0x286f47,viajávamos no mar. Ficava me perguntando como mantinham\n
0x286f79,tão fresco.
0x286f86,Mas o sabor era um pouco... bem...
0x286fad,"Hee hee, acho que a que você comeu pode ter sido\n"
0x286fe0,"um pouco passada, Kuon."
0x286ff8,Passada?
0x287002,"Ei, moço. Pode me dar para mim e meus amigos\n"
0x28702d,um rintan cada?
0x287045,"Certo, assim é!"
0x287054,Pegamos nossas fatias de rintan e\n
0x287081,morder um pedaço.
0x287093,"Hm... Tem um sabor único. Meio doce,\n"
0x2870c0,meio azedo... mas é bem gostoso.
0x2870e4,Sim. Dá para entender por que usam isso para se hidratar.\n
0x28710f,fins--é extraordinariamente suculento.
0x287136,"Ah, que saudade. Costumava comer muito desses\n"
0x287168,quando ficava perambulando por aí.\n
0x287197,mar.
0x28719c,"É muito doce e azedo, mas bem delicioso."
0x2871cb,"Hm? Não sei por quê... É um sabor parecido,\n"
0x2871fb,mas é um pouco diferente do que me lembro.
0x287228,Era bem mais grosso. Mais doce que isto...
0x287258,Hm. Diria que não é ruim.\n
0x287276,"Ougi, arruma mais um pra mim."
0x287291,Entendido. Essa parece estar no pico da\n
0x2872bc,maturação; sem dúvida o momento ideal para\n
0x2872e5,consumo.
0x2872f2,"Hmm... ngh!? *Tosse, tosse* O que é ISSO...?\n"
0x287320,Sabe a bebida alcoólica!
0x287337,"Hee hee! Parece que você também pegou uma bem passada,\n"
0x287365,Nosuri.
0x28736d,"Quanto mais madura a fruta rintan fica, mais\n"
0x28739d,o conteúdo fermenta em álcool.
0x2873bc,"Kuon e Nosuri ficaram com as maduras, então\n"
0x2873eb,o que aconteceu com as entranhas.
0x287409,"Seu, qual é o mais maduro que você tem?"
0x287438,"Ah, tá querendo beber? Segura aí um segundo."
0x287467,O comerciante tira outra fruta da\n
0x287498,fundo da loja dele.
0x2874ab,"Essa aqui está bem madura. Mas não completamente,\n"
0x2874dd,mas deveria ser um pouco mais fácil de beber.
0x287502,Ele abre um buraco na fruta com um\n
0x287531,faca e despeja seu conteudo numa tigela.
0x287560,Um líquido turvo vai preenchendo aos\n
0x28758d,tigela...
0x287595,"Bem legal, né? Conforme vai amadurecendo,\n"
0x2875bd,as partes internas começam a derreter na casca.
0x2875e5,"E quanto mais tempo deixar, melhor fica.\n"
0x287614,consegue. Os bem antigos custam uma fortuna!
0x28763e,Que interessante... Vou experimentar um pouco\n
0x28766e,"um gole, se não se importa."
0x287686,"Ah, Haku, guarda um pouco pra mim, tá?"
0x2876b0,"Para! Se for provar bebida, você pode ficar de\n"
0x2876e2,pra mim.
0x2876ec,"A gente se reúne todo mundo, conversando animado sobre\n"
0x28771f,bebida. É como se nunca tivéssemos saído da capital.
0x28774b,Vocês são bem despreocupados pra galera que vai partir\n
0x28777e,à guerra.
0x287786,Fico me perguntando se estamos fazendo a coisa\n
0x2877b4,coisa... quer dizer...
0x2877c7,"Preocupado com a patroa, é?"
0x2877e7,"Por fora, ela continua difícil de ler... mas\n"
0x287816,quem sabe como ela realmente se sente com tudo isto.
0x287844,"...Sim, me preocupa."
0x28785e,"Quanto à minha querida irmã, não precisa se preocupar.\n"
0x28788b,Faz muito tempo que não a via assim.\n
0x2878be,tão descontraída.
0x2878cf,Não me parece que sua irmã fosse\n
0x2878ff,"se preocupa com qualquer coisa, né?"
0x287921,A gente olha e vê vários homens encarando\n
0x287953,nós de longe.
0x287961,"Os representantes da Guarda Imperial da Direita,\n"
0x287994,certo? Viemos como seus guias.
0x2879ba,"Sim, é... e vocês são?"
0x2879d9,Eles não respondem logo. Ficam\n
0x287a03,"nos avaliando de cima a baixo, como se estivessem\n"
0x287a31,nos avaliando.
0x287a40,Que diabos esses caras são?
0x287a5d,"Estão vestidos com trajes formais elegantes,\n"
0x287a87,tipo os nobres da capital.
0x287aa7,Mas definitivamente não passam a vibe de\n
0x287ad8,de nobres.
0x287ae3,É mais que a postura deles contrasta completamente\n
0x287b16,com o que estão usando...
0x287b33,"Todos os homens são bem altos, mais ou menos\n"
0x287b64,altura do Jachdwalt.
0x287b79,"Não tanto quanto o General Vurai, mas são\n"
0x287baa,todos bem malhados.
0x287bbd,"Por conta disso, a roupa formal deles está toda esticada\n"
0x287bed,seus limites. A maioria parece pronta pra estourar.
0x287c1d,Quase dá impressão que os enfiaram à força\n
0x287c4e,nas roupas... O contraste é quase\n
0x287c7a,assustador.
0x287c82,"Cara, que diabos esses caras são...?"
0x287cad,"Ah, amor, aqueles caras são--"
0x287cca,"Justo quando Atuy está prestes a explicar, acontece."
0x287cfb,Ouço um tremor no chão e vejo\n
0x287d27,algo se aproximando em velocidade incrível.\n
0x287d54,velocidade.
0x287d5b,...uuuuuuUUUYYYYYY!
0x287d6f,Hein?
0x287d74,Ugh...
0x287d7b,"Atuy solta um suspiro de resignação, ombros caindo\n"
0x287dad,caída enquanto ela percebe.
0x287dc6,AAAAAAATUUUUUUUUUYYYYYYYY!!
0x287de3,Da estrada vejo um homem enorme e desgrenhado\n
0x287e14,"vindo em nossa direção, com uma nuvem enorme de poeira.\n"
0x287e46,acordar.
0x287e4c,"Ah, como SENTI sua falta!!"
0x287e66,O homem usa o impulso para saltar bem alto\n
0x287e99,"ar, depois desce sobre Atuy como um falcão despenteado."
0x287eca,Ah!
0x287ece,P-Que-Que é tudo isto!?
0x287ee7,"Ah, Atuy, Atuy, minha Atuy!\n"
0x287f02,Como você tem estado!?
0x287f16,"O homem aperta Atuy num abraço feroz,\n"
0x287f42,esfregando a bochecha dele feliz contra a dela.
0x287f6a,"É claramente uma emergência, mas é tão\n"
0x287f9a,"estranha que a gente toda fica paralisada no lugar,\n"
0x287fc6,confusa.
0x287fd2,"É-É... faz um tempo, né...\n"
0x288000,Papai.
0x288006,P-Papai...?
0x288011,"O pai de Atuy... Soyankekur, o Marinheiro?\n"
0x28803c,Parece bem diferente de quando eu o vi\n
0x288068,dele antes...
0x288076,"Ah, Atuy. Você foi embora sem nem\n"
0x2880a3,"um adeus! Você me deixou tão preocupado, moço!"
0x2880d1,"*Esfrega, esfrega, esfrega*"
0x2880ea,"Ugh... Uh, Papai?"
0x2880fb,"Ah, essa sensação nos meus braços.\n"
0x28811a,Traz tanta memória de volta...
0x28813d,"Pai, para -- Seu cavanhaque está arranhando\n"
0x28816b,arranha quando você faz isso--
0x288187,Vim o mais rápido que pude quando soube que você estava\n
0x2881ba,chegou!
0x2881c3,Ai ai ai! Está piorando...\n
0x2881eb,"Papai, isso DOOOI!"
0x2881ff,"Você devia estar tão sozinha, lá fora por\n"
0x28822b,"conta própria! Mas agora que voltou, pode ficar\n"
0x288257,do meu lado para sempre e sempre e sempre e sempre--
0x288284,"*Esfrega, esfrega, esfrega*\n"
0x28829f,Eu JÁ DISSE QUE DOOOI!
0x2882b2,Atuy parece ter chegado no limite e acerta\n
0x2882df,a cabeça do homem com a lança.
0x28830a,...O homem não treme nem um pouco.\n
0x28832c,Ele só continua sorrindo para Atuy.
0x28834b,"Você... é igual ao sempre, Papai."
0x28836f,Bem agora! Permita-me me apresentar.
0x288397,"Sou Soyankekur. Como você já deve ter percebido,\n"
