offset,text_source,byte_budget
0x285ebc,"We leave the imperial capital, and head straight\n",50
0x285eef,to the port city nearby.,24
0x285f08,"From there we'll take a ship, and head to Tuskur\n",50
0x285f3b,"by ocean, just as Munechika and the others did.",47
0x285f6b,"As we get closer to our destination, a scent\n",46
0x285f9a,hits our noses that's... hard to describe.,42
0x285fc5,It's the smell of the ocean.,28
0x285fe2,The trees by the roadside have taken strange\n,46
0x286011,"shapes, different from the ones back home.",42
0x28603c,It makes me realize how far we've gone from\n,45
0x28606a,the imperial capital.,21
0x286080,And as I remember the capital... I remember\n,45
0x2860ae,"Shinonon, and the others we're leaving behind.",46
0x2860dd,"I'm also worried about Kuon, whose face clouds\n",48
0x28610e,more the farther we get from the capital.,41
0x286138,But all that aside...,21
0x28614e,I-It's so hot...,16
0x28615f,"Yeah. I heard it gets warmer in these parts,\n",46
0x28618e,but this is way beyond warm... It's hot as hell.,48
0x2861bf,What is this heat? It's like I'm trapped in a\n,47
0x2861ef,sauna...,8
0x2861f8,"We wipe the sweat from our brows, looking to the\n",50
0x28622b,sky with anguish on our faces.,30
0x28624a,You think so? But it's such a lovely day out\n,46
0x286279,today.,6
0x286280,"So compared to Atuy's homeland, this heat's\n",45
0x2862ae,practically nothing...,22
0x2862c5,But why the hell is it so hot? We haven't even\n,48
0x2862f6,gone that far south.,20
0x28630b,This heat clearly isn't from simple change in\n,47
0x28633b,"latitude, but what else would affect it to this\n",49
0x28636d,degree?,7
0x286375,Are the sea currents affecting weather patterns\n,49
0x2863a7,this much? Or... is it because of...?,37
0x2863cd,"Haku, what's got you so deep in thought like\n",46
0x2863fc,"that? Come on, everyone's waiting.",34
0x28641f,"Kuon calls out. Maybe it's my imagination, but\n",48
0x286450,her chipper tone might be masking her own\n,43
0x28647c,feelings.,9
0x286486,Not a word about Tuskur since we left. Kuon's\n,47
0x2864b6,trying to avoid the subject so we don't feel\n,46
0x2864e5,guilty...,9
0x2864ef,"Hey, Kuon...",12
0x2864fc,What's the matter?,18
0x28650f,I want to make sure she's not pushing herself\n,47
0x28653f,too hard... but I don't want to pry.,36
0x286564,...Never mind. Be there in a sec.,33
0x286586,"In the end, I can't bring myself to say\n",41
0x2865b0,anything.,9
0x2865ba,Merchant,8
0x2865c3,"Step right up, step right up! We got cheap\n",44
0x2865f0,"shama, itow, and mamashu today! Super cheap!",44
0x28661d,We arrive in some kind of bazaar with merchants\n,49
0x28664f,"and shops of all sorts, full of activity and life.",50
0x286682,"All of us forget the heat for a moment, gazing\n",48
0x2866b3,around in awe at the unfamiliar sights.,39
0x2866db,"Hey there, pretty lady! We got some real sweet\n",48
0x28670c,rintan fruits in right now! Why not try one?,44
0x286739,The shouts of the merchants fill the air.,41
0x286763,"Oh, wow. Look at this hustle and bustle!\n",42
0x28678e,I almost feel like I'm back home.,33
0x2867b0,Your hometown's like this place?,32
0x2867d1,"This port is governed by Atuy's father, Lord\n",46
0x286800,Soyankekur. Little wonder that it resembles\n,45
0x28682e,Shyahoro.,9
0x286838,"I see. So you're used to sights like this then,\n",49
0x28686a,Atuy?,5
0x286870,It's as lively as the market in the imperial\n,46
0x28689f,"capital, but everyone seems a bit more\n",40
0x2868c8,aggressive.,11
0x2868d4,The items on offer here are... much different...,48
0x286905,Rulutieh looks around with clear interest at the\n,50
0x286938,"products lining the shops, muttering to herself.",48
0x286969,A strange fish that I've never seen before...,45
0x286997,Colorful apparel and accessories...,35
0x2869bb,"What grabs my attention, though, are those huge\n",49
0x2869ed,fruits. You'd need both arms to carry one...,44
0x286a1a,"They're bright orange, and they give off an\n",45
0x286a48,alluring sweet scent that fills the area.,41
0x286a72,Wonder what that is. Are they going to pack\n,45
0x286aa0,that stuff in the ship?,23
0x286ab8,"Ah, you've got your eye on those, have you, love?\n",51
0x286aec,Well spotted!,13
0x286afa,This fruit's actually a vital tool for any\n,44
0x286b27,seafarer.,9
0x286b31,The rintan fruit? I have read of this...\n,42
0x286b5c,It is used to hydrate at sea when drinking\n,44
0x286b89,water is scarce.,16
0x286b9a,"Ooh, clever clogs Neko! The fruit has a lot of\n",48
0x286bcb,"sweet juice, and it stays fresh for days and\n",46
0x286bfa,days!,5
0x286c00,"That's why we often load a ship up with those,\n",48
0x286c31,instead of plain old water.,27
0x286c4d,Um... Why don't you just load up a lot of water\n,49
0x286c7f,then? Wouldn't that work just as well...?,41
0x286ca9,"It doesn't take that long before water spoils,\n",48
0x286cda,pet. So we rely on these fruits a lot more.,43
0x286d06,Huh...? Water spoils...? What do you mean?\n,44
0x286d33,Does the water taste bad?,25
0x286d4d,"...Oh, right. I suppose Kujyuri's cold enough\n",47
0x286d7d,that you don't have to worry about that.,40
0x286da6,We can't have our water out in the sunlight\n,45
0x286dd4,"for too long, or it gets undrinkable.\n",39
0x286dfc,Spoils like milk.,17
0x286e0e,I... I had no idea that was possible.,37
0x286e34,"Well, it makes sense. I bet water never spoils\n",48
0x286e65,"where you're from, and the capital has running\n",48
0x286e96,water.,6
0x286e9d,Atuy's right. There is absolutely no shame in\n,47
0x286ecd,not knowing how to handle water situations on\n,47
0x286efd,a ship!,7
0x286f05,Yep... That's about it.,23
0x286f1d,"Oh, this must be the fruit we ate while\n",41
0x286f47,traveling at sea. I was wondering how they kept\n,49
0x286f79,it so fresh.,12
0x286f86,But the flavor was a little... well...,38
0x286fad,"Hee hee, I think the one you had might have been\n",50
0x286fe0,"a touch overripe, Kuon.",23
0x286ff8,Overripe?,9
0x287002,Hey mister. Could me and my friends have\n,42
0x28702d,a piece of rintan each?,23
0x287045,Right you are!,14
0x287054,We all get our slices of rintan and take a\n,44
0x287081,bite out of them.,17
0x287093,"Hm... It has a unique flavor. Kinda sweet,\n",44
0x2870c0,kinda sour... but it's pretty good.,35
0x2870e4,Yes. I see why they use it for hydration\n,42
0x28710f,purposes--it is extraordinarily juicy.,38
0x287136,"Ah, brings back memories. I used to eat tons of\n",49
0x287168,these back when I was cruisin' around on the\n,46
0x287197,sea.,4
0x28719c,"It's very sweet and sour, but quite delicious.",46
0x2871cb,"Hm? I don't know why... It's a similar taste,\n",47
0x2871fb,but a little different from what I remember.,44
0x287228,It felt much thicker. Much sweeter than this...,47
0x287258,Mm. I suppose it's not bad.\n,29
0x287276,"Ougi, grab me another one.",26
0x287291,Understood. This one seems to be at peak\n,42
0x2872bc,ripeness; doubtless the ideal time for\n,40
0x2872e5,consumption.,12
0x2872f2,"Hmm... ngh!? *Cough, hack* What IS this...?\n",45
0x287320,It tastes like liquor!,22
0x287337,"Hee hee! Guess you got an overripe one too,\n",45
0x287365,Nosuri.,7
0x28736d,"The riper the rintan fruit gets, the more its\n",47
0x28739d,contents ferment into alcohol.,30
0x2873bc,"Kuon and Nosuri had the ripe ones, so that's\n",46
0x2873eb,what happened to the insides.,29
0x287409,"Mister, which one's the ripest one you've got?",46
0x287438,"Oh, you're lookin' for a drink? Hold on a sec.",46
0x287467,The merchant brings out another fruit from the\n,48
0x287498,back of his store.,18
0x2874ab,"This one here's pretty ripe. Ain't all the way,\n",49
0x2874dd,but should be a bit easier to drink.,36
0x287502,He opens up a hole on the fruit with a small\n,46
0x287531,"knife, and pours its contents out into a bowl.",46
0x287560,A murky-looking liquid gradually fills the\n,44
0x28758d,bowl...,7
0x287595,"Pretty neat, eh? As it gets ripe, the\n",39
0x2875bd,inside-bits start melting in the shell.,39
0x2875e5,"And the longer you let it sit, the better it\n",46
0x287614,gets. The really old ones cost a fortune!,41
0x28763e,Huh... sounds pretty cool. I'll take a little\n,47
0x28766e,"sip, if you don't mind.",23
0x287686,"Oh, Haku, make sure you save some for me.",41
0x2876b0,"Hold it! If we're tasting liquor, you can leave\n",49
0x2876e2,it to me.,9
0x2876ec,"We all gather around, chatting happily about the\n",50
0x28771f,drink. It's like we never left the capital.,43
0x28774b,You're all pretty carefree for folks sailin' off\n,50
0x28777e,to war.,7
0x287786,It makes me wonder if we're doing the right\n,45
0x2877b4,thing... I mean...,18
0x2877c7,"Worried about the bosslady, eh?",31
0x2877e7,"Outwardly, she yet remains unreadable... but\n",46
0x287816,who knows how she truly feels about all this.,45
0x287844,"...Yes, it does worry me.",25
0x28785e,"As for my dear sister, you need not worry.\n",44
0x28788b,It has been a long time indeed since I have seen\n,50
0x2878be,her so carefree.,16
0x2878cf,Doesn't seem to me as though your sister ever\n,47
0x2878ff,"worries about anything, yeah?",29
0x287921,We look over to find a number of men staring at\n,49
0x287953,us from afar.,13
0x287961,"The deputies of the Imperial Guard of the Right,\n",50
0x287994,correct? We have come as your guides.,37
0x2879ba,"Yes, that's us... and you are?",30
0x2879d9,They don't immediately answer her. They\n,41
0x287a03,"carefully look us up and down, like they're\n",45
0x287a31,appraising us.,14
0x287a40,Who the hell are these guys?,28
0x287a5d,"They're dressed in fancy formal attire,\n",41
0x287a87,like the nobles in the capital.,31
0x287aa7,But they're definitely not giving off the vibe\n,48
0x287ad8,of nobles.,10
0x287ae3,More like their demeanors are completely at odds\n,50
0x287b16,with what they're wearing...,28
0x287b33,"All of the men are fairly tall, about the same\n",48
0x287b64,height as Jachdwalt.,20
0x287b79,"Maybe not to General-Vurai-levels, but they're\n",48
0x287baa,all pretty ripped.,18
0x287bbd,"Thanks to that, their formalwear is stretched\n",47
0x287bed,to its limits. Most of it looks ready to burst.,47
0x287c1d,It almost feels like they're being forced into\n,48
0x287c4e,those clothes... The disconnect is almost\n,43
0x287c7a,creepy.,7
0x287c82,"Seriously, who the hell are these guys...?",42
0x287cad,"Oh, love, those people are--",28
0x287cca,"Just as Atuy seems about to explain, it happens.",48
0x287cfb,"I hear a rumbling in the earth, and I see\n",43
0x287d27,something closing in on us with incredible\n,44
0x287d54,speed.,6
0x287d5b,...uuuuuuUUUYYYYYY!,19
0x287d6f,Huh?,4
0x287d74,Ugh...,6
0x287d7b,"Atuy gives a sigh of resignation, her shoulders\n",49
0x287dad,drooping as she notices.,24
0x287dc6,AAAAAAAATUUUUUUUUUYYYYYYYY!!,28
0x287de3,From beyond the road I see a giant scruffy man\n,48
0x287e14,"charging toward us, a massive dust cloud in his\n",49
0x287e46,wake.,5
0x287e4c,"Oh, how I've MISSED you!!",25
0x287e66,The man uses his momentum to bound high into the\n,50
0x287e99,"air, then descends on Atuy like an unkempt hawk.",48
0x287eca,Ah!,3
0x287ece,Wh-Wh-What is all this!?,24
0x287ee7,"Oh, Atuy, Atuy, my Atuy!\n",26
0x287f02,How have you been!?,19
0x287f16,"The man clutches Atuy in a ferocious hug,\n",43
0x287f42,rubbing his cheek happily against hers.,39
0x287f6a,"This is clearly an emergency, but it's such a\n",47
0x287f9a,"weird one that we're all frozen in place,\n",43
0x287fc6,bewildered.,11
0x287fd2,"Y-Yes. It's, ah, been a while, hasn't it...\n",45
0x288000,Papa.,5
0x288006,P-Papa...?,10
0x288011,Atuy's father... Soyankekur the Mariner?\n,42
0x28803c,He seems pretty different from when I saw\n,43
0x288068,him before...,13
0x288076,"Oh, Atuy. You left home without so much as\n",44
0x2880a3,"a goodbye! I was worried sick about you, aye!",45
0x2880d1,"*Nuzzle, nuzzle, nuzzle*",24
0x2880ea,"Egh... Uh, Papa?",16
0x2880fb,"Ah, this feeling in my arms.\n",30
0x28811a,It brings back so many memories...,34
0x28813d,"Papa, would you stop--Your stubble gets all\n",45
0x28816b,scratchy when you do that--,27
0x288187,I rushed over fast as I could when I heard you'd\n,50
0x2881ba,arrived!,8
0x2881c3,Owie owie owie! It's getting worse...\n,39
0x2881eb,"Papa, that huuurts!",19
0x2881ff,"You must have been so lonely, out on your\n",43
0x28822b,"own! But now you're back, you can stay by\n",43
0x288257,my side forever and ever and ever and ever--,44
0x288284,"*Nuzzle, nuzzle, nuzzle*\n",26
0x28829f,I SAID IT HUUURTS!,18
0x2882b2,"Atuy seems to have had enough, and thwacks\n",44
0x2882df,the man's head with the butt of her spear.,42
0x28830a,...The man doesn't even flinch.\n,33
0x28832c,He just keeps beaming at Atuy.,30
0x28834b,"You're... the same as always, Papa.",35
0x28836f,Well now! Allow me to introduce myself.,39
0x288397,I'm Soyankekur. As you might have figured\n,43
0x2883c3,"out, I'm the proud father of dear little\n",42
0x2883ee,Atuy here.,10
0x2883f9,"Soyankekur the Mariner. After that, I'd think\n",47
0x288429,"it was a joke, but... he does have the aura\n",45
0x288457,of a general.,13
0x288465,"He's not enormous or anything, but he's lean,\n",47
0x288495,with a lot of muscle. Kinda like Oshtor and\n,45
0x2884c3,Mikazuchi.,10
0x2884ce,And as proof...,15
0x2884de,"She's smiling, but her tail is swaying at the\n",47
0x28850e,same time. She's being cautious... and wary.,44
0x28853b,"Now, you must be Haku. I've heard a lot about\n",47
0x28856b,you from all Atuy's letters.,28
0x288588,"The way I hear it, Atuy relied on you quite a\n",47
0x2885b8,bit while she was staying in the imperial\n,43
0x2885e4,capital.,8
0x2885ed,"Well, I suppose I'd better extend my gratitude\n",48
0x28861e,"in Atuy's stead, aye? Pleasure to finally\n",43
0x28864a,"make your acquaintance, Haku.",29
0x288668,"Uh, likewise...",15
0x288678,I hesitantly take the offered hand as he grins\n,48
0x2886a9,"broadly, showing off his pearly-white teeth.",44
0x2886d6,"He doesn't seem like a bad person, just...\n",44
0x288703,how do I put it... A tad overbearing?,37
0x288729,Now I think I understand why Atuy hasn't talked\n,49
0x28875b,about her family before.,24
0x288774,"Now then, boy... Let's move on to a more\n",42
0x28879f,important topic.,16
0x2887b0,"Soyankekur continues the conversation,\n",40
0x2887d9,my hand still trapped in his.,29
0x2887f7,"What, exactly, is the relationship between\n",44
0x288824,you and my Atuy?,16
0x288835,THAT'S the more important topic!?,33
0x288857,"Oh, me and him? I suppose he's a very special\n",47
0x288887,"person to me, aren't you, love?",31
0x2888a7,"You know, we don't keep secrets from each other.\n",50
0x2888da,Someone I can speak freely with. Like that!,43
0x288906,I guess you could say that. It's more like I\n,46
0x288935,listen to you vent whenever you get rejected...,47
0x288965,"Soyankekur's smile abruptly twists, his face\n",46
0x288994,hardening at his daughter's words.,34
0x2889b7,A...Atuy?,9
0x2889c1,"Ooh, and sometimes we meet up for drinks, and\n",47
0x2889f1,go at it until morning. Just nonstop!,37
0x288a17,"...A-ha. Go at it, eh...?",25
0x288a31,His grip instantly intensifies.,31
0x288a51,...Haku.,8
0x288a5a,Seems like you've been taking more care\n,41
0x288a84,of my daughter than I thought...\n,34
0x288aa7,Heh... heh heh heh...,21
0x288abd,"Um, I think there's been a misunderstanding--",45
0x288aeb,Yeek!,5
0x288af1,"H-Holy crap, how is his hand that strong...!?\n",47
0x288b21,It's like I'm being crushed in a vise...!,41
0x288b4b,"N-No, really! By ""go at it"" she just means\n",44
0x288b78,"we'd DRINK until the morning, it's not like\n",45
0x288ba6,we're--,7
0x288bae,"Now that I think about it, you and Atuy do go\n",47
0x288bde,"out on your own a lot, late at night...",39
0x288c06,"Look, the ambiguous commentary ISN'T HELPING!",45
0x288c34,Another servant.,16
0x288c45,She is a new member that also serves our\n,42
0x288c70,Master.,7
0x288c78,...You disgust me.,18
0x288c8b,"...I see. Let's have a little chat, you and I,\n",48
0x288cbc,and we can talk about everything you've been\n,46
0x288ceb,doing... in excruciating detail.,32
0x288d0c,"Look, I'm telling you, you've got it all wrong!",47
0x288d3c,I look to Atuy for some help.,29
0x288d5a,Hmmm?,5
0x288d60,...She seems totally unaware of where this\n,44
0x288d8d,"conversation's gone, waving back with a cheery\n",48
0x288dbe,smile.,6
0x288dc5,Wha--Are you--Can't you take a hint...!?,40
0x288dee,"Let's you and I take a little walk, aye, Haku?",46
0x288e1d,...Later that day.,18
0x288e30,"With enough explanation and desperation, he\n",45
0x288e5e,finally believes that we were only drinking.,44
0x288e8b,Atuy... But WE'VE never stayed up all night\n,45
0x288eb9,enjoying fine drink and fine banter...,38
0x288ee0,...Although I'm not sure if he's totally\n,42
0x288f0b,convinced yet.,14
0x288f1a,"We arrive at the harbor, with Soyankekur as\n",45
0x288f48,our guide.,10
0x288f53,So? How do you like her? You're looking at my\n,47
0x288f83,pride and joy... my castle.,27
0x288f9f,"He brings us to a massive ship, far beyond the\n",48
0x288fd0,scale of any of the other boats docked there.,45
0x288ffe,It's no metaphor. This ship is practically a\n,46
0x28902d,castle in its own right.,24
0x289046,That thing's huge...,20
0x28905b,"Heh heh. A real beauty, isn't she? Aye, she's\n",47
0x28908b,"my castle, and the finest prize my liege\n",42
0x2890b6,could offer me... The Pororounha!,33
0x2890d8,She and I will see you lot all safely to Tuskur.,48
0x289109,"Huh? Wait, you're coming with us, Papa?",39
0x289131,Naturally! Why wouldn't I handle this\n,39
0x289159,personally?,11
0x289165,It was a favor asked of me by Lord Oshtor\n,43
0x289191,himself.,8
0x28919a,"Come on, it's clear you're only doing this\n",44
0x2891c7,cause Atuy's here...,20
0x2891dc,"I guess it makes sense, though. Atuy's the\n",44
0x289209,princess of Shyahoro. It figures she'd have\n,45
0x289237,escorts.,8
0x289240,"A large number of sailors rush to and fro,\n",44
0x28926d,loading up the ship with crate after crate of\n,47
0x28929d,supplies.,9
0x2892a7,We'll be departing soon...,26
0x2892c2,"Ah, what orderly and swift movements! It's\n",44
0x2892ef,almost refreshing to see such efficient command.,48
0x289320,I suppose you aren't Soyankekur the Mariner for\n,49
0x289352,nothing. My father praised you as a worthy rival.,49
0x289384,Not even Kuon can hide her awe at the expertise\n,49
0x2893b6,of the well-trained sailors. Her gloom seems to\n,49
0x2893e8,have faded.,11
0x2893f4,Should be ready before the sun reaches its\n,44
0x289421,"zenith, I expect. Just a bit longer until\n",43
0x28944d,we set out.,11
0x289459,We're counting on you to get us there in one\n,46
0x289488,piece.,6
0x28948f,"Oh, no worries, chum. You've absolutely nothing\n",49
0x2894c1,to worry about anymore.,23
0x2894d9,"After all, it'll all be SMOOTH SAILING\n",40
0x289502,from here! Get it!? AHAHAHAHAHA!,32
0x289523,"At his dad-joke quality pun, the men around\n",45
0x289551,us all laugh heartily along with him.,37
0x289577,...Ugh...,9
0x289581,"...Anyway, looks like we're about ready to\n",44
0x2895ae,leave port.,11
0x2895ba,"Tuskur, huh...",14
0x2895c9,Munechika... and Maro...\n,26
0x2895e4,Hope they're all right.,23
0x2895fc,Kuon...,7
0x289604,"All right, boys, anchors aweigh!\n",34
0x289627,Cast off!,9
0x289631,Crew,4
0x289636,SIR!,4
0x28963b,A raucous response from the crew erupts as the\n,48
0x28966c,ship is unmoored.,17
0x28967e,"All the sails raise and unfurl, and the ship\n",46
0x2896ad,begins to drift out to sea.,27
0x2896c9,Our destination: Shyahoro!,26
0x2896e4,I climb up a short stairway from the cabin to\n,47
0x289714,reach the top of the deck.,26
0x28972f,"Mysterious. By my calculations, a ship of this\n",48
0x289760,size could never sail as smoothly as this.,42
0x28978b,Not to mention the ship moves without a rowing\n,48
