offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS013.DAT:8:3,AREAS013.DAT,8,3,"[14][80]@""But...I need certain[01]materials if I'm[01]going to make one.""",86,[14][80]
AREAS013.DAT:8:4,AREAS013.DAT,8,4,"[14][01][01]""What do you need?""",31,[14][01]
AREAS013.DAT:8:6,AREAS013.DAT,8,6,"[14][80]@""The only problem is[01]that, as you know,[02]faeries can't be seen[01]by ordinary folk like[01]us!""",128,[14][80]
AREAS013.DAT:8:10,AREAS013.DAT,8,10,"[14][80]@""Ho ho! Well then,[01]that makes things[01]easier, doesn't it?[02]All you have to do[01]now is find some[01]faeries,[02]and bring back a[01][09]N",174,[14][80]
AREAS013.DAT:8:11,AREAS013.DAT,8,11,"[14][80]@""Ho! What's this?""",30,[14][80]
AREAS013.DAT:8:12,AREAS013.DAT,8,12,"[14][80]@""Ho! What's this?""",30,[14][80]
AREAS013.DAT:8:13,AREAS013.DAT,8,13,"[14][80]@""Ho! What's this?""",30,[14][80]
AREAS013.DAT:8:14,AREAS013.DAT,8,14,"[14][80]@""Ho! What's this?""",30,[14][80]
AREAS013.DAT:8:15,AREAS013.DAT,8,15,"[14][80]@""Ho! What's this?""",30,[14][80]
AREAS013.DAT:8:16,AREAS013.DAT,8,16,"[14][80]@""Ho! What's this?""",30,[14][80]
AREAS013.DAT:8:17,AREAS013.DAT,8,17,"[14][80]@""Ho! What's this?""",30,[14][80]
AREAS013.DAT:8:18,AREAS013.DAT,8,18,"[14][80]@""Just look at that[01]color! That shine![02]This is one of the[01]most beautiful[02][09]N",108,[14][80]
AREAS013.DAT:8:19,AREAS013.DAT,8,19,"[14][80]@""Now that I've got[01]this,[02]I can make another[01][09][01][01] for[01]you!""",85,[14][80]
AREAS013.DAT:8:20,AREAS013.DAT,8,20,"[14][80]@""You wait right[01]there![02]I'll have this done[01]in a jiffy!""",82,[14][80]
AREAS013.DAT:8:21,AREAS013.DAT,8,21,"[14][80]@""[0D]Huuuuuunh![0E][0F]",24,[14][80]
AREAS013.DAT:8:22,AREAS013.DAT,8,22,"[14][80]@""Whew![0B] Well, what[01]do you think?[02]I told you it'd be[01]ready in a [05][02]jiffy[06]![02]Not a bad job, if I[01]say so myself! Here[01]you go!""",174,[14][80]
AREAS013.DAT:8:24,AREAS013.DAT,8,24,"""What!?[01]The [09][01][01],[01]a fake!?[02]Ho ho! Believe me,[01]it's real![02]I should know--after[01]all, I made it!""",131,
AREAS013.DAT:8:25,AREAS013.DAT,8,25,"[14][02][01]""Thank you very much,[01]sir.""",43,[14][02]
AREAS013.DAT:8:28,AREAS013.DAT,8,28,"[14][80]@""Fine, suit yourself.[01]Come back if you[01]change your mind.""",85,[14][80]
AREAS013.DAT:8:29,AREAS013.DAT,8,29,"[14][80]@""Ho...Looks like you[01]don't have enough[01]material...[02]Come back later when[01]you get some more.""",132,[14][80]
AREAS013.DAT:8:30,AREAS013.DAT,8,30,"[14][80]@""Ho ho! All right,[01]choose 3 materials to[01]use for the armor.[02]You can choose the[01]same material more[01]than once.""",157,[14][80]
AREAS013.DAT:8:33,AREAS013.DAT,8,33,[05][02]1st Material[06],22,
AREAS013.DAT:8:34,AREAS013.DAT,8,34,[05][02]1st Material[06],22,
AREAS013.DAT:8:35,AREAS013.DAT,8,35,[05][02]1st Material[06],22,
AREAS013.DAT:8:37,AREAS013.DAT,8,37,[05][04]3rd Material[06],22,
