offset,text_source,byte_budget
0x1b12fd,"Gundhurua sits upon his throne, a ferocious\n",45
0x1b132b,grin on his face as he looks upon the Yamatan\n,47
0x1b135b,messenger.,10
0x1b1366,His retainers around the room hold their breath\n,49
0x1b1398,in silence.,11
0x1b13a4,...So? What is it that the Mikado of Yamato\n,45
0x1b13d2,wishes to tell me?,18
0x1b13e5,Yamatan envoy,13
0x1b13f3,"I repeat the words of our great ruler, the Mikado.\n",52
0x1b1428,Listen well.,12
0x1b1435,"Withdraw your forces at once, and leave the land\n",50
0x1b1468,of Yamato.,10
0x1b1473,"If you take such action, my liege will show\n",45
0x1b14a1,mercy to your people.,21
0x1b14b7,Hmph...,7
0x1b14bf,What will be your answer?,25
0x1b14d9,...You have not given me the full message.\n,44
0x1b1506,Tell it in its entirety.,24
0x1b151f,I-I am afraid I do not understand--,35
0x1b1543,Surely the message doesn't end there?\n,39
0x1b156b,I am quite sure... that there is more to it.,44
0x1b1598,Do not be modest. I would hear the thoughts\n,45
0x1b15c6,of the Mikado of Yamato.,24
0x1b15df,Now fulfill your duty as messenger. Tell me all\n,49
0x1b1611,you have to tell. That IS your purpose\n,40
0x1b163a,"here, is it not?",16
0x1b164b,U-Understood... I-I simply... I worry that the\n,48
0x1b167c,contents may... offend. I ask your mercy...,43
0x1b16a8,You need not worry. I would not be so uncivilized\n,51
0x1b16dc,as to publicly display my anger.,32
0x1b16fd,"If you still doubt me, then I shall gladly\n",44
0x1b172a,swear it upon our holy Onkami.,30
0x1b174d,Very well... I shall continue.,30
0x1b176c,"Gundhurua, as proof of your submission, you\n",45
0x1b179a,will... offer your head to us...,32
0x1b17bb,"If you do so, the people of Uzurusha will be\n",46
0x1b17ea,promised peace and prosperity...\n,34
0x1b180d,That is all.,12
0x1b181a,...Those are the words of my liege.,35
0x1b183e,"Gundhurua closes his eyes. For some time,\n",43
0x1b186a,he remains still and quiet.,27
0x1b1886,An icy silence envelops the gathering.,38
0x1b18ad,"The messenger holds his breath anxiously,\n",43
0x1b18d9,standing before the throne.,27
0x1b18f5,Heh... Heh hah hah hah...,25
0x1b190f,"After a while, a low chuckle escapes Gundhurua.",47
0x1b193f,I see... So that is what the Mikado wishes\n,44
0x1b196c,to tell me.,11
0x1b1978,"Y-Yes, sir...",13
0x1b1986,"Hahaha... How amusing... Indeed, I cannot help\n",48
0x1b19b7,but laugh.,10
0x1b19c2,To... To respond to such a proposal with laughter!\n,52
0x1b19f7,"Your benevolence astounds, sir...\n",35
0x1b1a1b,How magnanimous.,16
0x1b1a2c,"I did tell you, did I not? Such a proposal may\n",48
0x1b1a5d,"have made me laugh, but who could be angered\n",46
0x1b1a8c,by it?,6
0x1b1a93,Do you not agree?,17
0x1b1aa5,I am afraid that the opinion of one as low as\n,47
0x1b1ad5,myself would... matter little.,30
0x1b1af4,Are you not amused?,19
0x1b1b08,"...Y-Yes, sir, I am.",20
0x1b1b1d,Indeed? Then laugh.,19
0x1b1b31,It is only natural that one laugh when they\n,45
0x1b1b5f,hear something amusing. So... why do you\n,42
0x1b1b8a,not laugh?,10
0x1b1b95,Ngh...,6
0x1b1b9c,...Or do you not find it amusing?,33
0x1b1bbe,Ah... A-Ahah...,15
0x1b1bce,"Yes. Laugh, laugh!",18
0x1b1be1,Ahahahaha... Hahaha...,22
0x1b1bf8,Very good! More laughter! More!,31
0x1b1c18,Ahahahaha...! Haha... Hahahaha!,31
0x1b1c38,"More, more! Laugh HARDER!",25
0x1b1c52,Ahahahahahah! Hahahahahaha!,27
0x1b1c6e,DO YOU FIND THIS FUNNY!?,24
0x1b1c87,...Hgkh!?,9
0x1b1c91,The messenger's body trembles violently\n,41
0x1b1cbb,for a moment.,13
0x1b1cc9,Huh...?,7
0x1b1cd1,He slowly looks down to see Gundhurua's\n,41
0x1b1cfb,curved blade buried deep within his gut.,40
0x1b1d24,Gah... hah...,13
0x1b1d32,What is wrong...? Do you find it... difficult\n,47
0x1b1d62,to laugh?,9
0x1b1d6c,"Gundhurua grabs the messenger by the collar,\n",46
0x1b1d9b,keeping him upright... his face twisted in a\n,46
0x1b1dca,ghastly sneer.,14
0x1b1dd9,I believe I told you not to be so modest.\n,43
0x1b1e05,"Go on, laugh. Laugh from the depths of your\n",45
0x1b1e33,stomach!,8
0x1b1e3c,Hh... haha... hh...,19
0x1b1e50,"Yes, laugh! LAUGH! Khakakakaka!\n",33
0x1b1e72,Khakakakakaka!,14
0x1b1e81,Hh... hh... hh...,17
0x1b1e93,Khakakakakakaka!\n,18
0x1b1ea6,Khakakakakakaka!,16
0x1b1eb7,The sword plunges into his gut again and again...\n,51
0x1b1eeb,"until his lower body tears, and falls to the\n",46
0x1b1f1a,ground.,7
0x1b1f22,...Hmph. I suppose one can no longer laugh with\n,49
0x1b1f54,no stomach.,11
0x1b1f60,"Gundhurua mutters, as though tired of this\n",44
0x1b1f8d,"exchange, and casually tosses the messenger's\n",47
0x1b1fbd,torso aside.,12
0x1b1fca,"The body hits with a bloody splatter, and blood\n",49
0x1b1ffc,begins to pool around the man's remains.,40
0x1b2025,"Having lost interest, Gundhurua doesn't even\n",46
0x1b2054,waste a second glance on the lifeless meat.,43
0x1b2080,"He surveys his retainers, and roars at the\n",44
0x1b20ad,top of his lungs.,17
0x1b20bf,We will now commence our invasion of Yamato!,44
0x1b20ec,"Show mercy to none. Man, woman, child...\n",42
0x1b2117,Trample down all the people of Yamato.,38
0x1b213e,Yamato is unfit to rule this land. Show them\n,46
0x1b216d,that it is Uzurusha--That I am its rightful\n,45
0x1b219b,ruler!,6
