offset,text_target
0x1b12fd,"Gundhurua está sentado em seu trono, com um sorriso\n"
0x1b132b,feroz no rosto enquanto olha para o mensageiro de Yamato.\n
0x1b135b,mensageiro.
0x1b1366,Seus assessores ao redor prendem a respiração.\n
0x1b1398,em silêncio.
0x1b13a4,...E então? O que é que o Mikado de Yamato\n
0x1b13d2,deseja me contar?
0x1b13e5,enviado de Yamato
0x1b13f3,"Repito as palavras de nosso grande soberano, o Mikado.\n"
0x1b1428,Ouçam bem.
0x1b1435,Retire suas forças imediatamente e deixe as terras\n
0x1b1468,de Yamato.
0x1b1473,"Se assim agir, meu soberano demonstrará\n"
0x1b14a1,clemência ao seu povo.
0x1b14b7,Hmph...
0x1b14bf,Qual será sua resposta?
0x1b14d9,...Você não me deu a mensagem completa.\n
0x1b1506,"Conte tudo, integralmente."
0x1b151f,Eu... eu tenho medo que não entenda--
0x1b1543,A mensagem certamente não termina aí?\n
0x1b156b,Tenho certeza... que há mais do que isto.
0x1b1598,Não seja modesto. Quero ouvir os pensamentos\n
0x1b15c6,do Mikado de Yamato.
0x1b15df,Cumpra seu dever de mensageiro. Diga-me tudo\n
0x1b1611,o que tem a dizer. Esse É o seu propósito.\n
0x1b163a,não é verdade?
0x1b164b,E-Entendido... E-Eu apenas... Temo que o\n
0x1b167c,o conteúdo pode... ofender. Peço sua clemência...
0x1b16a8,Não precisa se preocupar. Não serei tão incivilizado\n
0x1b16dc,a ponto de expor minha cólera publicamente.
0x1b16fd,"Se ainda duvida de mim, terei prazer em\n"
0x1b172a,juro pelo nosso Onkami sagrado.
0x1b174d,Muito bem... continuarei.
0x1b176c,"Gundhurua, como prova de sua submissão, você\n"
0x1b179a,vão... oferecer sua cabeça a nós...
0x1b17bb,"Se assim fizer, o povo de Uzurusha será\n"
0x1b17ea,agraciado com paz e prosperidade...\n
0x1b180d,É tudo.
0x1b181a,...Aquelas são as palavras de meu senhor.
0x1b183e,"Gundhurua fecha os olhos. Por algum tempo,\n"
0x1b186a,ele permanece imóvel e silencioso.
0x1b1886,Um silêncio glacial envolve a multidão.
0x1b18ad,"O mensageiro prende a respiração ansiosamente,\n"
0x1b18d9,em pé diante do trono.
0x1b18f5,Heh... Heh hah hah hah...
0x1b190f,"Após um tempo, uma risada baixa escapa de Gundhurua."
0x1b193f,Entendo... Então é isso que o Mikado deseja.\n
0x1b196c,a me contar.
0x1b1978,"S-Sim, senhor..."
0x1b1986,"Hahaha... Que divertido... De fato, não consigo\n"
0x1b19b7,apenas rir.
0x1b19c2,R-Responder a tal proposta com risadas!\n
0x1b19f7,"Sua benevolência é admirável, senhor...\n"
0x1b1a1b,Que generoso.
0x1b1a2c,"Eu disse, não disse? Uma proposta assim pode\n"
0x1b1a5d,"ter me feito rir, mas quem ficaria irritado\n"
0x1b1a8c,por isto?
0x1b1a93,Não concorda?
0x1b1aa5,Temo que a opinião de alguém tão baixo quanto\n
0x1b1ad5,eu próprio importaria pouco.
0x1b1af4,Não está divertido?
0x1b1b08,"...S-Sim, senhor, estou."
0x1b1b1d,Mesmo? Então ria.
0x1b1b31,É natural que alguém ria quando ouve\n
0x1b1b5f,algo engraçado. Então... por que você\n
0x1b1b8a,não rir?
0x1b1b95,Ngh...
0x1b1b9c,...Ou você não acha engraçado?
0x1b1bbe,Ah... A-Ah ah...
0x1b1bce,"Sim. Ria, ria!"
0x1b1be1,Ahahahaha... Hahaha...
0x1b1bf8,Muito bem! Mais gargalhada! Mais!
0x1b1c18,Ahahahaha...! Haha... Hahahaha!
0x1b1c38,"Mais, mais! Ria MAIS ALTO!"
0x1b1c52,Ahahahahahah! Hahahahahaha!
0x1b1c6e,VOCÊ ACHA ISTO ENGRAÇADO!?
0x1b1c87,...Hgkh!?
0x1b1c91,O corpo do mensageiro treme violentamente.\n
0x1b1cbb,por um instante.
0x1b1cc9,Hein...?
0x1b1cd1,Ele lentamente olha para baixo e vê\n
0x1b1cfb,lâmina curvada enterrada fundo em seu abdômen.
0x1b1d24,Gah... hah...
0x1b1d32,O que foi...? Você acha... difícil\n
0x1b1d62,de rir?
0x1b1d6c,"Gundhurua agarra o mensageiro pela gola,\n"
0x1b1d9b,mantendo-o ereto... rosto contorcido em\n
0x1b1dca,sorriso medonho.
0x1b1dd9,Acho que disse para não ser tão modesto.\n
0x1b1e05,"Vamos, ria. Ria do fundo do seu\n"
0x1b1e33,abdômen!
0x1b1e3c,Hh... haha... hh...
0x1b1e50,"Sim, ria! RIA! Khakakakaka!\n"
0x1b1e72,Khakakakakaka!
0x1b1e81,Hh... hh... hh...
0x1b1e93,Khakakakakakaka!\n
0x1b1ea6,Khakakakakakaka!
0x1b1eb7,A espada mergulha em seu ventre repetidas vezes...\n
0x1b1eeb,até que a parte inferior do corpo se rompe e cai\n
0x1b1f1a,do chão.
0x1b1f22,...Hmph. Acho que não dá mais para rir assim.\n
0x1b1f54,sem estômago.
0x1b1f60,"Gundhurua murmura, como se estivesse cansado disso,\n"
0x1b1f8d,e despreocupadamente arremessa o corpo do mensageiro\n
0x1b1fbd,tronco de lado.
0x1b1fca,"O corpo cai com um respingo de sangue, e o sangue\n"
0x1b1ffc,começa a se acumular em torno dos restos do homem.
0x1b2025,"Sem interesse, Gundhurua nem sequer\n"
0x1b2054,nem lança um segundo olhar à carne inerte.
0x1b2080,Ele percorre os assessores com o olhar e ruge para\n
0x1b20ad,com toda a voz.
0x1b20bf,Vamos começar nossa invasão de Yamato!
0x1b20ec,"Não poupem ninguém. Homem, mulher, criança...\n"
0x1b2117,Pisoteiem todo o povo de Yamato.
0x1b213e,Yamato não tem direito de governar esta terra. Mostre\n
0x1b216d,que é Uzurusha -- Que eu sou seu legítimo\n
0x1b219b,soberano!
