offset,text_target
STR_DIALOGS_CAVE_21_D1_DARKWARRIOR_1,"Quando eu mato, acaba tudo..._500_ só energia fluindo direto para mim._300_ Mas vocês, homenzinhos, são divertidos."
STR_DIALOGS_CAVE_21_D2_DARKWARRIOR_1,Deixam para trás uma casca do que eram e caem no chão._500_ Isso traz memórias...
STR_DIALOGS_CAVE_21_D2_DARKWARRIOR_2,E eu gosto.
STR_DIALOGS_CAVE_21_D3_DARKWARRIOR_1,Não é incrível..._300_ o que conseguimos fazer neste lugar...?
STR_DIALOGS_CAVE_21_D1_SINKA_1,Aqui!
STR_DIALOGS_CAVE_21_D2_SINKA_1,Foi uma boa luta.
STR_DIALOGS_CAVE_21_D2_SINKA_2,Você fez o que aqueles pobres coitados não conseguiram.
STR_DIALOGS_CAVE_21_D3_SINKA_1,Que visão horrível...
STR_DIALOGS_CAVE_21_D4_SINKA_1,"Mas, pra ser honesto, não vim atrás de você só pra elogiá-lo."
STR_DIALOGS_CAVE_21_D4_SINKA_2,Percebi que você está procurando umas gemas que parecem encaixar na porta da entrada.
STR_DIALOGS_CAVE_21_D4_SINKA_3,Aqui.
STR_DIALOGS_CAVE_21_D5_SINKA_1,"Achei antes de você chegar._300_ Meu jogo é roubar tesouro, não proteger. Acho que fica melhor em suas mãos."
STR_DIALOGS_CAVE_21_D5_SINKA_2,A gente devia achar o resto pra ver se aquela porta gigante consegue nos tirar daqui.
STR_DIALOGS_CAVE_21_D5_SINKA_3,Vou indo._300_ Take cuidado.
