offset,text_en,byte_budget
STR_DIALOGS_CAVE_21_D1_DARKWARRIOR_1,"When I kill, it's all over..._500_ just energy flowing directly into me._300_ But you, little men, you are amusing.",115
STR_DIALOGS_CAVE_21_D2_DARKWARRIOR_1,"You leave behind a shell of what you were and fall to the ground._500_
It brings back memories...",97
STR_DIALOGS_CAVE_21_D2_DARKWARRIOR_2,And I like it.,14
STR_DIALOGS_CAVE_21_D3_DARKWARRIOR_1,Isn't it incredible..._300_ what we can do in this place...?,60
STR_DIALOGS_CAVE_21_D1_SINKA_1,Over here!,10
STR_DIALOGS_CAVE_21_D2_SINKA_1,It was a good fight.,20
STR_DIALOGS_CAVE_21_D2_SINKA_2,You did what those poor guys couldn't.,38
STR_DIALOGS_CAVE_21_D3_SINKA_1,What a gruesome sight...,24
STR_DIALOGS_CAVE_21_D4_SINKA_1,"But, to be honest, I didn't come after you just so I could praise you.",70
STR_DIALOGS_CAVE_21_D4_SINKA_2,I noticed that you're looking for some gems that seem to fit in the entrance door.,82
STR_DIALOGS_CAVE_21_D4_SINKA_3,Here.,5
STR_DIALOGS_CAVE_21_D5_SINKA_1,"I found it before you showed up._300_ My game is stealing treasure, not protecting it. I think it'd be better off in your hands.",128
STR_DIALOGS_CAVE_21_D5_SINKA_2,We should find the rest to see if that great door can lead us out of here.,74
STR_DIALOGS_CAVE_21_D5_SINKA_3,I'm off._300_ Be careful.,25
