offset,text_target
AREAD151.DAT:7:0,"[14][C5]@""[04][05]!"""
AREAD151.DAT:7:1,"[14][C5]@""[04][05]!"""
AREAD151.DAT:7:2,"[14][80]@""[04][05]... [02]Para onde ides? Por que [04][05] fora deixado?"""
AREAD151.DAT:7:3,"[14][01][01]""Irmao? Voce ainda consegue se mover?"""
AREAD151.DAT:7:4,"[14][C5]@""Assim parece."""
AREAD151.DAT:7:5,"[14][01][01]""Eis a armadura em que estava preso, ves? [02]Parte de mim... Meu poder deve ter se transferido para ela, [02]permitindo que se mova e fale por si."""
AREAD151.DAT:7:6,"[14][82]B""Hee hee... Heh heh. [02]Fico triste com o fato de vos terdes partido, [04][05]."""
AREAD151.DAT:7:7,"[14][01][01]""Opa? Nao podia estar melhor agora que sai de la. [02]Bom livramento, digo eu!"""
AREAD151.DAT:7:9,"[14][01][01]""Tá de brincadeira!? [02]Quer que eu entre de novo naquela lata de sardinha!? [02]Esquece!"""
AREAD151.DAT:7:10,"[14][01][01]""Voce...Pode ficar ai mesmo. [02]Voce e uma armadura --comece a agir como tal!"""
AREAD151.DAT:7:11,"[14][C5]@""Isto significa que [04][05] ja nao me necessita?"""
AREAD151.DAT:7:12,"[14][03][03]""Hã? [0B]Ummm... Bem..."""
AREAD151.DAT:7:13,"[14][82]B""Entendo. [01]Hee hee hee hee! [01]Ha ha ha ha ha! [02]... [0B]... [0B] [02]Parece que nao era o momento apropriado para rir."""
AREAD151.DAT:7:14,"[14][C5]@""[04][01]... [02]O que devo fazer para agir como uma armadura?"""
AREAD151.DAT:7:15,"[14][03][03]""Hm... [0B]Bem... Deixa eu ver... [02]"""
AREAD151.DAT:7:17,"[14][01][01]""Certo, se esta decidido, entao vamos [02]direto ao santuario."""
AREAD151.DAT:7:18,"[14][C5]@""Entendido. [04][05] [01]retornara a aldeia."""
AREAD151.DAT:7:21,"[14][05][04]""Capitao [04][04]!"""
AREAD151.DAT:7:22,"[14][06][03]""[04][05]...!?"""
AREAD151.DAT:7:23,"[14][02][02]""A aldeia sofreu um ataque de Tropas Imperiais."""
AREAD151.DAT:7:24,"[14][07][05]""Como!? [02]Nunca dei tal ordem!"""
AREAD151.DAT:7:25,"[14][08][06]""E verdade! [02]Todos os viram vindo e fugiram antes que chegassem na aldeia... [02]Todos exceto... [0B][01]Exceto a Abadessa!"""
AREAD151.DAT:7:27,"[14][01][01]""Ainda consegue se mover? [02]Pensei que teria ficado sem energia ate agora..."""
AREAD151.DAT:7:29,"[14][01][01]""Que tolo... O que voce estava tentando provar?"""
AREAD151.DAT:7:31,"[14][02][02]""Heh heh heh [0B]heh... [01]E este... [0B]o momento certo... [0B] [02]para rir? [01]Heh heh... [0B]heh... [0B]"""
AREAD151.DAT:7:32,"[14][01][01]""Toda energia restante dele acabou. [02]Virou de novo apenas uma armadura comum."""
AREAD151.DAT:7:33,"[14][08][06]""Ele tentou me proteger ...Lutou com os soldados... [02]Usou toda sua energia tentando me ajudar!"""
AREAD151.DAT:7:34,"[14][01][01]""Por que se importa? E apenas armadura. [02]Ele nao estava vivo desde o comeco."""
AREAD151.DAT:7:35,"[14][08][06]""Nao importa se esta vivo ou nao. [02]Ele ainda lutou para me salvar. [02]Merece ser honrado --pode ser uma armadura, [02]mas e mais humano que alguns!"""
