offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD151.DAT:7:0,AREAD151.DAT,7,0,"[14][C5]@""[04][05]!""",12,[14][C5]
AREAD151.DAT:7:1,AREAD151.DAT,7,1,"[14][C5]@""[04][05]!""",12,[14][C5]
AREAD151.DAT:7:2,AREAD151.DAT,7,2,"[14][80]@""[04][05]...[02]Where are you going?[01]Why are you leaving[01][04][05] behind?""",87,[14][80]
AREAD151.DAT:7:3,AREAD151.DAT,7,3,"[14][01][01]""Oh brother...You[01]mean you can still[01]move?""",65,[14][01]
AREAD151.DAT:7:4,AREAD151.DAT,7,4,"[14][C5]@""It would appear so.""",34,[14][C5]
AREAD151.DAT:7:5,AREAD151.DAT,7,5,"[14][01][01]""This is the armor[01]I was trapped in,[01]see?[02]Some of me...My[01]power must have[01]rubbed off on it,[02]enabling it to move[01]and talk by itself.""",190,[14][01]
AREAD151.DAT:7:6,AREAD151.DAT,7,6,"[14][82]B""Hee hee...Heh heh.[02]I am saddened by the[01]fact that you have[01]left, [04][05].""",103,[14][82]
AREAD151.DAT:7:7,AREAD151.DAT,7,7,"[14][01][01]""Oh yeah? I couldn't[01]be happier now that[01]I'm out of there.[02]Good riddance, I[01]say!""",118,[14][01]
AREAD151.DAT:7:9,AREAD151.DAT,7,9,"[14][01][01]""Are you kidding!?[02]You want me to get[01]back inside that[01]tin can!?[02]Forget it!""",111,[14][01]
AREAD151.DAT:7:10,AREAD151.DAT,7,10,"[14][01][01]""You...You can just[01]stay where you are.[02]You're a suit of[01]armor--start acting[01]like one!""",126,[14][01]
AREAD151.DAT:7:11,AREAD151.DAT,7,11,"[14][C5]@""Does this mean[01]you no longer[01]need [04][05]?""",59,[14][C5]
AREAD151.DAT:7:12,AREAD151.DAT,7,12,"[14][03][03]""Huh?[0B] Ummm...[01]Well...""",37,[14][03]
AREAD151.DAT:7:13,AREAD151.DAT,7,13,"[14][82]B""I see.[01]Heh heh heh heh![01]Ha ha ha ha ha![02]...[0B]...[0B][02]It would appear that[01]was an inappropriate[01]time to laugh.""",155,[14][82]
AREAD151.DAT:7:14,AREAD151.DAT,7,14,"[14][C5]@""[04][01]...[02]What should I do in[01]order to act like a[01]suit of armor?""",92,[14][C5]
AREAD151.DAT:7:15,AREAD151.DAT,7,15,"[14][03][03]""Um...[0B]Well...Let[01]me see...[02][14]A",47,[14][03]
AREAD151.DAT:7:17,AREAD151.DAT,7,17,"[14][01][01]""All right, if that's[01]settled then, let's[02]get a move on to the[01]shrine.""",104,[14][01]
AREAD151.DAT:7:18,AREAD151.DAT,7,18,"[14][C5]@""Understood. [04][05][01]will return to the[01]village.""",66,[14][C5]
AREAD151.DAT:7:21,AREAD151.DAT,7,21,"[14][05][04]""Captain [04][04]!""",23,[14][05]
AREAD151.DAT:7:22,AREAD151.DAT,7,22,"[14][06][03]""[04][05]...!?""",17,[14][06]
AREAD151.DAT:7:23,AREAD151.DAT,7,23,"[14][02][02]""The village was[01]attacked by Imperial[01]Troops.""",69,[14][02]
AREAD151.DAT:7:24,AREAD151.DAT,7,24,"[14][07][05]""What!?[02]I gave no such[01]order!""",47,[14][07]
AREAD151.DAT:7:25,AREAD151.DAT,7,25,"[14][08][06]""It's true![02]Everyone saw them[01]coming and ran away[02]before they made it[01]to the village...[02]Everyone except...[0B][01]Except the Abbess!""",183,[14][08]
AREAD151.DAT:7:27,AREAD151.DAT,7,27,"[14][01][01]""You're still able to[01]move?[02]I thought you[01]would've run out[01]of energy by now...""",115,[14][01]
AREAD151.DAT:7:29,AREAD151.DAT,7,29,"[14][01][01]""You fool...What were[01]you trying to prove?""",65,[14][01]
AREAD151.DAT:7:31,AREAD151.DAT,7,31,"[14][02][02]""Heh heh heh[0B] heh...[01]Is this...[0B]the[01]correct time...[0B][02]to laugh?[01]Heh heh...[0B]heh...[0B]""",119,[14][02]
AREAD151.DAT:7:32,AREAD151.DAT,7,32,"[14][01][01]""All his remaining[01]energy is gone.[02]He's gone back to[01]being just a plain[01]suit of armor.""",126,[14][01]
AREAD151.DAT:7:33,AREAD151.DAT,7,33,"[14][08][06]""He tried to protect[01]me...He fought with[01]the soldiers...[02]He used up all his[01]energy trying to[01]help me!""",148,[14][08]
AREAD151.DAT:7:34,AREAD151.DAT,7,34,"[14][01][01]""What are you so[01]upset about? It's[01]just armor.[02]He wasn't alive to[01]begin with.""",114,[14][01]
AREAD151.DAT:7:35,AREAD151.DAT,7,35,"""It doesn't matter if[01]he's alive or not.[02]He still fought to[01]save me.[02]He deserves to be[01]honored--he may be[01]a suit of armor,[02]but he's more human[01]than some!""",216,
