offset,text_target
0x2ae6ea,...Inimigo contido.
0x2ae6fc,Respiração e batimentos estáveis.\n
0x2ae720,Estão incapacitados.
0x2ae738,Estão bem...
0x2ae748,Então é isso lutar contra soldados de Tuskur...\n
0x2ae776,São bem treinados.
0x2ae794,"Todos seguiram minhas ordens de não matar ninguém,\n"
0x2ae7c5,mas não podemos continuar nos segurando assim.
0x2ae7f2,"Se tivéssemos cometido um erro sequer, provavelmente\n"
0x2ae81f,teria sido a morte...
0x2ae839,Nada mal. Parece que o vento está mudando a nosso\n
0x2ae86a,favora.
0x2ae871,Certo. Vamos fazer exatamente como planejamos.\n
0x2ae8a2,"Pronto, Jachdwalt?"
0x2ae8b4,"Claro. Se você está me confiando isso,\n"
0x2ae8e3,o mínimo que posso fazer é não decepcionar.
0x2ae909,"Haku, precisamos nos apressar. Não nos sobra muito\n"
0x2ae937,tempo.
0x2ae942,"Kuon, sei que não podemos enrolar, mas acho\n"
0x2ae970,que você está ansiosa demais com isso.
0x2ae99d,Haku... todos vocês. Nenhum de vocês\n
0x2ae9cc,está me entendendo.
0x2ae9de,Entender o quê?
0x2ae9ef,"Estou preocupada com meu país, sim, mas estou muito\n"
0x2aea20,mais preocupada com todos vocês.
0x2aea3f,O que você quer dizer com muito MAIS preocupada...?
0x2aea6b,"Haku, você realmente acha que Yamato pode vencer\n"
0x2aea9b,essa?
0x2aeaa0,Hein? Bom... As coisas não estão fáceis\n
0x2aeacf,"agora, talvez, mas acho que eles conseguem superar.\n"
0x2aeb00,apagar.
0x2aeb05,"Tenho quase certeza de que Yamato não vai ""virar\n"
0x2aeb36,"nada."""
0x2aeb3c,...Hein?
0x2aeb44,"Na verdade, tenho certeza de que Yamato vai\n"
0x2aeb73,perder essa guerra.
0x2aeb82,D-Querida irmã...?
0x2aeb94,Espera. O que você quer dizer com certeza?\n
0x2aebc1,"Eles têm a Munechika, né? A\n"
0x2aebec,Akuruturuka?
0x2aebf9,"Claro que Tuskur é uma força a se respeitar,\n"
0x2aec28,mas não descartaria Yamato ainda.
0x2aec52,"Tenho certeza que você notou, Haku. O exército de Tuskur\n"
0x2aec83,poderia aniquilar o de Yamato se quisesse.
0x2aecb0,Mas Tuskur tem se contido na hora de avançar\n
0x2aecdf,com tudo.
0x2aecea,Isso...
0x2aecf4,Ela tem razão. Mesmo com as forças de Yamato isoladas\n
0x2aed26,"e enfraquecidas, não fizeram um ataque concentrado.\n"
0x2aed59,ainda.
0x2aed5e,"Se realmente pretendessem avançar,\n"
0x2aed8f,tinham chance de tomar aquela fortaleza...
0x2aedba,Mas o mesmo não se aplica aos\n
0x2aede8,Yamatans? Se tivessem sua força total...
0x2aee15,"Não é isso, Haku. Não é que Yamato não estava\n"
0x2aee48,lutando com todo o seu potencial — estava sendo\n
0x2aee7a,IMPEDIDO.
0x2aee83,Ninguém no exército de Yamato percebeu como estavam\n
0x2aeeb5,lentamente apertando o laço em volta do próprio pescoço.
0x2aeee4,"Desgastando as fileiras, mantendo viva a falsa\n"
0x2aef16,esperança de vitória até o ponto sem retorno...
0x2aef46,É uma tática em que certo mononofu de Tuskur\n
0x2aef78,se destaca.
0x2aef83,E se eu tivesse que adivinhar... diria que essa pessoa\n
0x2aefb5,está aqui. Agora.
0x2aefc6,"""Essa pessoa""?"
0x2aefd5,SOLDADO
0x2aefdd,"Senhora Munechika, não recebemos nenhum aviso de\n"
0x2af009,movimentação das forças do Senhor Dekopompo.
0x2af030,...Não importa. Não pretendia contar com\n
0x2af061,ele nesse plano de qualquer forma.
0x2af07c,Toque de retirada. Vamos recuar e reagrupar\n
0x2af0af,fora do alcance deles.
0x2af0c7,Entendido!
0x2af0d3,Meus soldados são altamente experientes nas artes\n
0x2af104,"da guerra, e mesmo assim essa fortaleza me escapa..."
0x2af135,Devo admitir que subestimei a\n
0x2af161,força do inimigo.
0x2af173,E esse nó de mau pressentimento no meu peito...
0x2af19e,Temo que estejamos nos afundando\n
0x2af1cd,demais.
0x2af1d7,"Tenha cuidado, Senhor Haku. Pode ser que\n"
0x2af206,já estejamos--
0x2af217,"Senhora Munechika, os portões!"
0x2af232,Hum?
0x2af236,Os portões... Estão lançando uma\n
0x2af25a,contraofensiva? Mas isso sacrifica a vantagem deles...\n
0x2af288,vantagem...
0x2af295,Seriam tão arrogantes a ponto de abrir mão do terreno\n
0x2af2c4,"elevado, ou...? Não. Não é isso."
0x2af2f0,"...Entendo. Finalmente nos encontramos, você e eu."
0x2af316,"Quando a oportunidade perfeita chegar, ele vai\n"
0x2af344,se mostrar no campo de batalha--
0x2af366,"Que ironia. No momento em que menos quero enfrentá-lo,\n"
0x2af398,o homem que esperava finalmente aparece.
0x2af3c7,Kuon & Munechika
0x2af3d8,"O Mestre de Guerra de Tuskur, Benawi!"
0x2af3f9,O Mestre de Guerra de Tuskur...?
0x2af415,O lugar-tenente de Benawi provavelmente está no campo\n
0x2af445,também. Ele anseia por batalha acima de tud--
0x2af46a,"Nossa. Demorou pra aparecer,\n"
0x2af496,não foi?
0x2af4a4,"Merda, ainda tinha inimigos por aqui--"
0x2af4cc,E eu aqui esperando com toda paciência por vocês\n
0x2af4fc,tentarem recuperar os suprimentos roubados...
0x2af527,Isso... não pode ser...
0x2af539,"Mas cara, VOAR assim? Nem o chefe estava\n"
0x2af565,esperando por isso.
0x2af579,"Esse cara... Todos, recuem. Isso\n"
0x2af5a4,pode ficar feio rápido.
0x2af5bf,Hein? O que você quer dizer com feio?
0x2af5dc,Ooooh...
0x2af5e4,"Ora, ora! Quem diria!"
0x2af60e,Achei que você estava aprontando do outro lado do\n
0x2af641,mar. O que te trouxe de volta por aqui...
0x2af663,...milady?
0x2af66f,Kurou...
0x2af678,"Querida irmã, aquele é..."
0x2af690,Espera... esse cara conhece a Kuon?
0x2af6ac,"Não, não foca nisso. Ele disse outra coisa.\n"
0x2af6df,Algo sobre esperar um ataque da nossa parte?
0x2af70c,Blade_Center
0x2af71a,Blade_Dummy1
0x2af727,E ainda confraternizando com o inimigo! Será que alguém\n
0x2af75a,está na fase rebelde?
0x2af77e,"Ah, como o tempo voa..."
0x2af798,Kurou... Eu...
0x2af7a6,"Vamos, não faça essa cara. Você sabe como\n"
0x2af7d6,"é. Você já sabe de tudo, né?"
0x2af803,Todo mundo passa por isso quando é jovem.
0x2af82c,"Ah, eu sei. Será que você está encarando isso\n"
0x2af85e,como sua grande traição? Derrubando tudo?
0x2af88b,"Heh. Mas não é bem assim, né?"
0x2af8b7,Como se um filhote fazendo alarde fosse\n
0x2af8e6,"machucar alguém. Uma mordidinhanosno tornozelo,\n"
0x2af913,nada mais.
0x2af921,Q--
0x2af926,Suponho que seja seu direito como jovem ver o\n
0x2af958,"mundo como quiser. Vá em frente, filhote. Raiva!"
0x2af985,"Kurou, é isso que você pensa? Que estou tratando\n"
0x2af9b8,tudo isso como um jogo de criança?
0x2af9d5,Não é?
0x2af9df,...Ngh.
0x2af9e8,Você tem ALGUMA ideia de quanto sofri com\n
0x2afa16,tudo isso?
0x2afa20,E você tem coragem de chamar de jogo...?
0x2afa4c,Senhora Kuon...
0x2afa59,"Ahahahaha! ""Sofri"", foi? Uma coisinha tão\n"
0x2afa8a,pequena foi o suficiente para abalar a sua\n
0x2afabb,decisão?
0x2afac2,Nesse caso--
0x2afad1,Iiep!
0x2afad6,"Nekone, fique atrás de mim--"
0x2afaef,"Acho que a sua determinação está um pouco fraca,\n"
0x2afb1b,"não concorda, minha senhora?"
0x2afb38,Nada como a determinação que se precisa\n
0x2afb64,para estar no campo de batalha!
0x2afb81,"Não importa quem seja, se estiver contra\n"
0x2afbb1,você no campo — corte-o e\n
0x2afbdb,avance!
0x2afbe5,Mesmo que seja seu compatriota. Seu amado\n
0x2afc11,parente. Até seu filho!
0x2afc2a,Mesmo que essa pessoa seja o amado tesouro\n
0x2afc5b,do seu senhor jurado--
0x2afc6e,Corte-o!
0x2afc81,ISSO é o que significa ter determinação!
0x2afca7,Prefiro que não imponha seus\n
0x2afcd3,distorcidos em mim.
0x2afce8,Q-Querida irmã... Esse homem é...
0x2afd08,"Tudo bem, Nekone. Vou te proteger."
0x2afd38,Cocopo...\n
0x2afd44,Cocopo?
0x2afd4c,Por que a surpresa? É isso que significa estar\n
0x2afd7f,em lados opostos numa guerra.
0x2afd9b,"Se vieram só pra conversar, tudo bem.\n"
0x2afdcc,"Caso contrário, dificilmente posso deixar vocês\n"
0x2afdfb,"irem assim, né?"
0x2afe07,Especialmente se querem brincar com os\n
0x2afe31,"adultos. Ou isso é tudo um jogo, afinal?"
0x2afe5d,"Se for esse o caso, posso fechar os olhos\n"
0x2afe8c,"e fingir que não vi nada, se\n"
0x2afeb7,quiserem.
0x2afec4,"Então, o que vai ser?"
0x2afedf,"Se voltarmos agora, ele vai nos deixar ir..."
0x2aff11,Que gentil da parte dele... Seu condescendente.\n
0x2aff42,Não chegamos até aqui para desistir agora.
0x2aff6d,"Mesmo assim, ele parece diferente dos que\n"
0x2aff9f,lutar...
0x2affa9,A Kuon ficou na defensiva desde que ele apareceu.\n
0x2affd3,Ele definitivamente não é um soldado comum.
0x2afffc,Sem falar no quanto ela estava ansiosa... Ela\n
0x2b002d,estava com medo de topar com esse cara.
0x2b0057,O que fazer? Arriscar ou\n
0x2b0085,recuar?
0x2b008b,O que houve? Se não estão com\n
0x2b00b3,"vontade de decidir, posso agilizar as coisas\n"
0x2b00e1,para você.
0x2b00ea,Ahaha... Hehe hehe...
0x2b0102,Ahahaha... AHAHAHAHA--!!
0x2b011b,"Merda. Merda! Atuy, PARA!"
0x2b0133,Opa.
0x2b014c,Aha!
0x2b0151,C-Cocopo!?
0x2b015c,Vocês dois! Comigo!
0x2b0172,"Hop, hop, e...hop--"
0x2b0188,"Ngh. Certo, se é assim que querem jogar\n"
0x2b01ba,--
0x2b01bf,Q-Quê!?
0x2b01c6,Nada mal. Nada mal de jeito nenhum. Chegaram BEM perto.
0x2b01f4,Toma! Pode ficar com isso de volta.
0x2b0212,Ai!
0x2b0217,E com isso também!
0x2b0227,Ah!
0x2b022b,Hehe...
0x2b0236,"Nossa, você é uma gracinha feroz, né?"
0x2b025e,Droga... Dane-se. Vamos abrir passagem à força!\n
0x2b028e,Jachdwalt!
0x2b0299,"Aqui, chefe."
0x2b02a5,"Uruuru, Saraana. Fiquem em guarda."
0x2b02cb,Entendido.
0x2b02d9,Kuon--
0x2b02e0,...Eu... estou bem. Já tomei minha decisão.
0x2b0312,Oho?
0x2b0317,"Você, rapaz. Você é...?\n"
0x2b032e,"Ahaha, entendo."
0x2b033c,Isso fica cada vez melhor!
0x2b0719,Soldados de Tuskur & Uzurushan
0x2b0735,Sejam bem-vindos ao Torneio dos\n
0x2b0766,Bravos!
0x2b076f,soldado Uzurushan
0x2b0781,Sou o guerreiro mais bravo de toda Uzurusha!
0x2b07ae,Soldado de Tuskur
0x2b07bd,E eu sou o guerreiro mais bravo de todo Tuskur!
0x2b07ec,Você é o homem que aguardamos? O que chamam de\n
0x2b081a,o guerreiro mais bravo de todo Yamato!?
0x2b0841,Entendo. Então como companheiros bravos guerreiros...
0x2b0869,Soldado de Tuskur & Uzurushan
0x2b0884,Lutemos para ver quem é o mais bravo de TODOS\n
0x2b08b4,todos!
0x2b08be,Vamos lá!
0x2b08cb,Pela glória!
0x2b08d6,Que a batalha comece!
0x2b08e9,HUZZAH!!
0x2b08f2,"Caramba, esses caras são insistentes. Bem... pelo menos\n"
0x2b0920,essa é bem direta. Pode valer.
0x2b0951,Tá bom! Vamos lá!
0x2b0a81,Soldado de Tuskur
0x2b0a90,Argh... Me rendo! Devo admitir que você\n
0x2b0abd,é o guerreiro superior!
0x2b0ad6,soldado Uzurushan
0x2b0ae8,Você é verdadeiramente o mais bravo dos bravos!
0x2b0b15,Declaro-te o soberano supremo!
0x2b0b37,Eis o nosso soberano supremo!
0x2b0b5a,Soldados de Tuskur & Uzurushan
0x2b0b76,Soberano supremo! Soberano supremo!
0x2b0b9c,Ugh... Não acredito que achei esse nome\n
0x2b0bc9,"legal, mesmo que por um segundo..."
0x2b0d99,Ngh... Não posso... deixar acabar assim...
0x2b0dbe,"É isso que vale a sua determinação,\n"
0x2b0dea,milady?
