offset,text_source,byte_budget
0x290375,All right! Drop anchor!,23
0x29038d,Crew,4
0x290392,YES SIR!,8
0x29039b,After days of rocking back and forth on the\n,45
0x2903c9,"water, the ship coasts up to the shore of\n",43
0x2903f5,Tuskur.,7
0x2903fd,"Mmmm! This wind, this scent... We're finally\n",46
0x29042c,here.,5
0x290432,This is Tuskur...,17
0x290444,"By all appearances, the botanical variance and\n",48
0x290475,geological formation seem quite similar to\n,44
0x2904a2,Yamato's.,9
0x2904ac,"Well, it may be a foreign land across the sea,\n",48
0x2904dd,"but it's still just a place where folks live,\n",47
0x29050d,yeah?,5
0x290513,Honored passengers! We'll be handling all your\n,48
0x290544,"luggage. Please, go on ashore.",30
0x290563,"Oh... Very good, then.",22
0x29057a,"Welp, might as well leave the heavy lifting\n",45
0x2905a8,"to these guys. Let's head down, shall we?",41
0x2905d2,"Oh, land! Sweet, blessed, glorious LAND!\n",42
0x2905fd,"I give thanks that I have set foot upon you,\n",46
0x29062c,into your stable embrace once more!,35
0x290650,"Oh, it feels so good! Two feet on sturdy ground!\n",50
0x290683,This scent! This feel! People BELONG on land!,45
0x2906b1,Nosuri appears so glad to reach shore that she\n,48
0x2906e2,"falls to the ground, rubbing her face against it\n",50
0x290715,happily.,8
0x29071e,"Seems a bit much, but it makes sense. She spent\n",49
0x290750,most of the voyage green with seasickness.,42
0x29077b,"I get what you mean, yeah? Didn't think I'd be\n",48
0x2907ac,so glad to stand on somethin' that ain't movin'.,48
0x2907dd,Is that how it is? I tend to feel more\n,40
0x290806,comfortable aboard the ship than on land.,41
0x290830,"Well, you did spend a lot of your childhood on\n",48
0x290861,"a ship, didn't you?",19
0x290875,Give me land over the ocean any day.\n,38
0x29089c,Definitely land...,18
0x2908af,"So, this is the base of operations for the Tuskur\n",51
0x2908e3,invasion...,11
0x2908ef,I never thought I'd see a port in a place like\n,48
0x290920,this...,7
0x290928,We look around to see other Yamatan ships\n,43
0x290954,besides ours moored in the area.,32
0x290975,"On the shore, there are small supply sheds and\n",48
0x2909a6,"barracks areas, and troops stationed for\n",42
0x2909d1,defense.,8
0x2909da,...How's the unloading?,23
