offset,text_source,byte_budget
0x2c4ebd,The Mikado's body has been laid out in state\n,46
0x2c4eec,in the audience chamber.,24
0x2c4f05,"Around his casket, mourners have left flowers,\n",48
0x2c4f36,expressing their grief at their lord's death...,47
0x2c4f66,A proper funeral ceremony will be held when the\n,49
0x2c4f98,generals abroad in Tuskur return to the capital.,48
0x2c4fc9,Hic... *sob*... Father...,25
0x2c4fe3,"Anju leans on the casket, sobbing openly and\n",46
0x2c5012,inconsolably.,13
0x2c5020,"B-But--I spoke to you i-in the morning, and\n",45
0x2c504e,"you were just f-fine, and...",28
0x2c506b,"Y-You patted my head, and... smiled at me like\n",48
0x2c509c,you always do...,16
0x2c50ad,Why? Why...?,12
0x2c50ba,Unh... Uaaah!!,14
0x2c50c9,Various retainers and ladies of the court look\n,48
0x2c50fa,"on in sorrow, heads bowed.",26
0x2c5115,Your Highness. We should return.,32
0x2c5136,"Oshtor gently helps Anju to her feet, and\n",43
0x2c5162,"finally, the princess takes a step back from\n",46
0x2c5191,the casket.,11
0x2c519d,Unh...,6
0x2c51a4,"Anju looks up at Oshtor, eyes full of tears.",44
0x2c51d1,Oshtor... Wh-What is to become of me...?,40
0x2c51fa,"Without... Without Father, I...",31
0x2c521a,"Oshtor kneels down before Anju, putting himself\n",49
0x2c524c,on eye-level with her.,22
0x2c5263,Nnh...?,7
0x2c526b,"What you must do, Your Highness, is to live as\n",48
0x2c529c,your father wanted. To guide the people he left\n,49
0x2c52ce,you.,4
0x2c52d3,"Now, dry your tears. My liege would surely laugh\n",50
0x2c5306,to see you in such a sorry state.,33
0x2c5328,I-I cannot... S-Such a thing is... far beyond\n,47
0x2c5358,me...,5
0x2c535e,I th-thought I wouldn't succeed him f-for a\n,45
0x2c538c,"long time, yet.",15
0x2c539c,"I know naught of... g-governance, nor war,\n",44
0x2c53c9,n-nor...,8
0x2c53d2,I cannot. I can't. It's just i-impossible...,44
0x2c53ff,Your Highness...,16
0x2c5410,"As the two of them speak, a pair of eyes from\n",47
0x2c5440,a nearby hallway settles upon them.,35
0x2c5464,Vurai--,7
0x2c546c,"A mononofu known as the Vanguard, one of the\n",46
0x2c549b,Eight Pillars. A man who prides himself on\n,44
0x2c54c8,his strength.,13
0x2c54d6,His ordinarily stony face wears an expression\n,47
0x2c5506,of anger and disgust.,21
0x2c551c,What is that...thing?,21
0x2c5532,"That whelp, weeping and mewling into Oshtor's\n",47
0x2c5562,"arms, careless of who sees her...",33
0x2c5584,It is the way of things that an imperial scion\n,48
0x2c55b5,should inherit the throne.,26
0x2c55d0,"But a whimpering babe, unable to contain\n",42
0x2c55fb,herself?,8
0x2c5604,"THIS is who I am to call my divine liege,\n",43
0x2c5630,my Mikado?,10
0x2c563b,"I care not whether she's a girl or an old woman,\n",50
0x2c566e,so long as she is someone worth pledging my soul\n,50
0x2c56a1,to.,3
0x2c56a5,"But it is not this helpless, weeping child.",43
0x2c56d1,What are you doing? Stand up.,29
0x2c56ef,Stand and rule. Command us to assemble and\n,44
0x2c571c,kneel before you.,17
0x2c572e,"If you are unable to do even that much, I...",44
0x2c575b,"Vurai grits his teeth tightly, watching on.",43
0x2c5787,And Oshtor.,11
0x2c5793,It seems the child has taken a great liking\n,45
0x2c57c1,to you.,7
0x2c57c9,"Should she succeed my liege, your place in her\n",48
0x2c57fa,court is surely secure hereafter.,33
0x2c581c,You'll be free to pander to her all you like.\n,47
0x2c584c,"I, however...",13
0x2c585a,"Vurai clenches his fists, grinding them\n",41
0x2c5884,together.,9
0x2c588e,Let it be known that Vurai will never sway before\n,51
0x2c58c2,one who licks the shoes of a pretender empress.,47
0x2c58f2,Yatanawarabe Shyasurika,23
0x2c590a,"Lord Woshis, the Mikado's autopsy is complete.",46
0x2c5939,I see. Thank you for informing me.,34
0x2c595c,...Hm?,6
0x2c5963,Vurai turns toward the source of whispering to\n,48
0x2c5994,find Woshis and one of his Yatanawarabe\n,41
0x2c59be,conversing.,11
0x2c59ca,"They both keep their voices low, speaking behind\n",50
0x2c59fd,a pillar to avoid attracting attention.,39
0x2c5a25,And? Have they found anything?,30
0x2c5a44,Yes... I'm afraid so. Our liege's death was\n,45
0x2c5a72,a product of poisoning.,23
0x2c5a8a,Poison... I see.,16
0x2c5a9f,Traces of an identical toxin were found in our\n,48
0x2c5ad0,liege's last meal. This is undoubtedly what\n,45
0x2c5afe,ended him.,10
0x2c5b09,But how? The ingredients of his meals are\n,43
0x2c5b35,"screened, tested multiple times, tasted...",42
0x2c5b60,Nobody could slip something into his food\n,43
0x2c5b8c,without someone noti--,22
0x2c5ba3,"Woshis abruptly cuts himself off, looking up\n",46
0x2c5bd2,with eyes wide in shock.,24
0x2c5beb,Lady Honoka. Where is Lady Honoka right now?,44
0x2c5c18,Yatanawarabe Liveruni,21
0x2c5c2e,W-Well...,9
0x2c5c38,We've been searching for her with all the\n,43
0x2c5c64,"manpower we can spare... To no avail, so far.",45
0x2c5c92,What?,5
0x2c5c98,That cannot possibly... Lady Honoka is the\n,44
0x2c5cc5,last person who would...,24
0x2c5cde,"This, ah... This is difficult for me to say...",46
0x2c5d0d,But I have heard reports of Lady Honoka and\n,45
0x2c5d3b,Lord Oshtor speaking in secret in recent\n,42
0x2c5d66,weeks.,6
0x2c5d6d,Lord Oshtor!?,13
0x2c5d7b,"It is unlikely, but perhaps Lady Honoka and\n",45
0x2c5da9,Lord Oshtor conspired to a--,28
0x2c5dc6,Hold your tongue. Speak not such accusations\n,46
0x2c5df5,without evidence.,17
0x2c5e07,M-My deepest apologies.,23
0x2c5e1f,Yatanawarabe Ravieh,19
0x2c5e33,Lord Woshis. Please look at this...,35
0x2c5e57,"And ""this"" is what, exactly?",28
0x2c5e74,"W-With these findings in mind, I took the\n",43
0x2c5ea0,liberty of searching Lord Oshtor's chambers...,46
0x2c5ecf,The Yatanawarabe holds up a small piece of\n,44
0x2c5efc,folded paper...,15
0x2c5f0c,"Nestled within the fold, a small amount of\n",44
0x2c5f39,whitish powder catches the light.,33
