offset,text_en,byte_budget
CH2_CREW_TEXT_00,"Rome, the eternal city... I can't wait to explore your seven hills!",67
CH2_CREW_TEXT_01,"Life is a cabaret, old chum. Come to the cabaret!",49
CH2_CREW_TEXT_02,"Ella... you're so ""bella""! Oh, I'm such a Roman poet, aren't I?",63
CH2_CREW_TEXT_03,"It's good to be back cruising on the ""Love Boat""!",49
CH2_CREW_TEXT_04,I've found my fair lady. Ella... you put the spark back in my heart!,68
CH2_CREW_TEXT_05,"If work isn't fun, you're not playing on the right team!",56
CH2_CREW_TEXT_06,Can't wait to have real Italian ice cream in front of the Pantheon in Rome!,75
CH2_CREW_TEXT_07,"When in Rome, do as the Romans do! Duly noted, so I will...",59
CH2_CREW_TEXT_08,Rough waters make tough sailors! Let your dreams set sail...,60
CH2_CREW_TEXT_09,"At sea, I learned how little a person needs, not how much... and all we need is love.",85
