offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS004.DAT:8:0,AREAS004.DAT,8,0,"""You hear all kinds[01]of things in places[01]like this...[02]If you're looking[01]for something,[02]it might be a good[01]idea to talk to the[01]people in here.""",198,
AREAS004.DAT:8:1,AREAS004.DAT,8,1,"""You hear all kinds[01]of things in places[01]like this...[02]If you're looking[01]for something,[02]it might be a good[01]idea to talk to the[01]people in here.""",198,
AREAS004.DAT:8:2,AREAS004.DAT,8,2,"""You hear all kinds[01]of things in places[01]like this...[02]If you're looking[01]for something,[02]it might be a good[01]idea to talk to the[01]people in here.""",198,
AREAS004.DAT:8:4,AREAS004.DAT,8,4,"[14][01][01]""I was on my way[01]here, see, when I[02]see this big crater[01]in the ground...""[02][14][FF][FF][14][80]@""And you fell in it[01]and lost all your[01]stuff, right?""",188,[14][01]
AREAS004.DAT:8:5,AREAS004.DAT,8,5,"""Welcome, stranger.[01]This your first time[01]to Sarai?""",72,
AREAS004.DAT:8:6,AREAS004.DAT,8,6,"[14][02][02]""munch munch munch""",31,[14][02]
AREAS004.DAT:8:7,AREAS004.DAT,8,7,"""I'd keep my purse-[01]strings tight if I[01]were you...[02]There's nothing[01]people around here[02]wouldn't do to make[01]a quick zenny or[01]two.""",180,
AREAS004.DAT:8:8,AREAS004.DAT,8,8,"""Nothing in this[01]world's for free.[02]You want to ask[01]someone here[01]something,[02]try buying them a[01]drink or two.""",150,
AREAS004.DAT:8:9,AREAS004.DAT,8,9,"[14][03][03]""Huh? Sandflier[01]parts? Don't know[01]nuthin' 'bout that.[02]In case you didn't[01]notice, this here's[02]a tavern, not a[01]store.""",167,[14][03]
AREAS004.DAT:8:10,AREAS004.DAT,8,10,"""They say there's a[01]cease-fire right[01]now...[02]Don't want to think[01]about what would[02]happen if the war[01]started up again...""",167,
AREAS004.DAT:8:11,AREAS004.DAT,8,11,"""Some people say[01]they've seen[01]Imperial troops[02]poking around the[01]town lately...[02]Makes you wonder if[01]they're reckoning to[01]start another war...""",198,
AREAS004.DAT:8:12,AREAS004.DAT,8,12,"""If you're looking[01]for something, you[01]should try asking[02]around in the[01]tavern...[02]'Course, I dunno if[01]I'd want t'go there[01]if I was a girl...""",195,
AREAS004.DAT:8:13,AREAS004.DAT,8,13,"""Well well...What[01]have we here?[02]Don't see many women[01]in a tavern.""",93,
AREAS004.DAT:8:14,AREAS004.DAT,8,14,"[14][03][03]""I don't know why[01]you're looking for[02]what you're looking[01]for, and I don't[01]care, either...[02]But you won't find[01]what you're looking[01]for here, missy...""",212,[14][03]
AREAS004.DAT:8:16,AREAS004.DAT,8,16,"[14][04][04]""Thanks![02]Don't worry---it's[01]for real! I wouldn't[01]try to cheat anyone!""",103,[14][04]
AREAS004.DAT:8:17,AREAS004.DAT,8,17,"[14][04][04]""I mean it--it's a[01]good deal!""",47,[14][04]
AREAS004.DAT:8:18,AREAS004.DAT,8,18,"[14][04][04]""Hey! Looks like you[01]don't even have that[01]much zenny!""",80,[14][04]
AREAS004.DAT:8:19,AREAS004.DAT,8,19,"""Found what you were[01]looking for yet?""",54,
AREAS004.DAT:8:21,AREAS004.DAT,8,21,"[14][01][01]""I lost everything I[01]had when I fell into[01]that crater!""[02][14][FF][FF][14][80]@""Don't worry about[01]it. I mean,[02]it was just some[01]clothing and[01]stuff, right?""",197,[14][01]
AREAS004.DAT:8:22,AREAS004.DAT,8,22,"""See that merchant[01]over there?[02]Says he lost all his[01]stuff when he fell[01]in a hole somewhere!""",129,
AREAS004.DAT:8:23,AREAS004.DAT,8,23,"[14][02][02]""I ain't full yet![01]munch munch munch""",57,[14][02]
AREAS004.DAT:8:24,AREAS004.DAT,8,24,"""Well, I guess[01]getting cheated out[01]of your money's not[02]so bad...I mean, it[01]could be worse...[02]At least nobody gets[01]hurt or killed,[01]right?""",192,
AREAS004.DAT:8:25,AREAS004.DAT,8,25,"""That old man's been[01]here forever,[02]just sitting there[01]eating...[02]He's probably heard[01]just about every[02]story of everyone who[01]comes in here.""",194,
AREAS004.DAT:8:26,AREAS004.DAT,8,26,"[14][03][03]""You won't find what[01]you're looking for[01]here.[02]This is a tavern,[01]not a...""",107,[14][03]
AREAS004.DAT:8:27,AREAS004.DAT,8,27,"[14][03][03]""Oh, you know about[01]that?[02]Well now, that's[01]different then,[01]isn't it?""",101,[14][03]
AREAS004.DAT:8:28,AREAS004.DAT,8,28,"[14][03][03]""Come this way.""",27,[14][03]
AREAS004.DAT:8:29,AREAS004.DAT,8,29,"[14][03][03]""When you deal in[01]contraband, you can't[01]be too careful, eh?""",89,[14][03]
AREAS004.DAT:8:30,AREAS004.DAT,8,30,"[14][05][05]""You're probably[01]wondering why we go[02]to all this trouble,[01]aren't you?""",103,[14][05]
AREAS004.DAT:8:31,AREAS004.DAT,8,31,"[0C][05][14][05][05]""That's because[01]selling sandfliers[02]is a dangerous[01]business.""",92,
AREAS004.DAT:8:32,AREAS004.DAT,8,32,"[0C][05][14][05][05]""See, sandfliers were[01]originally designed[01]as war machines.[02]If the Empire found[01]out we were selling[01]them,[02]the next time a war[01]breaks out, they'd[01]come after us!""",230,
AREAS004.DAT:8:33,AREAS004.DAT,8,33,"[0C][05][14][05][05]""I don't want this[01]place to end up under[01]a hex,[02]like Chamba or[01]Synesta--no thank[01]you!""",128,
AREAS004.DAT:8:34,AREAS004.DAT,8,34,"[0C][06][14][C1]@""Does that mean you[01]don't have any[01]sandflier parts!?""",82,
AREAS004.DAT:8:35,AREAS004.DAT,8,35,"[0C][05][14][05][05]""Not exactly...[02]There's a place they[01]call [05][02]Sandflier[01]Valley[06] near here.[02]It's a junkyard, full[01]of old, broken down[01]sandfliers.""",185,
AREAS004.DAT:8:36,AREAS004.DAT,8,36,"[0C][05][14][05][05]""If you go there[01]and bring back some[01]useable material,[02]I'll make you your[01]sandflier parts.[01]Deal?""",143,
AREAS004.DAT:8:37,AREAS004.DAT,8,37,"[0C][06][14][C1]@""All right then,[01]we'll go to this[02][05][02]Sandflier Valley[06],[01]and get you the[01]material you need.""",134,
AREAS004.DAT:8:38,AREAS004.DAT,8,38,"[14][05][05]""Sorry for all the[01]secrecy, but[02]you can't be too[01]careful in this[01]business...""",113,[14][05]
AREAS004.DAT:8:39,AREAS004.DAT,8,39,"[14][06][06]""The valley's to the[01]south of the town.""",61,[14][06]
AREAS004.DAT:8:40,AREAS004.DAT,8,40,"""I wonder if there's[01]going to be another[01]war...I hope not!""",83,
AREAS004.DAT:8:41,AREAS004.DAT,8,41,"""I've heard rumors[01]that there are[02]Imperial troops here[01]in town...""",93,
AREAS004.DAT:8:42,AREAS004.DAT,8,42,"[0C][06][14][81]A""[0D]Wha-[0E][0F]",19,
