offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD051.DAT:8:3,AREAD051.DAT,8,3,"[0C][06][14][80]@""Um, are you sure[01]we'll be able to make[01]it across if we do?""",92,
AREAD051.DAT:8:5,AREAD051.DAT,8,5,[0C]!Move [04],12,
AREAD051.DAT:8:6,AREAD051.DAT,8,6,[0C] To switch between [04][05][01]and [04],40,
AREAD051.DAT:8:10,AREAD051.DAT,8,10,The mist has thickened--[01]it's too dangerous to[01]climb down now.,87,
AREAD051.DAT:8:14,AREAD051.DAT,8,14,"[14][C1]@""You mean over where[01]that lever is, right?[01]OK!""",71,[14][C1]
AREAD051.DAT:8:15,AREAD051.DAT,8,15,Do you want to rejoin[01][04][05] and leave?[12],51,
AREAD051.DAT:8:18,AREAD051.DAT,8,18,"[0C][0C][14][81]@""What should we do,[01][04][05]?""",41,
AREAD051.DAT:8:20,AREAD051.DAT,8,20,"[0C][0C][14][C1]@""That means we'll be[01]able to get through[01]it, right?""",80,
AREAD051.DAT:8:24,AREAD051.DAT,8,24,Switch between groups[01]using the [05][02]SELECT button[06].[02]Standing on a container[01]will cause it to lower and[01]remain in place.,164,
AREAD051.DAT:8:26,AREAD051.DAT,8,26,"""We still haven't[01]cleaned this place[01]out yet![02]If you hang around[01]here too long, you'll[01]get contaminated!""",148,
AREAD051.DAT:8:27,AREAD051.DAT,8,27,"""Hey, [04][05]![01]Come to do some[01]work?[02]No? Oh...""",59,
