offset,text_source,byte_budget
0x22661d,Hah... hh... hahh...,20
0x226632,I... I can't... breathe...,26
0x22664d,I can... run... no farther...,29
0x22666b,Guard,5
0x226671,What happened? Why are you all in such a rush?,46
0x2266a0,"As we all scramble out of the ruins, we're\n",44
0x2266cd,greeted by the carefree voice of the guard.,43
0x2266f9,"I shout to the guard, as loud as my raspy throat\n",50
0x22672c,can manage.,11
0x226738,We need to bury this thing and close the place\n,48
0x226769,off!,4
0x22676e,Wha--!? What are you talking about...?,38
0x226795,"Hurry! Maro, don't just stand there!",36
0x2267ba,Bwuh!? R-Right!!,16
0x2267cb,"Summon all able hands! O, haste!\n",34
0x2267ee,We must seal off this accursed tomb without\n,45
0x22681c,delay!!,7
0x226824,B-But this is all so sudden.\n,30
0x226843,I don't think we can--,22
0x22685a,"This thing's full of Tatari! If we don't hurry,\n",49
0x22688c,they're going to start flooding out!!,37
0x2268b2,...Huh?,7
0x2268ba,"The guard stands dumbfounded, as though he can't\n",50
0x2268ed,comprehend what I'm saying.,27
0x226909,Uruuru! Saraana!!,17
0x22691b,As you wish.,12
0x226928,"The twins seem to catch my drift, and quickly\n",47
0x226958,"pull out the crested box, holding it over their\n",49
0x22698a,heads.,6
0x226991,Th-That is--,12
0x22699e,Know your place.,16
0x2269af,Cease your impertinence. Do you not see this\n,46
0x2269de,emblem?,7
0x2269e6,M-My utmost apologies!!,23
0x2269fe,All the guards and scholars who can see us\n,44
0x226a2b,quickly get on their knees and bow down.,40
0x226a54,We've got bigger things to worry about!\n,41
0x226a7e,Bring all your picks and shovels! We're closing\n,49
0x226ab0,this thing off!!,16
0x226ac1,"Y-Yes, sir!",11
0x226acd,Hurry!!,7
0x226ad5,"The guards and scholars immediately rise, and\n",47
0x226b05,hurriedly help us rebury the ruins.,35
0x226b29,"When we have the main entrance sealed off, we all\n",51
0x226b5d,"crumple to the ground, like puppets whose strings\n",51
0x226b91,are cut.,8
0x226b9a,Man oh man... But at least this means we're\n,45
0x226bc8,"safe for now, yeah?",19
0x226bdc,"Yes... For a moment there, I thought I was\n",44
0x226c09,a goner...,10
0x226c14,"O me... Verily, I was not expecting a Tatari\n",46
0x226c43,of such vast proportion...,26
0x226c5e,I confess I was rather surprised myself.\n,42
0x226c89,It seems your company allows one no time to\n,45
0x226cb7,rest.,5
0x226cc1,A person... changed into a Tatari...,36
0x226ce6,No that's impossible... He was probably just\n,46
0x226d15,"eaten by a Tatari, and...",25
0x226d2f,"No, that can't be. He was definitely a person...",48
0x226d60,A human being...,16
0x226d71,"Kuon looks over at me from a little ways away,\n",48
0x226da2,a worried expression on her face.,33
0x226dc4,"Hey, Haku...",12
0x226dd1,What exactly was that?,22
0x226de8,I've never heard of a person turning into a\n,45
0x226e16,"Tatari... Kuon, do you know anything about it?",46
0x226e45,Huh!?,5
0x226e4b,"Y-Yea, verily! Milady Kuon, thy grimlike\n",42
0x226e76,reactions bespoke some study of these Tatari.,45
0x226ea4,Of those monsters curse'd we know blessed little.\n,51
0x226ed8,"If you've aught to share, speak--'tis surely a\n",48
0x226f09,boon.,5
0x226f0f,Milady Kuon?,12
0x226f1c,That's... something I can't do.,31
0x226f3c,...M-Milady Kuon?,17
0x226f4e,"When Kuon finally speaks, her voice is\n",40
0x226f77,"uncharacteristically cold. We all stare at her,\n",49
0x226fa9,shocked silent.,15
0x226fb9,"...Uh, I-I just... I can't do it. Talking about\n",49
0x226feb,"the Tatari is taboo, so... I'm not allowed to\n",47
0x22701b,tell you.,9
0x227025,"Kuon quickly tries to explain herself, seeing\n",47
0x227055,the bewildered gazes of everyone around her.,44
0x227082,"Taboo? Um, dear sister... I know that not many\n",48
0x2270b3,"people wish to study them, but I know of no such\n",50
0x2270e6,taboo...,8
0x2270ef,"Aye, 'tis so. Few would brave the ominous depths\n",50
0x227122,where such direful malignity dwelleth.,38
0x227149,"Thus, those who aim to study the fiends are\n",45
0x227177,few and far between...,22
0x22718e,Yet this is most intriguing.\n,30
0x2271ad,I yearn to know more.,21
0x2271c3,"Please, dear sister. Is there some reason why\n",47
0x2271f3,you will not tell us?,21
0x227209,It's just that... maybe we witnessed something\n,48
0x22723a,that we shouldn't have seen.,28
0x227257,Something we... shouldn't have seen?,36
0x22727c,I think you shouldn't pry any further.\n,40
0x2272a5,Otherwise...,12
0x2272b2,Otherwise...?,13
0x2272c0,"You may have to ""disappear.""",28
0x2272dd,Eep!? D-Dear sister...?,23
0x2272f5,"Well, that sure sounds ominous.",31
0x227315,You do not appear to be speaking in jest.,41
0x22733f,Hmm? What couldst thou mean?,28
0x22735c,"The way it sounds, I'm guessin' one day you'll\n",48
0x22738d,"just never be seen again, and nobody'll notice...",49
0x2273bf,Zounds!!,8
0x2273c8,Hmm... You mentioned it being taboo before.\n,45
0x2273f6,Does that have something to do with it?,39
0x22741e,So you still want to know?,26
0x227439,"It's all very enigmatic, but your words don't\n",47
0x227469,make sense to me. I'd like to know all the facts\n,50
0x22749c,first.,6
0x2274a3,"Ah, the reason she cannot explain it is precisely\n",51
0x2274d7,because it IS taboo...,22
0x2274ee,...I suppose you have a point.,30
0x22750d,Dear sister?,12
0x22751a,About what we saw today... Have you ever heard\n,48
0x22754b,of a person melting and changing into a Tatari\n,48
0x22757c,like that?,10
0x227587,"No, I have never heard of such things...",40
0x2275b0,I suppose most people would never encounter a\n,47
0x2275e0,"Tatari, since they live in cavernous lairs...",45
0x22760e,But there have been more and more reports of\n,46
0x22763d,sightings in ruins.,19
0x227651,"I mean, I've encountered them numerous times\n",46
0x227680,now.,4
0x227685,But there have never been reports of a person\n,47
0x2276b5,changing into a Tatari.,23
0x2276cd,"Maybe it's just never been seen, but it's still\n",49
0x2276ff,odd how little information we have on them.,43
0x22772b,And why is that?,16
0x22773c,Why haven't the scholars of Yamato tried to\n,45
0x22776a,"study the ecology, the biology of the Tatari?",45
0x227798,That is...,10
0x2277a3,"In my homeland, all things Tatari are considered\n",50
0x2277d6,taboo.,6
0x2277dd,We have folktales that those who come in contact\n,50
0x227810,"with them will fall ill, or be cursed.",38
0x227837,It felt almost as if everyone wanted to avert\n,47
0x227867,their eyes from the very existence of the\n,43
0x227893,Tatari.,7
0x22789b,"This is just conjecture, but I believe the\n",44
0x2278c8,people of Yamato avoid Tatari-related matters\n,47
0x2278f8,as well.,8
0x227901,And if there are those who try to find out...\n,47
0x227931,or happen to find out something about them...,45
0x22795f,"So is that what you mean by ""disappear""?",40
0x227988,That's impossible. Why would they go to such\n,46
0x2279b7,lengths...?,11
0x2279c3,"I would agree, but what if there's something\n",46
0x2279f2,that we aren't supposed to know about them?,43
0x227a1e,Aren't they only slime creatures?\n,35
0x227a42,What about them shouldn't we know?,34
0x227a65,Just what we saw. The truth about the identity\n,48
0x227a96,"of the Tatari, I suppose.",25
0x227ab0,Identity...? You suppose that the Tatari did not\n,50
0x227ae3,"assume that form unnaturally, but that it was\n",47
0x227b13,once a person?,14
0x227b22,"If that is the case, then it does change\n",42
0x227b4d,"matters. However, that still wouldn't warrant\n",47
0x227b7d,all this...,11
0x227b89,Hm. I still don't understand. It's a chilling\n,47
0x227bb9,"idea, but what's so bad about it? Can you be\n",46
0x227be8,any clearer?,12
0x227bf5,...Who exactly do you think that person was?\n,46
0x227c24,The one that came out of that casket?,37
0x227c4a,Someone who had been frozen in sleep all this\n,47
0x227c7a,time inside a ruin that had remained unexplored...,50
0x227cad,What are you talking about? Isn't that exactly\n,48
0x227cde,what we'd like to know?,23
0x227cf6,Ah!? Dear sister... you can't be suggesting--,45
0x227d24,"This is just my conjecture, but I don't think\n",47
0x227d54,I'm wrong. That person that changed into a\n,44
0x227d81,Tatari...,9
0x227d8b,I believe... he was one from our myths.\n,41
0x227db5,From the ancient advanced civilization that\n,45
0x227de3,ruled our world.,16
0x227df4,The beings that suddenly vanished from history.\n,49
0x227e26,The Utawarerumono themselves.,29
0x227e44,The Onvitaikayan...,19
0x227e58,Gh...!?,7
0x227e60,The Onvitaikayan...?,20
0x227e75,Disappeared... ancient times...\n,33
0x227e97,"Then this ruin... Wait, disappeared?\n",38
0x227ebe,What does she mean...?,22
0x227ed5,Wait...,7
0x227edd,Hold on a second... are you...,30
0x227efc,Are you telling me that... that thing was...\n,46
0x227f2b,once a human being...?,22
0x227f42,You're... joking... Why...?,27
0x227f5e,Guh...!? Urgh... dammit... my head...,37
0x227f84,Countless images blur through my mind. I can\n,46
0x227fb3,feel myself slipping away. Everyone suddenly\n,46
0x227fe2,sounds so distant.,18
0x227ff5,Onvitaikayan... I've heard of them in old\n,43
0x228021,"stories, but that is...",23
0x228039,"I don't know what exactly caused it, but if\n",45
