offset,file,text_en,byte_budget
scena/mp6010.dat:0x253ec,scena/mp6010.dat,on field provisions?,21
scena/mp6010.dat:0x25401,scena/mp6010.dat,You two. Didn't I tell you to stock up,39
scena/mp6010.dat:0x25437,scena/mp6010.dat,pay for it later.,18
scena/mp6010.dat:0x25449,scena/mp6010.dat,"heading out on a long assignment, you'll",41
scena/mp6010.dat:0x25472,scena/mp6010.dat,If you don't pack enough provisions before,43
scena/mp6010.dat:0x254ac,scena/mp6010.dat,Make sure to go speak with Phyllis.,36
scena/mp6010.dat:0x254df,scena/mp6010.dat,appears to be rather unbalanced.,33
scena/mp6010.dat:0x25500,scena/mp6010.dat,your quartz... but your current setup,38
scena/mp6010.dat:0x25526,scena/mp6010.dat,I see that you've finished synthesizing,40
scena/mp6010.dat:0x2555e,scena/mp6010.dat,Please ensure you're properly prepared.,40
scena/mp6010.dat:0x25586,scena/mp6010.dat,I'm afraid we can't set out like this.,39
scena/mp6010.dat:0x255bc,scena/mp6010.dat,can use recovery and attack arts.,34
scena/mp6010.dat:0x255de,scena/mp6010.dat,<C1>Make sure that Estelle and Anelace,39
scena/mp6010.dat:0x25605,scena/mp6010.dat, into Anelace's orbment.,25
scena/mp6010.dat:0x2561e,scena/mp6010.dat,and ,5
scena/mp6010.dat:0x25623,scena/mp6010.dat, into Estelle's orbment,24
scena/mp6010.dat:0x2563b,scena/mp6010.dat,<C1>Try installing ,20
scena/mp6010.dat:0x2564f,scena/mp6010.dat,Press <I1514> to open the Main Menu.,37
scena/mp6010.dat:0x25674,scena/mp6010.dat,screen in the main menu.,25
scena/mp6010.dat:0x2568d,scena/mp6010.dat,<C1>Quartz can be set from the [ORBMENT],41
scena/mp6010.dat:0x256bc,scena/mp6010.dat,<W700>Two Months Later,23
scena/mp6010.dat:0x256e8,scena/mp6010.dat,<W500>North-Central Zemuria - Leman State,42
scena/mp6010.dat:0x25727,scena/mp6010.dat,<W500>Bracer Guild - Le Locle Training Grounds,47
scena/mp6010.dat:0x2579a,scena/mp6010.dat,Le Locle Canyon,16
