offset,text_source,byte_budget
0x1b51a3,*Yawn*... Mmf.,14
0x1b51b2,"I try to suppress the large yawn, but it will\n",47
0x1b51e2,not be denied.,14
0x1b51f1,Hmhm. That was quite the yawn.,30
0x1b5210,"Yeah, guess I'm still a little sleepy.",38
0x1b5237,"I glance up. Little by little, the eastern sky\n",48
0x1b5268,is getting brighter.,20
0x1b527d,Usually I'd be snoring in bed at this hour.,43
0x1b52a9,This isn't the first time I've gone with Kuon\n,47
0x1b52d9,"to morning market, but I could still use a nap...",49
0x1b530b,Haku?,5
0x1b5311,Mm?,3
0x1b5315,Thanks for coming.,18
0x1b5328,"...Sure, no problem.",20
0x1b533d,I hear a lot of shouting around the area...\n,45
0x1b536b,Merchants trying to get the attention of\n,42
0x1b5396,potential customers.,20
0x1b53ab,I peer around. I'm actually kind of impressed\n,47
0x1b53db,by how many people are so functional this early.,48
0x1b540c,"...Seems more lively than usual today, huh?",43
0x1b5438,"Kuon gives a small nod in response, glancing\n",46
0x1b5467,around herself.,15
0x1b5477,You're right. There's rumors that there's going\n,49
0x1b54a9,to be a war... Maybe that's why?,32
0x1b54ca,A war?,6
0x1b54d1,I heard that Uzurusha in the west is invading\n,47
0x1b5501,Yamato. They've already taken a bordering\n,43
0x1b552d,country.,8
0x1b5536,Yamato must be gathering their troops to fight\n,48
0x1b5567,off the invaders.,17
0x1b5579,What!? That's the first I've heard of it. Isn't\n,49
0x1b55ab,it pretty bad if they already took someone else\n,49
0x1b55dd,down?,5
0x1b55e3,"Then again, I don't see a single worried face\n",47
0x1b5613,out here.,9
0x1b561d,"In fact, there's almost a sense of excitement.\n",48
0x1b564e,Like there's going to be a festival or\n,40
0x1b5677,something.,10
0x1b5682,I imagine that not a single citizen thinks\n,44
0x1b56af,there's a chance Yamato could lose this war.,44
0x1b56dc,Kuon probably guessed my question from my\n,43
0x1b5708,expression. She continues on.,29
0x1b5726,It just goes to show how much faith the people\n,48
0x1b5757,of this country have in the Mikado.,35
0x1b577b,"Faith in the Mikado, huh...?",28
0x1b5798,"The unified country of Yamato, made up of smaller\n provinces. And the owlo that rules over them...",99
0x1b57fc,"That old geezer's... No, never mind. Didn't\n",45
0x1b582a,"see anything, don't KNOW anything.",34
0x1b584d,That should do it. We've gotten everything on the\n,51
0x1b5881,"list, so we can head home now.",30
0x1b58a0,We need to get this to Rulutieh before everyone\n,49
0x1b58d2,"wakes up, or breakfast will be late.",36
0x1b58f7,Right you are.,14
0x1b5906,Ohhh... Hmmm...,15
0x1b5916,What to do? I can't just ignore a direct order\n,48
0x1b5947,from Papa...,12
0x1b5954,And it DOES sound like a bash... but I definitely\n,51
0x1b5988,don't want all those sweaty boys with me...,43
0x1b59b4,"After we finish breakfast, Atuy sits there with\n",49
0x1b59e6,"a letter in hand, looking deeply pensive.",41
0x1b5a10,Atuy? Is something wrong?,25
0x1b5a2a,It's pretty rare to see you so deep in thought\n,48
0x1b5a5b,like this.,10
0x1b5a66,"Well, I got a letter from Papa today, and...\n",46
0x1b5a95,"oh, it's a touch complicated.",29
0x1b5ab3,Is it something serious? You don't look too\n,45
0x1b5ae1,happy about whatever it says.,29
0x1b5aff,"Well, you see--Oh!",18
0x1b5b12,"Just as Atuy is about to explain, she claps her\n",49
0x1b5b44,"hands together, as if inspiration's struck.",43
0x1b5b70,I know. Are you two busy at all right now?,42
0x1b5b9b,Hm?,3
0x1b5b9f,No. There aren't any pressing matters we need\n,47
0x1b5bcf,to take care of right now.,26
0x1b5bea,Really?,7
0x1b5bf2,"Well there's nothing urgent, but that doesn't\n",47
0x1b5c22,mean we're completely free...,29
0x1b5c40,"Well, in that case, could you come with me\n",44
0x1b5c6d,for a bit? There's somewhere I'd like to go.,44
0x1b5c9a,Atuy smiles cheerfully...,25
0x1b5cb4,"Hah! What a shame for you, Kuon. It seems\n",43
0x1b5ce0,victory is mine.,16
0x1b5cf1,We'll see about that.,21
0x1b5d07,"Well, I hope for your sake you don't cry when\n",47
0x1b5d37,you lose! Hyah!,15
0x1b5d47,"Five, huh... One, two, three... Now, take this\n",48
0x1b5d78,piece... or move two more to take the other...?,47
0x1b5da8,...I'll take this one!,22
0x1b5dbf,"So sorry, but that was a mistake. The trap is\n",47
0x1b5def,sprung. What you really should've watched \n,44
0x1b5e1c,out for is this!,16
0x1b5e2d,Im... possible!,15
0x1b5e3d,All right... my turn now.,25
0x1b5e57,"Five and three, that makes eight... So I take\n",47
0x1b5e87,this piece at four...,21
0x1b5e9d,Grrrrr...,9
0x1b5ea7,And I think that's game. You lose double points.,48
0x1b5ed8,W-Wait! M-My hand slipped back there! What I\n,46
0x1b5f07,really wanted was THAT piece!,29
0x1b5f25,A good woman would never go back on her\n,41
0x1b5f4f,"word, I'd think?",16
0x1b5f60,Arrrgh! How!? How could I have lost like this!?,47
0x1b5f90,"So many wins in a row. Most impressive,\n",41
0x1b5fba,dear sister.,12
0x1b5fc7,"I didn't know you were so skilled in these games,\n",51
0x1b5ffb,Miss Kuon...,12
0x1b6008,My mothers were all fond of games like these.\n,47
0x1b6038,I just naturally got better from playing with\n,47
0x1b6068,them.,5
0x1b606e,...Hmhmhm. I would expect no less from a worthy\n,49
0x1b60a0,rival like yourself. It's no fun without a\n,44
0x1b60cd,challenge.,10
0x1b60d8,But now... you have awakened the BEAST WITHIN.,46
0x1b6107,Looks like it's time I show you what happens\n,46
0x1b6136,when I get serious...,21
0x1b614c,O... K...,9
0x1b6156,I hear the girls happily chatting behind me.,44
0x1b6183,Sounds like they're having fun back there...,44
0x1b61b0,"With reins in hand, keeping an eye on the steeds\n",50
0x1b61e3,"moving us forward, I let out a small sigh.",42
0x1b620e,We're in the mountains north of the imperial\n,46
0x1b623d,capital. A dense forest covers the mountainside.,48
0x1b626e,"In the carriage behind us, Ougi, Kiwru, and\n",45
0x1b629c,Cocopo follow along.,20
0x1b62b1,And where the hell did they get this carriage\n,47
0x1b62e1,from...?,8
0x1b62ea,The carriage Kuon turned up with had all kinds\n,48
0x1b631b,"of travel supplies. We're fine, even in the\n",45
0x1b6349,mountains.,10
0x1b6354,"Not only did it have enough food and clothes,\n",47
0x1b6384,"it included beds, and even a simple cooking\n",45
0x1b63b2,stove.,6
0x1b63b9,It also had all the amenities for bathing...\n,46
0x1b63e8,It seems designed for long-term traveling in\n,46
0x1b6417,comfort.,8
0x1b6420,Even had a couple games packed in for road\n,44
0x1b644d,entertainment. Swanky.,22
0x1b6464,"That's all fine. It's all fine, but...",38
0x1b648b,...We've clearly been traveling for longer than\n,49
0x1b64bd,"""a bit."" It's been quite a while now.",37
0x1b64e3,That's right... It's been about three days\n,44
0x1b6510,since we set out.,17
0x1b6522,This is becoming more of a road trip than\n,43
0x1b654e,anything else.,14
0x1b655d,I think we might be pretty close to the\n,41
0x1b6587,country's border now.,21
0x1b659d,Danger. Evasive maneuvers recommended.,38
0x1b65c4,"Master, there appears to be a large tree root\n",47
0x1b65f4,protruding from the ground in front of us.,42
0x1b661f,Whoa.,5
0x1b6625,"I quickly shift the reins, guiding our path\n",45
0x1b6653,around them.,12
0x1b6660,"Thanks, you two.",16
0x1b6671,I glance both right and left to acknowledge\n,45
0x1b669f,each of the twins.,18
0x1b66b2,The two of them aren't joining in with the\n,44
0x1b66df,"others' games, and they sit next to me as\n",43
0x1b670b,usual.,6
0x1b6712,Aren't you guys going to play a couple rounds\n,47
0x1b6742,with them?,10
0x1b674d,The two of them shake their heads instantly at\n,48
0x1b677e,my question; no deliberation required.,38
0x1b67a5,"We stay with you, Master.",25
0x1b67bf,"The only place we belong is at your side,\n",43
0x1b67eb,Master.,7
0x1b67f3,"O-OK, I get it. But could you two quit leaning\n",48
0x1b6824,on me?,6
0x1b682b,All that warmth and softness is getting...\n,44
0x1b6858,distracting...,14
0x1b6867,"Hey there, love!",16
0x1b6878,Gah!?,5
0x1b687e,And now Atuy's jumped on me from behind.,40
0x1b68a7,Get off. You're heavy.,22
0x1b68be,"Hee hee, you shouldn't ever joke about something\n",50
0x1b68f1,"like that to a girl, you know...",32
0x1b6912,*Badump*...,11
0x1b691e,"I don't know why, but Atuy's smile sends a\n",44
0x1b694b,shiver down my spine.,21
0x1b6961,"Y-Yeah, guess you're right.",27
0x1b697d,I'm glad you understand. If you actually meant\n,48
0x1b69ae,"it, well, I might have to start a teensy little\n",49
0x1b69e0,war.,4
0x1b69e5,R-Right...,10
0x1b69f0,"Hmm, we should be pretty close now... 'Scuse\n",46
0x1b6a1f,"me, love.",9
0x1b6a29,Atuy leans forward on me to get a look around.\n,48
0x1b6a5a,"And, of course, pressing on the back of my\n",44
0x1b6a87,head...,7
0x1b6a8f,What are you--,14
0x1b6a9e,"Hmmm, still might be a little ways off...",41
0x1b6ac8,"Hey, Atuy. Do you mind telling me where exactly\n",49
0x1b6afa,we're going?,12
0x1b6b07,What do you mean?,17
0x1b6b19,Don't play dumb with me. This has gone way past\n,49
0x1b6b4b,"""coming with you for a bit.""",28
0x1b6b68,I thought you just wanted a little sightseeing\n,48
0x1b6b99,"trip, but we've gone way too far out now.\n",43
0x1b6bc5,Where are we even going?,24
0x1b6bde,"Oh, you needn't worry. I already got Oshtor's\n",47
0x1b6c0e,permission and everything!,26
0x1b6c29,What? What do you--,19
0x1b6c3d,...Oh! I think I see it now.,28
0x1b6c5a,I wonder where Atuy is taking us.,33
0x1b6c7c,We're quite far from the capital. And all this\n,48
0x1b6cad,ominous talk of war coming... I wonder if\n,43
0x1b6cd9,it's safe.,10
0x1b6ce4,I'm certain there is little cause for worry.\n,46
0x1b6d13,Our compatriots certainly seem cheerful enough.,47
