offset,text_en,byte_budget
STR_DIALOGS_INTERMISSION_1_D1_FREYDIN_1,Liandris...,11
STR_DIALOGS_INTERMISSION_1_D1_FREYDIN_2,Liandris... answer my call.,27
STR_DIALOGS_INTERMISSION_1_D2_LIANDRIS_1,"I am here, my lady.",19
STR_DIALOGS_INTERMISSION_1_D2_FREYDIN_2,"Liandris, we have been made aware of some unusual beings recently appearing across Terragaya.",93
STR_DIALOGS_INTERMISSION_1_D2_LIANDRIS_3,Do you mean the Humans?,23
STR_DIALOGS_INTERMISSION_1_D2_FREYDIN_4,Huma-? Oh... “Those” humans,31
STR_DIALOGS_INTERMISSION_1_D2_FREYDIN_5,I am aware of the phenomenon that has brought them to Terragaya but these beings are not our concern at this moment.,116
STR_DIALOGS_INTERMISSION_1_D2_LIANDRIS_6,"They were “cut off” inside that dome, which is why we appeared.",67
STR_DIALOGS_INTERMISSION_1_D2_FREYDIN_7,Have I not made it clear that I have no interest in the Humans? I speak of the other soulless beings.,101
STR_DIALOGS_INTERMISSION_1_D2_LIANDRIS_8,...I understand. Should we act?,31
STR_DIALOGS_INTERMISSION_1_D2_FREYDIN_9,"No... for now, be cautious, but watch them closely.",51
STR_DIALOGS_INTERMISSION_1_D2_LIANDRIS_10,"As you wish, my lady.",21
