offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS034.DAT:8:4,AREAS034.DAT,8,4,"[0C][02]""Master Ilgor...[02]Are you sure it's[01]safe to let him go[01]just like that?""",101,
AREAS034.DAT:8:7,AREAS034.DAT,8,7,"""Not much to do right[01]now...[02]All the sandfliers are out[01]on missions.[01]Yawn...""",108,
AREAS034.DAT:8:8,AREAS034.DAT,8,8,"""You're looking for a[01]sandflier?[02]Well, sure, we've got them,[01]but they're not cheap!""",118,
AREAS034.DAT:8:9,AREAS034.DAT,8,9,"""If you don't have enough[01]money to buy one,[02]you should ask one of the[01]traveling merchants to let[01]you ride on one of theirs.[02]If you wait, one should be[01]along soon enough.""",238,
AREAS034.DAT:8:10,AREAS034.DAT,8,10,"""What!? You want to buy a[01]sandflier?""",52,
AREAS034.DAT:8:11,AREAS034.DAT,8,11,"""Huh!?[01]This [09]+[05]...[02]One...[0B]...four...[0B]Six...[01][0B][0B]Wow! That's a lot of[01]zeros!""",104,
AREAS034.DAT:8:12,AREAS034.DAT,8,12,"""OK, this is more than[01]enough![02]You wait outside--I'll go[01]get you a sandflier.""",110,
AREAS034.DAT:8:13,AREAS034.DAT,8,13,"""Mmm...Hate to tell you[01]this, but that won't get[02]you even the smallest[01]'flier we have...Sorry.""",134,
AREAS034.DAT:8:14,AREAS034.DAT,8,14,"""If you're going to ask[01]someone for a ride, you'd[01]better do it fast.[02]Once a 'flier leaves, it's[01]usually a long time before[01]the next one comes.""",201,
AREAS034.DAT:8:15,AREAS034.DAT,8,15,"""Come to ask how to[01]operate the sandflier?""[12]",62,
AREAS034.DAT:8:16,AREAS034.DAT,8,16,"[0C]!Use the [05][02]Right/Left buttons[06][01]to change the heading of[01]the sandflier.[02]Press the ~ button to[01]accelerate.[02]Your speed will increase[01]for as long as you press[01]the button,[02]and gradually decrease[01]if the button is released.[02]The [7F] button is for[01]the brakes.[02]If you use the brakes,[01]your speed will decrease[01]immediately.[02]You can jump by driving[01]on the sand dunes scattered[01]around the course.[02]Do you want to read the[01]instructions again?[12][01][0C][82]Yes[01]No",610,
AREAS034.DAT:8:17,AREAS034.DAT,8,17,"""All right, have a safe[01]journey!""",47,
