offset,file,text_en,byte_budget
scena/mp0000_ev.dat:0xcb113,scena/mp0000_ev.dat,@&2 ,5
scena/mp0000_ev.dat:0xcb16d,scena/mp0000_ev.dat,@&B ,5
scena/mp0000_ev.dat:0xcb1d1,scena/mp0000_ev.dat,@&R ,5
scena/mp0000_ev.dat:0xcb22b,scena/mp0000_ev.dat,@&b ,5
scena/mp0000_ev.dat:0xcb28f,scena/mp0000_ev.dat,@&r ,5
scena/mp0000_ev.dat:0xf9e5b,scena/mp0000_ev.dat, &-R,5
scena/mp0000_ev.dat:0xfa122,scena/mp0000_ev.dat, &fR,5
scena/mp0000_ev.dat:0xfa170,scena/mp0000_ev.dat, &nR,5
scena/mp0000_ev.dat:0x119497,scena/mp0000_ev.dat, &Tr,5
scena/mp0000_ev.dat:0x119ed5,scena/mp0000_ev.dat,@& s,5
scena/mp0000_ev.dat:0x166c7e,scena/mp0000_ev.dat,City of Rolent,15
scena/mp0000_ev.dat:0x166d3f,scena/mp0000_ev.dat,Whew. Rolent at last.,22
scena/mp0000_ev.dat:0x166d80,scena/mp0000_ev.dat,there's a whole lot of nothing here.,37
scena/mp0000_ev.dat:0x166da5,scena/mp0000_ev.dat,"Aside from this landing port,",30
scena/mp0000_ev.dat:0x166df5,scena/mp0000_ev.dat,Sorry we're no metropolis.,27
scena/mp0000_ev.dat:0x166e1f,scena/mp0000_ev.dat,have our own church.,21
scena/mp0000_ev.dat:0x166e34,scena/mp0000_ev.dat,"That being said, we at least",29
scena/mp0000_ev.dat:0x166e60,scena/mp0000_ev.dat,and greet your resident priest.,32
scena/mp0000_ev.dat:0x166e80,scena/mp0000_ev.dat,Do ya now? I'll have to stop by,32
scena/mp0000_ev.dat:0x166ebe,scena/mp0000_ev.dat,Let's getcha home.,19
scena/mp0000_ev.dat:0x166ed1,scena/mp0000_ev.dat,"So, which way to your house, Estelle?",38
scena/mp0000_ev.dat:0x166f1c,scena/mp0000_ev.dat,getting home on my own.,24
scena/mp0000_ev.dat:0x166f34,scena/mp0000_ev.dat,"Yeah, about that... I'll really be fine",40
scena/mp0000_ev.dat:0x166f6b,scena/mp0000_ev.dat,"And I am a bracer, in case you forgot.",39
scena/mp0000_ev.dat:0x166f92,scena/mp0000_ev.dat,It's right on the outskirts of town.,37
scena/mp0000_ev.dat:0x166fd7,scena/mp0000_ev.dat,your abode is my duty as a gentleman.,38
scena/mp0000_ev.dat:0x166ffd,scena/mp0000_ev.dat,"Haha! Oh, don't be shy. Seeing you safely to",45
scena/mp0000_ev.dat:0x167045,scena/mp0000_ev.dat,of yours is a rare honor I can't pass up.,42
scena/mp0000_ev.dat:0x16706f,scena/mp0000_ev.dat,"Besides, meeting this legendary boyfriend",42
scena/mp0000_ev.dat:0x1670b7,scena/mp0000_ev.dat,"Boyfriend...? Oh, please. It's not like that.",46
scena/mp0000_ev.dat:0x16714b,scena/mp0000_ev.dat,...But fine. I guess I do owe you a cup of tea.,48
scena/mp0000_ev.dat:0x1671ae,scena/mp0000_ev.dat,"Much obliged. Lead the way, young lady.",40
scena/mp0000_ev.dat:0x167216,scena/mp0000_ev.dat,"Ooh. Hearth an' home is here, I assume?",40
scena/mp0000_ev.dat:0x167252,scena/mp0000_ev.dat,and it's not even mine.,24
scena/mp0000_ev.dat:0x16726a,scena/mp0000_ev.dat,"I like it. Feels like home,",28
scena/mp0000_ev.dat:0x1672b7,scena/mp0000_ev.dat,Hehehe. I know what you mean.,30
scena/mp0000_ev.dat:0x167328,scena/mp0000_ev.dat,"My father, mother, and me...",29
scena/mp0000_ev.dat:0x167359,scena/mp0000_ev.dat,so many memories here. That's why.,35
scena/mp0000_ev.dat:0x167394,scena/mp0000_ev.dat, we all made,13
scena/mp0000_ev.dat:0x1673bc,scena/mp0000_ev.dat,Mm-hm. Charming.,17
scena/mp0000_ev.dat:0x1673dd,scena/mp0000_ev.dat,He's the one that should be home right now?,44
scena/mp0000_ev.dat:0x167415,scena/mp0000_ev.dat," 'Joshua,' was it?",19
scena/mp0000_ev.dat:0x167453,scena/mp0000_ev.dat,Yep. I guarantee it!,21
scena/mp0000_ev.dat:0x167487,scena/mp0000_ev.dat,C'mon in. I'll introduce you.,30
scena/mp0000_ev.dat:0x167535,scena/mp0000_ev.dat,helluva piece of work.,23
scena/mp0000_ev.dat:0x16754c,scena/mp0000_ev.dat,"Whoever this guy is, he's one",30
scena/mp0000_ev.dat:0x167589,scena/mp0000_ev.dat,*Sigh* ...It is what it is.,28
scena/mp0000_ev.dat:0x16762e,scena/mp0000_ev.dat,City of Rolent,15
scena/mp0000_ev.dat:0x1677f0,scena/mp0000_ev.dat,Whoa... Look how white it is.,30
scena/mp0000_ev.dat:0x16781d,scena/mp0000_ev.dat,Yeah... You can't see the city at all.,39
scena/mp0000_ev.dat:0x167853,scena/mp0000_ev.dat,takeoffs until it clears.,26
