offset,text_source,byte_budget
0xe2e25,...She really came with us.,27
0xe2e41,"Don't you worry, Yuuri! I'm here to protect you.",48
0xe2e72,Ah... Th-Thank you...,21
0xe2e88,"But, um, it's hard to walk when you're...",41
0xe2eb2,"Oh, don't worry about that, silly.\n",36
0xe2ed7,I'm just supporting you!,24
0xe2ef0,"No, I mean...",13
0xe2efe,"Man, what am I gonna do? Atuy still doesn't\n",45
0xe2f2c,"know about Yuuri's lover, let alone her gender.",47
0xe2f5c,"To make matters worse, I thought she was just\n",47
0xe2f8c,"forming a little crush, but she's head over\n",45
0xe2fba,heels.,6
0xe2fc1,It... kinda feels too late to just tell her\n,45
0xe2fef,the truth and hope for the best.,32
0xe3014,"Yeah, all right. I haven't heard anything,\n",44
0xe3041,haven't seen anything. Nope. Nothing going on\n,47
0xe3071,at all.,7
0xe3079,Urgh... This smell is... rough.,31
0xe3099,"We happen to be in a sewer, so yes. It is.",42
0xe30c4,"Be that as it may, you don't have to be so\n",44
0xe30f1,blunt about it...,17
0xe3103,It cannot be helped. Egress via the sewer\n,43
0xe312f,tunnels is the best method of escaping\n,40
0xe3158,detection.,10
0xe3163,Take comfort in the fact that we will not be\n,46
0xe3192,"traversing the sewer canal proper, if nothing\n",47
0xe31c2,else.,5
0xe31c8,...If I recall... The canal below us is\n,41
0xe31f2,expressly for waste.,20
0xe3207,"Yeah, this is probably better than trudging\n",45
0xe3235,through that by a mile.,23
0xe324d,"Hey, Yuuri, are you hungry? I made bento, so\n",46
0xe327c,"we can eat together, if you like.",33
0xe329e,"Huh? N-No, thank you, that's...",31
0xe32be,"Whoa, there, take it down a notch or three.\n",45
0xe32ec,A romantic bento lunch in the sewers is NOT\n,45
0xe331a,happening.,10
0xe3325,"Watch your step, you two. You don't want\n",42
0xe3350,to trip down here.,18
0xe3363,O-OK--,6
0xe336a,Understood.,11
0xe3376,Um...,5
0xe337c,"I understand why we're here, but maybe a little\n",49
0xe33ae,warning next time...?,21
0xe33c4,I'm sorry for putting you through all this\n,44
0xe33f1,trouble.,8
0xe33fa,"Huh? Oh, no, I didn't mean it like that...",42
0xe3425,"Sorry. If you really can't deal with it,\n",42
0xe3450,just tell me. I'm not forcing you to do\n,41
0xe347a,"anything, here.",15
0xe348a,Huh?,4
0xe348f,"N-No, not at all, really--",26
0xe34aa,"Really? If that's the case, then don't mind if\n",48
0xe34db,I do. I'm outta h--,19
0xe34ef,*Swish*...,10
0xe34fa,Kuon's tail slips efficiently around the crown\n,48
0xe352b,of my head.,11
0xe3537,*KRRKKKKK KRKK KRK--*,21
0xe354d,Ow ow OW OK IT WAS JUST A JOKE--,32
0xe356e,"Dear sister, perhaps you SHOULD let him go\n",44
0xe359b,"back, if he desires it so much.",31
0xe35bb,"If you throw him into the channel ahead, he\n",45
0xe35e9,should be able to get out by riding the flow.,45
0xe3617,"By way of the sewer canal, naturally.",37
0xe363d,You're right. Let's do that.,28
0xe365a,"Now, hold on, that's not even funn--",36
0xe367f,"I'm only kidding, but hopefully you've\n",40
0xe36a8,learned your lesson.,20
0xe36bd,"We aren't throwing him in, then?",32
0xe36de,Huh!?,5
0xe36e4,Sh-She's not joking...,22
0xe36fb,Nekone is scary. Really scary.,30
0xe371a,"*Squeak, squeak--*",18
0xe372d,Eep!?,5
0xe3733,"Whoa, there--",13
0xe3741,Are you OK?,11
0xe374d,"Y-Yes, thank you...",19
0xe3761,It's dangerous there. Walk on this side a\n,43
0xe378d,little more.,12
0xe379a,...OK.,6
0xe37a1,"Eek, my foot slipped!",21
0xe37b7,Ah!? Hey--,10
0xe37c2,It's so scaaary down here. Is it OK if I get\n,46
0xe37f1,closer to you?,14
0xe3800,It's like I'm watching a farce...,33
0xe3822,It should be this way. Oshtor's map says\n,42
