offset,text_source,byte_budget
0x2c05e6,They're... falling to pieces...?,32
0x2c0607,Gone.,5
0x2c060d,We should be safe for the time being.,37
0x2c0633,They don't even leave a body behind.\n,38
0x2c065a,These guys get weirder by the moment.,37
0x2c0684,"What's the matter, Nekone?",26
0x2c069f,This... This white powder. Is this...?,38
0x2c06c6,"N-Nekone, you mustn't touch that...",35
0x2c06ea,Is this... salt?,16
0x2c06fb,Huh...?,7
0x2c0703,"I'm hardly about to lick it to confirm,\n",41
0x2c072d,but I'm reasonably sure.,24
0x2c0746,"W-Wait, why would they turn to salt?",36
0x2c076b,What exactly were they?,23
0x2c0783,I'm afraid I've no clue. I've never heard of\n,46
0x2c07b2,such creatures.,15
0x2c07c2,"Hey, you said you need someone to taste it?\n",45
0x2c07f0,I'll give it a shot.,20
0x2c0805,Wh--!? Don't bring that near me!,32
0x2c0826,Do you have any idea what they were?,36
0x2c084b,...Unknown.,11
0x2c0857,"Deepest apologies, master, but... We do not\n",45
0x2c0885,know.,5
0x2c088b,What were creatures like this even\n,36
0x2c08b0,doing here...?,14
0x2c08bf,What the hell is going on?,26
0x2c08da,"This is territory beyond my ken, but if they\n",46
0x2c0909,"mean us harm, I can only imagine more are on\n",46
0x2c0938,the way.,8
0x2c0941,What? Then we can't stay the night here.,40
0x2c096a,What do we do...?,17
0x2c097c,I guess we don't have a choice. I know you're\n,47
0x2c09ac,"all tired, but we need to pack our things and\n",47
0x2c09dc,leave. Now.,11
0x2c09e8,We're traveling while it's this dark out?,41
0x2c0a12,"I know the risks, but it's going to be safer in\n",49
0x2c0a44,the long run if we push through to the shore.,45
0x2c0a72,You're probably right. Fighting here will only\n,48
0x2c0aa3,wear us down.,13
0x2c0ab1,Then that's that. Let's go!\n,29
0x2c0acf,To the shoreline!,17
