offset,text_target
STR_DIALOGS_INTERMISSION_3_D1_FREYDIN_1,Liandris...
STR_DIALOGS_INTERMISSION_3_D1_FREYDIN_2,Liandris... responda meu chamado.
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_1,"Estou aqui, minha senhora."
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_2,"Liandris, suas ações me decepcionam. É a primeira vez que perco total controle de uma Valquíria."
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_3,Peço desl-
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_4,"Não me interrompa, Liandris. Você me humilhou diante dos outros."
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_5,Há algo que eu possa fazer?
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_6,Você já fez o bastante.
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_7,Posso ser apagada se esse for meu castigo.
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_8,Que bem isso faria?
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_9,Não... quero que encontre Sangrigor a qualquer custo e a traga diante de mim. Preciso saber por que ela escapou do meu chamado.
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_10,"Como desejar, minha senhora."
