offset,text_en,byte_budget
STR_DIALOGS_INTERMISSION_3_D1_FREYDIN_1,Liandris...,11
STR_DIALOGS_INTERMISSION_3_D1_FREYDIN_2,Liandris... answer my call.,27
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_1,"I am here, my lady.",19
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_2,"Liandris, your actions disappoint me. This is the first time I have lost total control of a Valkyrie.",101
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_3,I am sorr-,10
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_4,"Do not interrupt me, Liandris. You have humiliated me in front of the others.",77
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_5,Is there something I can do?,28
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_6,You have done quite enough.,27
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_7,I can be erased if that is to be my punishment.,47
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_8,What good would that do?,24
STR_DIALOGS_INTERMISSION_3_D2_FREYDIN_9,No... I want you to find Sangrigor at all costs and bring her before me. I must know why she has escaped my call.,113
STR_DIALOGS_INTERMISSION_3_D2_LIANDRIS_10,"As you wish, my lady.",21
