offset,text_source,byte_budget
0xc2c62,Henchman,8
0xc2c6b,"Oh, boss, you're back already? Guess I'll go\n",46
0xc2c9a,"and get ready for a bath, then...",33
0xc2cbc,"Numbskull, we ain't got time for that!\n",40
0xc2ce5,We've been made!,16
0xc2cf6,"Eh? Well, then! Let's beat 'em at their own\n",45
0xc2d24,"game, why don't we?",19
0xc2d38,"Wake up, moron! They got that damn BIRD with\n",46
0xc2d67,'em. Just forget it and let's book it!,38
0xc2d9b,Geh!? Wh--Wh-wh-wh--,20
0xc2db0,That's what I'm sayin'! It's the damn\n,39
0xc2dd8,nugwisomkami!,13
0xc2de6,Nugwisomkami...,15
0xc2df6,"Harsh. Not that I can blame the guy, after\n",44
0xc2e23,what Cocopo did to him.,23
0xc2e3b,A-Ah... This is all a big misunderstanding...,45
0xc2e69,Let's make like a tree and get the fuck outta\n,47
0xc2e99,here!,5
0xc2e9f,Henchmen,8
0xc2ea8,"Y-Yes, boss!",12
0xc2eb5,"Ah, p-please wait--",19
0xc2ec9,Oh--,4
0xc2ece,Wait! Don't go on ahead by yourself!,36
0xc2ef3,Lady Rulutieh!,14
0xc2f02,Haah. Haaahh...\n,17
0xc2f14,We oughta be safe out here.,27
0xc2f30,"Wait, please...!",16
0xc2f46,NGEH!? It came after us!,24
0xc2f5f,"Ah, p-please... I-I'm very sorry for what\n",43
0xc2f8b,Cocopo did last time...,23
0xc2fa3,But... please don't talk that way about Cocopo.,47
0xc2fd3,Cocopo is a very good bird...,29
0xc2ff1,"A kind, gentle, fluffy hororon...",33
0xc3017,...So...,8
0xc3020,Buh...,6
0xc3027,Bullshit!,9
0xc3031,Eep!,4
0xc3036,How's a monster like that a hororon!?,37
0xc305c,"It's possessed, I'm tellin' you!\n",34
0xc307f,By a nugwisomkami!,18
0xc3092,But...,6
0xc3099,Such cruelty. Cocopo doesn't deserve that.,42
0xc30c4,"Quite. Cruel, boorish speech indeed.",36
0xc30e9,You sayin' that thing looks like a regular\n,44
0xc3116,ol' hororon to you? You blind or somethin'?,43
0xc3142,Hororon are tiny! Colorful an' dainty! Cuddly\n,47
0xc3172,lil' featherballs! Not BLOODTHIRSTY DEMONS.,43
0xc319e,...Is that true?,16
0xc31af,Nekone?,7
0xc31b7,Why are they averting their eyes?,33
0xc31d9,And you're tellin' me that thing's a hororon?\n,47
0xc3209,"That big oaf, all drab an' ugly, ready to\n",43
0xc3235,KILL a motherf--,16
0xc3257,"Shut up, you shitty excuse for a bird!",38
0xc327e,Cocopo... Cocopo is... {W420}NOT AN OAF!,40
0xc32a7,AIIEEEE--,9
0xc32b1,Did Rulutieh just... yell?,26
0xc32cc,"Wh-Wh--I-I was only tellin' the truth, why y--",46
0xc32fb,"Guh. All right, that's it! Let 'em have it,\n",45
0xc3329,boys!,5
