offset,text_target
AREAS060.DAT:7:5,"[14][01][01]""A armadura que usamos para nos proteger da maldição é muito pesada![02]Ficar o dia todo andando nela deixa a gente com fome de mais!"""
AREAS060.DAT:7:6,"[14][02][02]""Uhhh...Nao estou me sentindo bem nao...[02]Acho que a maldição me afetou..."""
AREAS060.DAT:7:7,"[14][03][03]""Vê aquele cara ali em pé, na frente do caldeirão? Esse [02]é nosso patrão, o Tahb."""
AREAS060.DAT:7:8,"[14][04][04]""Do jeito que vejo, maldição é tipo alguém falar mal de você. [02]Quer dizer, quando alguém diz algo ruim, você nao se sente bem, certo? [02]Então maldição é tipo isso, mas muito mais potente, entende?"""
AREAS060.DAT:7:9,"[14][05][05]""A maldição que o Império faz é tipo uma névoa preta... [02]E tem um monte de coisa desagradável tipo espectros e assombrações dentro dela... [02]Qualquer exposição a ela sem proteção é fatal!"""
AREAS060.DAT:7:10,"[14][06][06]""Esse lugar nao é pra mulher e criança... Nao [02]sabe que foi amaldiçoado!?"""
AREAS060.DAT:7:12,"[0C][04][14][C1]@""Precisamos passar por Chamba. [02]Tem algum jeito de fazer isso antes que a maldição desapareça?"""
AREAS060.DAT:7:17,"[0C][04][14][C1]@""Então tudo que precisamos é de um guia, certo?""[0B][0B][0B][15][12]"
AREAS060.DAT:7:20,"[14][04][04]""Voce quer entrar na maldição? Sem nenhuma armadura!? [02]Voce ta maluco!? Voce nao duraria cinco segundos la dentro!"""
AREAS060.DAT:7:21,"[14][05][05]""Bem, tem alguns lugares onde a maldição ta ficando fraca e desaparecendo... [02]Ah, esquece—é muito perigoso!"""
AREAS060.DAT:7:22,"[14][06][06]""Voce quer que eu te leve pela maldição? [02]Humph! Voce nao conhece como eu conheço... [02]Se conhecesse, saberia nao nem pedir isso."""
AREAS060.DAT:7:23,"[14][07][07]""Todo mundo ta ai fora trabalhando. [02][19]"
AREAS060.DAT:7:25,"[14][04][04]""O que!? Voce vai mesmo fazer isso!? [02]Tudo bem... É sua escolha, mas nao diga que nao avisei voce."""
AREAS060.DAT:7:26,"[14][04][04]""Eles sao responsabilidade sua, [04][05]. [02]É melhor você cuidar bem deles!"""
AREAS060.DAT:7:27,"[14][05][05]""Qualquer contato com a névoa é perigoso... [02]Pode te envenenar, ou fazer coisas estranhas na sua cabeça... [02]E às vezes simplesmente te mata! [02]Nao importa o que faca, fique longe da névoa!"""
AREAS060.DAT:7:28,"[14][05][05]""Só porque voce ta seguro, [04][05], nao esqueca que eles nao estao. [02]Certifique-se de protege-los—entendeu?"""
AREAS060.DAT:7:29,"[14][06][06]""Voce vai deixar [04][05] guiar voce pela névoa!? [02]Voce deve ser bem corajoso pra tentar algo assim!"""
AREAS060.DAT:7:30,"[14][06][06]""Sempre soube que voce era um sujeito estranho... [02]Faz sentido que voce pegasse esse trampo!"""
AREAS060.DAT:7:31,"[14][08][08]""O centro de Chamba é bem confuso... [02]Certifique-se de nao se perder."""
AREAS060.DAT:7:32,"[14][08][08]""Só certifique-se de tirar eles vivos daqui, ta [04][05]?"""
AREAS060.DAT:7:33,"""Se voce quer descansar, posso deixar voce usar uma dessas camas.""[12][86][0C][93]Descansar[01]Diario[01]Nao, obrigado"
AREAS060.DAT:7:34,"[14][01][01]""Todo mundo ta trabalhando. [02]Eu? Eu, uh... [0B]Estou doente."""
AREAS060.DAT:7:35,"[14][08][08]""Nao to trabalhando com o vigor de antes... [02]Só nao tenho mais energia. [02]Deve ser a maldição... [01]Sim, é isso—tem que ser a maldição!"""
AREAS060.DAT:7:36,"[14][04][04]""Essa maldição é bem potente... Nunca vi uma igual. [02]Quer dizer, a gente limpou Synesta num instante!"""
AREAS060.DAT:7:37,"[14][01][01]""Tudo bem, tudo bem, [04][05]... [02]Eu vou pro trabalho assim que acabar de comer isso, ta certo?"""
AREAS060.DAT:7:38,"[14][04][04]""Pensando bem... [02]Voce nao estava com a gente quando a gente limpou Synesta, era?"""
AREAS060.DAT:7:39,"[14][08][08]""Demorou pra voltar, hein [04][05]? [02]Voce se perdeu la dentro?"""
AREAS060.DAT:7:40,"[14][03][03]""Espera só pra ver—a gente vai limpar esse lugar em poucos dias... [02]Vai ficar igual Synesta!"""
AREAS060.DAT:7:41,"[14][09][09]""O que a gente vai fazer com a gente mesmo depois que a gente terminar aqui?"" [02][14][FF][FF][14][8A]J""Bem, eles disseram que se outra guerra comecar, [02]eles nos chamam."""
AREAS060.DAT:7:43,"[14][0A][0A]""Voce ja ouviu? Dizem que tem um tipo de monstro-peixe ou algo assim morando bem fundo da cidade!"" [02][14][FF][FF][14][89]I""Sim, ja ouvi falar disso. [02]O que voce espera? Essa maldição afeta qualquer coisa que toca— [02]Aposto que tem um monte de coisa estranha ai dentro!"""
