offset,text_target
AREAD033.DAT:12:0,"[0C][03][14][C1]@""É lindo...[0B]"""
AREAD033.DAT:12:1,"[0C][03][14][C1]@""É lindo...[0B]"""
AREAD033.DAT:12:2,"[0C][02][14][C2]@""Tem uma vila[01]chamada [05][02]Kyria[06] a[01]leste daqui."""
AREAD033.DAT:12:4,"[0C][04][14][C1]@""Nao é aquele...?[0B]"""
AREAD033.DAT:12:5,"[0C][04][14][C2]@""É aquele dragao[01]que destruiu a[01]barragem...[0B]"""
AREAD033.DAT:12:6,"[0C][04][14][80]@""Nunca vi dragao[01]vir tao perto da[01]costa antes."""
AREAD033.DAT:12:7,"[0C]C[14][80]@""Parece que vossos[01]caminhos se[01]tornaram [02]ligados ao[01]do dragao..."""
AREAD033.DAT:12:8,"[0C]C[14][01]@""Conhece muito[01]sobre dragoes,[01]senhora?"""
AREAD033.DAT:12:9,"[0C]C[14][02]@""É o mesmo dragao[02]que destruiu a[01]barragem?"""
AREAD033.DAT:12:10,"[0C]C[14][80]@""Dragoes nao[01]atacam pessoas,[01]querido...[02]Este apenas[01]quer dizer-vos[01]algo."""
AREAD033.DAT:12:12,"[0C][04][14][80]@""Dragoes estao alem[01]da compreensao de[01]mortais como nos...[02]O que sabemos deles[01]vem de cancoes[01]de tempos antigos."""
AREAD033.DAT:12:13,"[0C]C[14][80]@""Quer ouvir uma de[01]minhas cancoes?[02]Nao custa muito...[12]"""
AREAD033.DAT:12:14,"[0C][04][14][80]@""He he...Obrigado[01]mesmo. Bem, eis[01][02]uma cancao para vos."""
AREAD033.DAT:12:15,"[0C][04][14][80]@""10 zennys de novo?[01]Nao sao muito[01]generosos, nao?"""
AREAD033.DAT:12:16,"[0C][04][14][80]@""Caramba, vos prendem[01]bem firme suas[01]moedas, nao?[02]Ainda assim, nao tenho[01]mais cancoes, entao[01]preciso cantar [02]a verdadeira Cancao[01]do Dragao."""
AREAD033.DAT:12:17,"[0C]C[14][80]@""He he...[02]Acho que nao era[01]a Cancao do[01]Dragao, era?[02]Quer ouvir outra[01]cancao?[02]Nao custa muito...[12]"""
AREAD033.DAT:12:18,"[0C][81][05][08]O interminavel mar de barro,[01]ate a beira do mundo[01]segue[01]Vasto e fundo, sobre o[01]mundo feito coroa,[01]Tao grande que engole[01]ate o sol poente.[06]"
AREAD033.DAT:12:19,"[0C][81][05][08]O sol nasce e se poem,[01]e assim passam os dias,[01]Que é uma vida,[01]senao o piscar de um[01]olho?[06]"
