offset,text_source,byte_budget
0x11df62,"So, ready to try again?",23
0x11df7a,Yes...,6
0x11df81,"All right, let's figure out what we learned.\n",46
0x11dfb0,The bitterness of the sap intensifies after it\n,48
0x11dfe1,hardens...,10
0x11dfec,So we haven't been giving it the time to harden\n,49
0x11e01e,by using sap taken directly from the tree\n,43
0x11e04a,itself.,7
0x11e052,"The bitterness still persists even then, so\n",45
0x11e080,NOW we'll try absorbing it with amam powder.,44
0x11e0ad,That sounds right...,20
0x11e0c2,"Rulutieh gives a small nod, then begins to mix\n",48
0x11e0f3,amam powder from a small jar into a bowl of\n,45
0x11e121,sap.,4
0x11e126,Let me know if you want me to jump in. We can\n,47
0x11e156,take turns at it.,17
0x11e168,"Thank you, but... I should... be fine.",38
0x11e18f,I'd better let her focus. I'm a complete\n,42
0x11e1ba,"amateur at this, after all.",27
0x11e1d6,"Now, we should leave it to set, and then\n",42
0x11e201,separate it after all the amam has sunk to\n,44
0x11e22e,the bottom.,11
0x11e23a,Right...,8
0x11e243,"That way, all the bitterness will be\n",38
0x11e26a,"concentrated in the powder, leaving us with\n",45
0x11e298,what we want.,13
0x11e2a6,"We originally tried to mix in ash to do this,\n",47
0x11e2d6,but who'd have guessed amam powder would do\n,45
0x11e304,the same job?,13
0x11e312,"Just as expected, the powder sinks to the\n",43
0x11e33e,"bottom, leaving a clear liquid on top...",40
0x11e367,"...Oh, it's faintly sweet now!",30
0x11e386,Rulutieh smiles as she tastes the final result.,47
0x11e3b6,That powerful flavor it had is all but... gone.\n,49
0x11e3e8,"It's strange, tasting it like this...",37
0x11e40e,We can usually get this far with no problems.\n,47
0x11e43e,But now...,10
0x11e449,"Next, we need to boil it since it's so thin,\n",46
0x11e478,but this is the tricky part.,28
0x11e495,"Rulutieh, would you do the honors?",34
0x11e4b8,Y-Yes...,8
0x11e4c1,Rulutieh separates and scoops up our prize into\n,49
0x11e4f3,"a pot, moving it over to the cookfire.",38
0x11e51a,There... It's ready.,20
0x11e52f,"All right, I'm ready too. Let's try not to burn\n",49
0x11e561,it this time.,13
0x11e56f,"And don't worry about messing up, OK?\n",39
0x11e597,Failure is always an option. Just relax.,40
0x11e5c0,U-Understood...,15
0x11e5d0,Rulutieh stirs the supernatant liquid in the\n,46
