offset,text_target
0x22661d,Hah... hh... hahh...
0x226632,Eu... não consigo... respirar...
0x22664d,Não aguento... correr... mais não...
0x22666b,Guarda
0x226671,O que aconteceu? Por que vocês estão com tanta pressa?
0x2266a0,"Enquanto todos correm para fora das ruínas,\n"
0x2266cd,saudado pela voz descontraída da guarda.
0x2266f9,"Grito ao guarda, com minha voz rouca ao máximo:\n"
0x22672c,consigo dar conta.
0x226738,Precisamos tampar isso e fechar o lugar\n
0x226769,vai!
0x22676e,O quê--!? Do que você está falando...?
0x226795,"Rápido! Maro, não fica aí parado!"
0x2267ba,Ugh!? S-Sim!!
0x2267cb,Chamem todos que puderem! Depressa!\n
0x2267ee,Precisamos selar esta tumba maldita sem\n
0x22681c,sem demora!!
0x226824,M-Mas isso é muito repentino.\n
0x226843,Acho que não temos--
0x22685a,"Isso está cheio de Tatari! Se não agirmos logo,\n"
0x22688c,vão começar a inundar tudo!!
0x2268b2,...Hein?
0x2268ba,"O guarda fica paralisado, como se não conseguisse\n"
0x2268ed,entender o que estou falando.
0x226909,Uruuru! Saraana!!
0x22691b,Como desejar.
0x226928,As gêmeas parecem entender e rapidamente\n
0x226958,tiram a caixa com brasão e a erguem sobre suas\n
0x22698a,balançam a cabeça.
0x226991,Eu-- Isso é--
0x22699e,Saiba qual é seu lugar.
0x2269af,Cesse vossa impertinência. Não vedes isto\n
0x2269de,brasão?
0x2269e6,M-Minhas mais sinceras desculpas!!
0x2269fe,Todos os guardas e estudiosos que nos veem\n
0x226a2b,rápido ajoelham e fazem reverência.
0x226a54,Temos problemas maiores para resolver!\n
0x226a7e,Tragam picaretas e pás! Vamos fechar\n
0x226ab0,tira isso de cima de mim!!
0x226ac1,"S-Sim, senhor!"
0x226acd,Rápido!!
0x226ad5,"Os guardas e estudiosos se levantam na hora, e\n"
0x226b05,apressadamente nos ajudam a reenterrar as ruínas.
0x226b29,"Quando selamos a entrada principal, todos nós\n"
0x226b5d,"despencamos no chão, como bonecos sem fio.\n"
0x226b91,são cortadas.
