offset,text_source,byte_budget
0x8f825,The pealing of bells echoes from a distance\n,45
0x8f853,"through the narrow, dim corridor...",35
0x8f877,"From the darkness at the end of the hallway,\n",46
0x8f8a6,a certain aperyu-clad duo materializes in\n,43
0x8f8d2,silence.,8
0x8f8db,"They wordlessly walk to the end of the corridor,\n",50
0x8f90e,"stopping at a large door, where a woman calls\n",47
0x8f93e,to them.,8
0x8f947,"Welcome back, you two. Thank you for the labors\n",49
0x8f979,you have undertaken thus far.,29
0x8f997,Mysterious duo,14
0x8f9aa,Please enter.,13
0x8f9b8,This way.,9
0x8f9c2,The robed duo stride forward and kneel before\n,47
0x8f9f2,"a solemn, austere throne, bowing their heads.",45
0x8fa20,Lady,4
0x8fa25,You're absolutely certain about this discovery?,47
0x8fa55,The young woman beside the throne addresses\n,45
0x8fa83,them directly...,16
0x8fa94,The duo nods in silent reply.,29
0x8fab2,I see. In that case...,22
0x8fac9,"Ah, at long last...",19
0x8fadd,"Yes, my liege. Finally...\n",27
0x8faf9,Finally.,8
0x8fb02,"The woman smiles with sincere happiness,\n",42
0x8fb2d,turning toward the throne and bowing deeply.,44
0x8fb5a,"A reedy, rasping voice continues to speak from\n",48
0x8fb8b,the throne.,11
0x8fb97,How long it's been...\n,23
0x8fbaf,How long I've waited for this day!,34
0x8fbd2,"Surely, it must be providence that this happens\n",49
0x8fc04,as my life draws near its end...,32
0x8fc25,Heh... Ah heh heh.,18
0x8fc38,Ahahahaha!,10
0x8fc43,I've been waiting for this moment!,34
0x8fc66,"At last... At long last, it begins!\n",37
0x8fc8c,A new dawn! A new era!,22
0x8fca3,Heeheehee! HA HA HA HA!!,24
0x8fcbc,AHAHA HA HA HA HA!!,19
