offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS038.DAT:7:2,AREAS038.DAT,7,2,"[14][01][01]""In this room, we are[01]holding a group of[01]people who were part[02]of an incident which[01]is currently under[01]investiga...[02]Hey, what're you[01]doing out here!?""",213,[14][01]
AREAS038.DAT:7:3,AREAS038.DAT,7,3,"""Back when we were[01]at war,[02]things were really[01]busy here, what with[02]everyone making[01]machines, selling[01]parts and all...""",166,
AREAS038.DAT:7:4,AREAS038.DAT,7,4,"""Here, we use the[01]metal prospected[02]from the dam to[01]make machine parts.""",100,
AREAS038.DAT:7:5,AREAS038.DAT,7,5,"""I came here from the[01]south, and while I[02]was passing through[01]the woods,[02]something poked me[01]in the eye![02]I tell you, that[01]forest is haunted!""",195,
AREAS038.DAT:7:6,AREAS038.DAT,7,6,"""I just know there's[01]something in that[01]forest![02]I mean, you'll hear[01]voices when there's[01]nobody around,[02]and sometimes you[01]can feel something[02]pulling your hair![02]Some people say[01]they've even been[02]bit by invisible[01]animals!""",306,
AREAS038.DAT:7:7,AREAS038.DAT,7,7,"""I was traveling[01]through the forest,[01]when suddenly[02]something pinched[01]my...Well, my you-[01]know-where!""",141,
AREAS038.DAT:7:8,AREAS038.DAT,7,8,"""Ain't had much to[01]do since the war[01]ended...""",63,
AREAS038.DAT:7:9,AREAS038.DAT,7,9,"""Can't find any work,[01]but that doesn't stop[01]him from eating!""",86,
AREAS038.DAT:7:10,AREAS038.DAT,7,10,"""Not only did a lot[01]of people lose their[02]jobs when the war[01]ended,[02]now they've got all[01]sorts of problems with[01]the truce...[02]I sure don't envy the[01]king his job!""",222,
AREAS038.DAT:7:11,AREAS038.DAT,7,11,"[14][02][02]""Have you heard what[01]they're saying about[02]the chief of the[01]Worens?""[02][14][FF][FF][14][83]C""I have! They say[01]he snuck into the[02]Empire searching for[01]the missing Wyndian[01]princess!""",230,[14][02]
AREAS038.DAT:7:12,AREAS038.DAT,7,12,"[14][03][03]""Can you believe[01]it? I mean, she's[01]engaged, isn't she?""[02][14][FF][FF][14][82]B""I know! To the[01]Prince of Ludia,[01]no less![02]I just love royal[01]scandals!""",190,[14][03]
AREAS038.DAT:7:13,AREAS038.DAT,7,13,"""All my mom does is[01]stand around all day[01]and gossip!""",75,
AREAS038.DAT:7:14,AREAS038.DAT,7,14,"[14][04][04]""It is unacceptable![02]Zese factory towns,[01]zey do not 'ave any[01]inns![02][19]",100,[14][04]
AREAS038.DAT:7:15,AREAS038.DAT,7,15,"[14][80]@""Can you believe it?[02]I had no idea the[01]Prince was so cold-[01]hearted!""[02][14][FF][FF][14][01][01]""Maybe so, but I[01]bet people in his[02]position have to be[01]like that in order[02]to do what they have[01]to do.""",252,[14][80]
AREAS038.DAT:7:16,AREAS038.DAT,7,16,"[14][01][01]""Do you think the[01]Woren chief knew[01]what would happen[02]to him if he went[01]to the Empire, but[01]went anyway?""[02][14][FF][FF][14][80]@""I guess he must[01]really love the[02]Princess to do[01]that for her.""",245,[14][01]
AREAS038.DAT:7:17,AREAS038.DAT,7,17,"[14][04][04]""Is dangerous to be[01]walking around at[01]night like zis, no?[02][19]",87,[14][04]
AREAS038.DAT:7:19,AREAS038.DAT,7,19,"You've got to go help[01][04][02]!""",37,
AREAS038.DAT:7:20,AREAS038.DAT,7,20,"""shhh! Don't let my[01]wife know where I am![02]If she finds out I'm[01]not working, she'll[01]have my hide!""",136,
AREAS038.DAT:7:21,AREAS038.DAT,7,21,"""Now where has that[01]good-for-nothing[02]husband of mine[01]gotten off to this[01]time!?""",111,
AREAS038.DAT:7:22,AREAS038.DAT,7,22,"""Been seeing a lot of[01]Ludian troops moving[02]out of the capital[01]lately...[02]Wonder if that means[01]another war's going[01]to start?""",173,
AREAS038.DAT:7:23,AREAS038.DAT,7,23,"""Have you heard the[01]news?""[12]",38,
AREAS038.DAT:7:24,AREAS038.DAT,7,24,"""They say the dam was[01]destroyed by a mud[01]flood![02]That means we won't[01]be able to get the[02]metal we need to[01]make parts.[02]What're we going to[01]do!?""",198,
AREAS038.DAT:7:25,AREAS038.DAT,7,25,"""Well then, I guess[01]there's not much[02]point in telling you,[01]is there?""",97,
AREAS038.DAT:7:26,AREAS038.DAT,7,26,"""The Worens told me that[01]the southern woods are[01]haunted,[02]so I came to see for[01]myself, but I didn't[01]see any ghosts!""",162,
AREAS038.DAT:7:27,AREAS038.DAT,7,27,"""I came here looking for[01]something to trade,[02]but it looks like there[01]isn't much business to be[01]had here.""",148,
AREAS038.DAT:7:31,AREAS038.DAT,7,31,"""Thanks! I bet I'll have[01]good dreams tonight!""",65,
