offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS053.DAT:8:3,AREAS053.DAT,8,3,"[0C][04][14][80]@""Oh my!""",19,
AREAS053.DAT:8:4,AREAS053.DAT,8,4,"[0C][04][14][80]@""Sorry 'bout that...[01]Got a little smokey[01]there, didn't it?[02][14][81]A""Me oven ain't what[01]it used to be, I'm[01]afraid!""",160,
AREAS053.DAT:8:5,AREAS053.DAT,8,5,"""One o' the wall's on[01]Mami's house there's got[01]a mighty big crack in't.[02]Better tell 'er so's she[01]can get it fixed come[01]winter...""",181,
AREAS053.DAT:8:6,AREAS053.DAT,8,6,"""Everyone here works hard[01]for a livin'! Not like them[01]young folk in the cities!""",113,
AREAS053.DAT:8:7,AREAS053.DAT,8,7,"""Hey![02]Don't be a-talkin' to me[01]right now--I be countin'[01]these beans!""",97,
AREAS053.DAT:8:8,AREAS053.DAT,8,8,"""I know you--my mom says[01]you're the fella that's[01]shackin' up with Mami![02]What's 'shackin' up' mean,[01]anyway?""",150,
AREAS053.DAT:8:9,AREAS053.DAT,8,9,"[14][02][02][0A][06]""whine""",17,[14][02]
AREAS053.DAT:8:10,AREAS053.DAT,8,10,"""Nuthin' like fishin' on a[01]sunny afternoon, eh?""",68,
AREAS053.DAT:8:11,AREAS053.DAT,8,11,"""Huh? Now that be an odd[01]question t' ask.[02]This here be [05][02]Sonne Village[06].[01]Capital? Oh, that be far[01]off to the east, friend.""",173,
AREAS053.DAT:8:12,AREAS053.DAT,8,12,"[14][03][03]""Hey! Yer that fella[01]that Mami's been[02]takin' care of,[01]ain'tcha?""",94,[14][03]
AREAS053.DAT:8:13,AREAS053.DAT,8,13,"[0C][04][14][03][03]""Who are ya? Where d'[01]ya come from, eh?[02]We don' take kindly[01]t'strangers 'ere...""[15][0E]",122,
AREAS053.DAT:8:15,AREAS053.DAT,8,15,"[0C][04][14][83][03]""Mami...What'cha be[01]doing with this[01]'ere...""",69,
AREAS053.DAT:8:20,AREAS053.DAT,8,20,"[0C][06][14][80]@""Oh boy...I di' no'[01]mean for the landlord[02]t'fin' out about[01]you....""",101,
AREAS053.DAT:8:22,AREAS053.DAT,8,22,"[0C][06][14][80]@""Well...[0B]It'll[01]prob'ly be fine,[02]long as we keep[01]pretendin' ye be[01]m' cousin...[02][14][81]AYe should be worryin'[01]more about yerself[01]than me![02]Yer wound ain't[01]fully healed yet![02]Ye shouldn't be[01]walkin' around in[01]th' first place!""",310,
AREAS053.DAT:8:23,AREAS053.DAT,8,23,"[0C][06][14][80]@""Callin' you m'[01]cousin was the first[01]thing I thought of...[02]But ye really be...""",118,
AREAS053.DAT:8:24,AREAS053.DAT,8,24,"[0C][06][14][80]@""Ne'er mind...Forget[01]I asked.""",50,
AREAS053.DAT:8:26,AREAS053.DAT,8,26,"[0C][03][14][04][04]""Many were the[01]nations of the[01]world then,[02]and they didst make[01]terrible war upon[01]each other.""",136,
AREAS053.DAT:8:30,AREAS053.DAT,8,30,"[0C][03][14][04][04]""However, even as he[01]dreamed, [04][06][02]realized a terrible[01]truth.""",92,
AREAS053.DAT:8:31,AREAS053.DAT,8,31,"[0C][03][14][04][04]""Even were he[01]complete,[02]he wouldst not be[01]able to fulfill all[02]the people's[01]desires!""",125,
AREAS053.DAT:8:32,AREAS053.DAT,8,32,"[0C][03][14][05][05]""Indeed. And why not?[01]For people are...""[15]!",66,
AREAS053.DAT:8:36,AREAS053.DAT,8,36,Do you want to rest?[12][86][0C][93]Rest[01]Diary[01]Never mind,63,
AREAS053.DAT:8:37,AREAS053.DAT,8,37,Do you want to rest on the[01]bed?[12][8A][0C][82]Yes[01]No,58,
AREAS053.DAT:8:38,AREAS053.DAT,8,38,"""If ye be lookin' for Mami,[01]she be workin' in the other[01]field, down thataway.[02]Ain't nobody works as hard[01]as that girl...""",170,
AREAS053.DAT:8:39,AREAS053.DAT,8,39,"""I know you! You be Mami's[01]man![02]I mean cousin, right!?""",78,
AREAS053.DAT:8:40,AREAS053.DAT,8,40,"""You ever fish, son?""[12][01][0C][82]Yes[01]No",44,
AREAS053.DAT:8:41,AREAS053.DAT,8,41,"""Tha's what I figured...[01]Ye got th' look in yer[01]eyes...""",79,
AREAS053.DAT:8:42,AREAS053.DAT,8,42,"""No, I didn' think so...Ye[01]don' look like th' type...""",76,
AREAS053.DAT:8:43,AREAS053.DAT,8,43,"[14][04][04]""What is this!?[01]I feel a presence...[02]'Tis like unto one[01]of the Endless...""",108,[14][04]
AREAS053.DAT:8:45,AREAS053.DAT,8,45,"""Did ye feel that? It was[01]like a tremor...""",61,
AREAS053.DAT:8:46,AREAS053.DAT,8,46,"""Huh?[02]I bet Mami be in the field[01]down there, like she always[01]is...""",94,
AREAS053.DAT:8:47,AREAS053.DAT,8,47,"""If'n ye be well enough t'[01]walk around, why ain'tcha[01]workin' like ev'ryone else?[02]Ev'ryone 'round 'ere's gotta[01]earn their keep, y'know.""",190,
AREAS053.DAT:8:48,AREAS053.DAT,8,48,"[14][02][02][0A][06]""Sigh.""",17,[14][02]
AREAS053.DAT:8:49,AREAS053.DAT,8,49,"""If'n you got nuthin'[01]else to do, ye should[01]try fishin', son.[02]It's mighty relaxin'!""",118,
AREAS053.DAT:8:50,AREAS053.DAT,8,50,"""Did ye feel that tremor a[01]while ago?[02]It be an omen, I know it![01]Sumthin' bad be going t'[01]happen!""",136,
AREAS053.DAT:8:51,AREAS053.DAT,8,51,"""Wha' was tha' rumblin'[01]a while back?""",54,
AREAS053.DAT:8:52,AREAS053.DAT,8,52,"[14][04][04]""Methinks it not[01]be wise that thee...[02]That we persist in[01]this...relationship.""",114,[14][04]
AREAS053.DAT:8:53,AREAS053.DAT,8,53,"[0C][06][14][80]@""Ryong...""",22,
AREAS053.DAT:8:54,AREAS053.DAT,8,54,"[0C][06][14][80]@""Don' let what th'[01]landlord said bother[01]ye...[02]All the folks in the[01]village're thankful[01]for what ye did...[02][14][81]AAn' so am I...""",181,
AREAS053.DAT:8:55,AREAS053.DAT,8,55,"[0C][04][14][83][03]""He...[0B]He be this[01]way, sirrah.""",51,
AREAS053.DAT:8:56,AREAS053.DAT,8,56,"[14][C6]@""T'would appear I[01]must needs fight mine[01]way out...[02]Nay...[0B]Mayhap I can[01]still escape[02]unnoticed by yon[01]soldiers...""",163,[14][C6]
AREAS053.DAT:8:57,AREAS053.DAT,8,57,"[14][C6]@""What is this?[02][14][85]EWhat matter is this[01]village to me?[02]Why dost I hesistate?[01]My path be clear--[02]Defeat yon troops[01]and make mine way[01]to Chedo...[02]And yet...""",219,[14][C6]
AREAS053.DAT:8:58,AREAS053.DAT,8,58,"[14][06][06]""So this is where[01]you've been hiding[01]him, eh?""",69,[14][06]
AREAS053.DAT:8:59,AREAS053.DAT,8,59,"[0C][02][14][83]C""H-hiding!?[02]We didn' know 'e was[01]wanted!""",65,
AREAS053.DAT:8:60,AREAS053.DAT,8,60,"[0C][02][14][83]C""I...[0B]I told all th'[01]folks in the village[02]t' get anything tha'[01]could be used as a[01]weapon...[02]We'll 'elp you[01]capture 'im, all[01]right? Heh heh...""",206,
AREAS053.DAT:8:61,AREAS053.DAT,8,61,"[0C][04][14][03][03]""Mami!?""[13]0[14][85]E""Thou wouldst do such[01]a thing?""",69,
AREAS053.DAT:8:62,AREAS053.DAT,8,62,"[14][85]E""Thou wouldst do such[01]a thing?""",48,[14][85]
AREAS053.DAT:8:63,AREAS053.DAT,8,63,"[0C][02][14][84][04]""Thou wouldst protect[01]me--hinder their[02]attempts to encage[01]me?[02]Thou art taking a[01]great risk.[02]What whilst thy[01]fellows think of[01]thee?""",191,
AREAS053.DAT:8:65,AREAS053.DAT,8,65,"[0C][02][14][80]@""An' I thought, maybe[01]if'n ye hid out here,[01]with me...[02]Ye might be able[01]t'live a normal[01]life...With me...""",156,
AREAS053.DAT:8:66,AREAS053.DAT,8,66,"[0C][02][14][81]A""I know it's silly--[01]it canno' be...[0B][02]But I wished so hard[01]it would!""",104,
AREAS053.DAT:8:67,AREAS053.DAT,8,67,"[0C][02][14][80]@""Forgive me...I[01]ne'er shoulda made[01]ye stay here...!""",80,
AREAS053.DAT:8:68,AREAS053.DAT,8,68,"[0C][02][14][83]C""Mami! What ye be[01]doin'!? Open the[01]door!!""",66,
AREAS053.DAT:8:72,AREAS053.DAT,8,72,"[14][01][01]""Heh heh...[02]Who'd a thunk that[01]th' cracked wall'd[02]come in handy like[01]this, eh?""",115,[14][01]
AREAS053.DAT:8:73,AREAS053.DAT,8,73,"The crack in the oven wall[01]isn't very large, but you[01]can probably fit through.",110,
AREAS053.DAT:8:74,AREAS053.DAT,8,74,"[14][07][07]""There was only this[01]woman inside!""",54,[14][07]
AREAS053.DAT:8:75,AREAS053.DAT,8,75,"[14][08][08]""You were hiding[01][04][06], weren't[01]you?[02]Did you...live with[01]him?""",87,[14][08]
AREAS053.DAT:8:76,AREAS053.DAT,8,76,"[14][88][08]""Take her back to[01]Astana.[02]We may be able to[01]use her in the[01]Carronade.""",103,[14][88]
AREAS053.DAT:8:77,AREAS053.DAT,8,77,"[14][03][03]""It...It ain't me[01]fault...[0B]...[0B][02]It's yer fault,[01]Mami...Ye shouldn'ta[01]done tha'...""",119,[14][03]
AREAS053.DAT:8:78,AREAS053.DAT,8,78,"""You ever fish, son?""[12][01][0C][82]Yes[01]No",44,
AREAS053.DAT:8:79,AREAS053.DAT,8,79,"""Tha's what I figured...[01]Ye got th' look in yer[01]eyes...""",79,
AREAS053.DAT:8:80,AREAS053.DAT,8,80,"""Hmmm...You neither, eh?[02]Ye look like ye'd like it,[01]though...Humph.""",96,
AREAS053.DAT:8:81,AREAS053.DAT,8,81,"[14][03][03]""Yo...[0B]You again!?[01]What ye be doing...!?[02]...[0B]...No, yer not[01]'im.[02]We don' like[01]strangers 'round[01]here...[02]Ye be just passin'[01]through, right?""",198,[14][03]
AREAS053.DAT:8:82,AREAS053.DAT,8,82,"""Folks say th' capital's[01]been attacked by some kinda[01]monster...[02]What's th' world comin'[01]to?""",129,
AREAS053.DAT:8:83,AREAS053.DAT,8,83,"""Lot o' people been comin'[01]round these parts lately...[02]Jus' a while back, there[01]was a bunch o' soldiers[01]'ere too.""",160,
AREAS053.DAT:8:84,AREAS053.DAT,8,84,"""Wait...[0B]Ain't you...[02]No, I guess you ain't.""",63,
