offset,text_source,byte_budget
0x15a1f,"Now, fiend... Taste the strike of justice!\n",44
0x15a4c,Rryaaah!,8
0x15a56,...What.,8
0x15a5f,Taaake this!\n,14
0x15a6e,Ultimate justice slash!,23
0x15a86,...Haku... I think that's enough playing around.,48
0x15ab7,"Uh, n-no, I'm not--I mean... Miss Kuon?",39
0x15adf,Hm?,3
0x15ae3,My attacks don't seem to be... You know.\n,42
0x15b0e,Doing anything.,15
0x15b1e,"Haku, I know they're weak, but we should really\n",49
0x15b50,take this seriously. It doesn't pay to be\n,43
0x15b7c,overconfident!,14
0x15b8b,"B-But I'm trying my best, here...",33
0x15bad,Raaaaahhh!,10
0x15bb8,Hraaaaahhh!,11
0x15bc4,...Haku...?,11
0x15bd0,"H-Hey, w-w-wait a sec--",23
0x15be8,What's the deal? I thought these guys were supposed\n,53
0x15c1e,to be weak!,11
0x15d01,{c5}Combat Tutorial{c-1} has been added to\n  the System menu.,62
0x15d40,You can find information on the basic mechanics\n,49
0x15d72,of fighting in the Combat Tutorial.,35
0x15d96,If you ever feel unsure about the flow of\n,43
0x15dc2,"combat, please be sure to take a look.",38
0x15fdf,Negative example...,19
0x15ff3,"We have brought a negative example, so you can\n",48
0x16024,"learn not to be a soft and ""wimpy"" being such as\n",50
0x16057,he.,3
0x1605b,"Hold it, HOLD IT! Gooshy-soft doesn't mean\n",44
0x16088,WEAK-soft! Not to mention it's a deadly\n,41
0x160b2,predator!,9
0x160bc,...Then learn from its flexibility.,35
0x160e0,Yes. You should learn flexible thinking from it.,48
0x16111,So I can be... soft... like one of THEM? That's\n,49
0x16143,the day I stop being human!,27
0x162e2,Your teacher was soft. Now he is hard.,38
0x16309,You should learn from how he throbs. And look\n,47
0x16339,"how he expands larger and larger, master.",41
0x16363,"Look, stop... screwing around, you two.",39
0x1638b,...Screwing around?,19
0x165e1,Guess I'll never know... what any of this means...,50
0x16614,"Haku, pull yourself together! Haku!!",36
0x166df,"H-Huh? N-No, this has to be... some mistake,\n",46
0x1670e,right...?,9
