offset,text_source,byte_budget
0x24e6fa,Yo.,3
0x24e700,"As an energetic voice breaks the silence,\n",43
0x24e72c,"I snap out of my slee--uh, meditation.",38
0x24e753,How's everything going?,23
0x24e76b,"...Hey, Ukon.",13
0x24e779,"Kid, I knew you had a lotta hidden skills, but\n",48
0x24e7aa,I didn't know y'could fall asleep with your\n,45
0x24e7d8,eyes open.,10
0x24e7e3,What're you talking about?,26
0x24e7fe,"Gahahahaha! Well, in any case, I brought a\n",44
0x24e82b,little present with me. Care to join?,37
0x24e851,Ukon hoists a small bottle.,27
0x24e86d,Oho... You have my attention.\n,31
0x24e88d,Take a seat.,12
0x24e89a,"Somehow, the twins manage to produce a huge array\n",51
0x24e8ce,"of pickles, salted fish, jerky, and cheese.",43
0x24e8fa,Allow us to pour your first cup.,32
0x24e91b,"Please enjoy as well, Master Ukon.",34
0x24e93e,"Oh, thanks.",11
0x24e94a,There we go...,14
0x24e959,Saraana tips the bottle and begins to pour the\n,48
0x24e98a,sake into Ukon's cup.,21
0x24e9a0,"For you, master.",16
0x24e9b1,"Oop, that's enough...",21
0x24e9c7,"Well, a toast to free booze--",29
0x24e9e5,A toast to a pair of lazy bums--,32
0x24ea06,Haku & Ukon,11
0x24ea12,Cheers!,7
0x24ea1a,We lift our cups and clink them together.,41
0x24ea44,"Whew, that stuff's amazing! A hard drink tastes\n",49
0x24ea76,so good in the afternoon... Even better when\n,46
0x24eaa5,it's free.,10
0x24eab0,"Makes me glad I brought it, seein' you in such\n",48
0x24eae1,a good mood.,12
0x24eaee,Here.,5
0x24eaf4,"OK, OK. So what did you come here to tell me?",45
0x24eb22,I waggle a piece of fish as questioningly as I\n,48
0x24eb53,"can, as I speak to Ukon.",24
0x24eb6c,That was some damn good booze you brought me.\n,47
0x24eb9c,I'm sure it's not gonna come cheap.,35
0x24ebc0,Or are you gonna tell me you came all this way\n,48
0x24ebf1,just to drink with me in the middle of the\n,44
0x24ec1e,afternoon?,10
0x24ec29,"Judging by the taste, this is top-drawer stuff\n",48
0x24ec5a,for special occasions. It literally COULDN'T\n,46
0x24ec89,come cheap.,11
0x24ec95,Heh...,6
0x24ec9c,"Ukon doesn't reply at first, just swishing the\n",48
0x24eccd,sake around in his cup.,23
