offset,text_source,byte_budget
0x3dbbe,lightA02,8
0x3dbc8,Everyone in position? They should be coming soon.,49
0x3dbfa,Ukon's Cohorts,14
0x3dc09,Sir!,4
0x3dc0e,"Maroro, you all sobered up?",27
0x3dc2a,"Aha ha HA! Pray forgive my lapse, Master Ukon.\n",48
0x3dc5b,Witness thou my countenance and know Maroro\n,45
0x3dc89,standeth renew'd!,17
0x3dc9b,Behold now my puissance! My command over the\n,46
0x3dcca,mysteries arcane!,17
0x3dcdc,"I was convinced before, but... Are we really gonna\n",52
0x3dd11,be OK going up against a swarm of gigiri?,41
0x3dd3b,"Hey, Haku. Do you... remember your favorite food?",49
0x3dd6d,...Huh?,7
0x3dd75,Your favorite food.,19
0x3dd89,Why the sudden question?,24
0x3dda2,"When we get back, I'll treat you to whatever your\n",51
0x3ddd6,favorite food is. OK?,21
0x3ddec,So it's going to be all right.,30
0x3de0b,"I don't get why that makes everything all right,\n",50
0x3de3e,but... I guess she's trying to be thoughtful.,45
0x3de6c,I gotta stop making myself look so pathetic...,46
0x3de9b,"Hey, you two. They're coming.",29
0x3deb9,Whoa. They're bigger than I expected.,37
0x3dedf,Hm?,3
0x3dee3,Big...ger?,10
0x3deee,"N-No, those are... small? Like, way too small.",46
0x3df1d,Ukon's Cohort,13
0x3df2b,"Yeesh, there sure are a lot of 'em.",35
0x3df4f,Watch out for the big one. Anyone who gets bitten\n,51
0x3df83,"by that isn't getting off easy, that's for sure.",48
0x3dfb4,"Wait, that's considered ""big""? But it doesn't even\n",52
0x3dfe9,hold a candle to the one that I--,33
0x3e00b,"They're falling for it! Now, Maroro!",36
0x3e030,Thou mayst place thy trust in me!,33
0x3e052,"Maroro steps forward, puffing his chest proudly,\n",50
0x3e085,and begins to wiggle his body strangely.,40
0x3e0ae,"Onpokopoko, onkorokoro, potananpasaran,\n",41
0x3e0d8,"sanmyakusanpotaya, hoisassaaaa...!!",35
0x3e0fc,"...Hey, uh, Kuon.",17
0x3e10e,Is something the matter?,24
0x3e127,"What's he, uh... doing? That weird dance?",41
0x3e151,"...Dance...? You mean thaumaturgy? Oh, but it's\n",49
0x3e183,"better known as magecraft out here, I think.",44
0x3e1b0,Magecraft?,10
0x3e1bb,They make signs with their bodies and fingers to\n,50
0x3e1ee,channel power. This type is usually most potent\n,49
0x3e220,for the weak-willed...,22
0x3e237,Alack! Thy words are as a blade between Maroro's\n,50
0x3e26a,"ribs savagely thrust, fair lady.",32
0x3e28b,"That WAS pretty harsh, missy.",29
0x3e2a9,"Come to think of it, what was it Maroro was supposed\n",54
0x3e2e0,"to do, again? I wasn't paying attention...",42
0x3e30b,"Wait, MAGEcraft?",16
0x3e31c,Like magic? There's no way he can just...,41
0x3e346,NyoHOOO!!,9
0x3e350,Wha...,6
0x3e357,Ha! Well done!,14
0x3e366,"Th-The rest, o friends, allies, my beleaguered soul\n",53
0x3e39c,leaveth unto you. This labor hath sapped my spirit.,51
0x3e3d0,Magic... is real...?,20
0x3e3e5,"To arms, men! On me! Let's clean up the rest of\n",49
0x3e417,these pests!,12
0x3e424,HRRAAAAAHHHH!!,14
0x3e433,"We should go, too.",18
0x3e446,A-All right...,14
0x3e455,"Ugh. There's so much information to unpack, here,\n",51
0x3e489,but I guess there are more important things first.,50
