offset,text_source,byte_budget
0x38bfe,"We make good time cutting through the mountains,\n",50
0x38c31,following the path up from the village...,41
0x38c5b,"As we forge deeper in, the light from the sun\n",47
0x38c8b,"overhead dims, filtered by dense canopy growth.",47
0x38cbb,One of the men Kuon had treated the night before\n,50
0x38cee,"walks at the head of the company, leading the way.",50
0x38d21,"He still has his wounded arm in a sling, but he\n",49
0x38d53,seems to have recovered enough to walk.,39
0x38d7b,"Ukon walks right behind him, whistling to himself\n",51
0x38daf,cheerfully.,11
0x38dbb,Several villagers armed with farm tools follow after\n,54
0x38df2,"them, joined by Ukon's more properly equipped men.",50
0x38e25,"The whole assembled group chats idly as we push on,\n",53
0x38e5b,hardly anyone showing even a hint of fatigue.,45
0x38e89,Hhngh. Where do these people get their energy?,46
0x38eb8,Kuon's even been stopping to gather herbs and fruit.,52
0x38eed,Keeping an eye out for ingredients for her medicine\n,53
0x38f23,on top of hiking doesn't seem to faze her at all.,49
0x38f55,"Meanwhile, my feet feel like they're about to fall\n",52
0x38f8a,off. I'm gonna collapse if this keeps up.,41
0x38fb4,"You all right, kid? You're breathing awful hard.",48
0x38fe5,"Anyone would be, after walking all this way...",46
0x39014,Really? This is nothing.,24
0x3902d,Ukon's Cohort,13
0x3903b,"Hey, kid, that cutie's gonna be disappointed with\n",51
0x3906f,you if you talk like that.,26
0x3908a,That's right! A real man sucks it up and goes for\n,51
0x390be,broke!,6
0x390c5,Urgh...,7
0x390cd,I can't even work up the energy for a comeback as\n,51
0x39101,the members of the hunting party tease me.,42
0x3912c,"Well, this place is practically a backyard to folks\n",53
0x39162,who live here. You're prolly just not used to it.,49
0x39194,Guess it can't be helped. Go hitch a ride on the\n,50
0x391c7,back of the cart. Can't have you collapsing on us.,50
0x391fa,"He's trying to be subtle about looking out for me,\n",52
0x3922f,"but honestly, I don't care about my dignity now.",48
0x39260,Thanks. I'll do that.,21
0x39276,I hop on the cart without hesitation.,37
0x3929c,GAHOO!?,7
0x392a4,What th--,9
0x392ae,"As I climb into the cart, my foot presses into\n",48
0x392df,something... gross-feeling.,27
0x392fb,Wh-What did I just step on?,27
0x39317,"I look down to find Maroro, pale in the face, in a\n",52
0x3934c,miserable heap.,15
0x3935c,"He looks so sickly, I can even tell through his\n",49
0x3938e,thick makeup he's not holding up very well.,43
0x393ba,"M-Maroro? Hey, what's wrong?",28
0x393d7,I hurriedly pull him upright.,29
0x393f5,U-Urk... hurk...,16
0x39406,Are you OK? What happened?,26
0x39421,"Oh, alack! Oh, by every god, m-my stomach. How it\n",51
0x39455,"yearns to shatter its f-fetters... Woe! Oh, woe!",48
0x3948a,I let go of him promptly.,25
0x394a4,Gyeh!?,6
0x394ab,Hwup--aahh. I can finally rest...,33
0x394cd,"Wh-What ill consideration, to so brusquely release\n",52
0x39502,"me! Maroro 'tis a man besieged, so sayeth--heURGH?",50
0x39535,"Ye gods, b-but how these backwood trails do chafe\n",51
0x39569,the spirit and vex the bowels! Pity this poor soul...,53
0x3959f,This is why I told you to go easy on the booze.\n,49
0x395d1,"You'd feel better if you walked instead of rode,\n",50
0x39604,y'know.,7
0x3960c,"Ukon's tone is exasperated, to say the least.",45
0x3963a,"Mayhaps, friend Ukon, mayhaps--but to debase mine\n",51
0x3966e,own self so ignobly? U-Unthinkable 'tis...,42
