offset,file,text_en,byte_budget
scena/mp6013.dat:0x358a,scena/mp6013.dat,Grimsel Fortress,17
scena/mp6013.dat:0x359b,scena/mp6013.dat,This is it. Grimsel Fortress.,30
scena/mp6013.dat:0x35cd,scena/mp6013.dat,making it look like a real fortress!,37
scena/mp6013.dat:0x35f2,scena/mp6013.dat,Whoa! They really went all out on,34
scena/mp6013.dat:0x3636,scena/mp6013.dat,"Anyway, no trace of anyone from out here.",42
scena/mp6013.dat:0x3695,scena/mp6013.dat,Hm. Let's see... Yep.,22
scena/mp6013.dat:0x36c0,scena/mp6013.dat,Several people definitely came through here.,45
scena/mp6013.dat:0x36ed,scena/mp6013.dat,Multiple sets of footprints. Fresh.,36
scena/mp6013.dat:0x3732,scena/mp6013.dat,"tracking skills to work, I see.",32
scena/mp6013.dat:0x3752,scena/mp6013.dat,Putting your newly learned,27
scena/mp6013.dat:0x377d,scena/mp6013.dat,there's not too many of them.,30
scena/mp6013.dat:0x379b,scena/mp6013.dat,"From the looks of it,",22
scena/mp6013.dat:0x37c0,scena/mp6013.dat,"I'd say three, maybe four total?",33
scena/mp6013.dat:0x381b,scena/mp6013.dat,but we're senior bracers.,26
scena/mp6013.dat:0x3835,scena/mp6013.dat,"They might be seasoned pros,",29
scena/mp6013.dat:0x3867,scena/mp6013.dat,"These aren't impossible odds, by any means.",44
scena/mp6013.dat:0x38b1,scena/mp6013.dat,Let's show 'em what we can do!,31
