offset,text_target
0x177b59,Argh! Meus sonhos não morrem aqui!\n
0x177b7d,"Pessoal, recuamos e nos reagrupamos!"
0x177b9d,EXI_B0535_B
0x177baa,"*Tosse, tosse, tosse*... Gah, meus olhos!\n"
0x177bd3,Esqueci de toda essa maldita fumaça!
0x177bf4,Como é que você esqueceu...?
0x177f95,"Droga, não tá bom assim..."
0x177fae,Sem opção... Hora de correr!
0x177fda,EXI_B0535_A
0x177fe7,"*Tosse, tosse, tosse*...\n"
0x178002,Esqueci da... maldita... fumaça de novo...\n
0x17802d,"*tusso, tusso*..."
0x17803f,"Nesse ponto, é... meio impressionante mesmo."
0x17810f,{c5}Tutorial de Combate{c-1} no Glossário.
0x1782a7,Cara... por que tantos degraus assim...?
0x1782ce,Pirâmide alimentar.
0x1782dc,Você deve subir os degraus para escapar do seu destino\n
0x17830c,"de ser um fracasso total, prezadíssimo mestre..."
0x178336,Ugh... Essa palavra dói mais que qualquer coisa...
0x1784a8,Vitória gloriosa.
0x1784ba,"Agora, prezadíssimo mestre, ao fim podeis considerar\n"
0x1784ea,você próprio um não-fracasso.
0x178500,"Isso me faz sentir que... devo apenas trabalhar normalmente,\n"
0x178538,pelo suor da minha fronte...
0x178553,T-Talvez... eu seja um perdedor de qualquer\n
0x178587,o que eu consigo...
