offset,text_source,byte_budget
0x2a495,Hm. It really isn't moving... It must be broken\n,49
0x2a4c7,"after all, then.",16
0x2a4d8,"Having given up trying to get the mill moving, Kuon\n",53
0x2a50e,"mutters to herself, peering at the gears.",41
0x2a538,"Ah, so this thing's gotta be the buhrstone mill for\n",53
0x2a56e,grinding... And this must be the mortar.,40
0x2a597,"I think I get it. The waterwheel rotates the rod,\n",51
0x2a5cb,"which turns the gears, which move the mill.",43
0x2a5f7,"Seems like it's busted at the moment, though.\n",47
0x2a627,How am I supposed to move this thing?,37
0x2a64d,"That's just how the pieces fall, I guess. Haku, I'm\n",53
0x2a683,going to have you turn the amam-grinding stone.,47
0x2a6b3,"Turn? Wait, you mean...",23
0x2a6cb,"I'll show you. First, take amam from the bag and\n",50
0x2a6fe,pour it into the mill...,24
0x2a717,Kuon opens one of the sacks lying piled in the\n,48
0x2a748,"corner, pouring its contents out into the mortar.",49
0x2a77a,And then... you turn the mill.,30
0x2a799,She grabs ahold of a handle jutting from the round\n,52
0x2a7ce,"millstone and gives a small, almost casual push...",50
0x2a801,*GRRRRNGGKK*,12
0x2a80e,The mill spins with unreasonable force for that tiny\n,54
0x2a845,"push, grinding and crushing the amam into powder.",49
0x2a877,"Ah, maybe I put my back into that one a little much.",52
0x2a8ac,"A little much!? Wait, is something b--is that SMOKE?",52
0x2a8e1,"Lo and behold, the friction of all that force\n",47
0x2a911,"created smoke, gently rising from the mill.",43
0x2a93d,"Give it a try, in any case.",27
0x2a959,Like hell I'll be able to do that! Where do you even\n,54
0x2a990,get the strength for something like this?,41
0x2a9ba,But if I recall... You're supposed to walk in a\n,49
0x2a9ec,"circle with the handle to get the mill going, right?",52
0x2aa21,"I may not be able to do it like her, but getting it\n",53
0x2aa57,spinning should be an easy enough task.,39
0x2aa7f,"I'd prefer not to work, but I should show my\n",46
0x2aaae,gratitude. I take the handle and begin to push.,47
0x2aade,Alley-oop.,10
0x2aae9,*Grrrrrk*...,12
0x2aaf6,"Not exactly light, but... I think I can handle this.",52
0x2ab2b,I mean--how useless would I be if I couldn't? She\n,51
0x2ab5f,"can't be expecting me to screw this up, right?",46
0x2ab8e,"Excellent. You shouldn't have any problems, I think.",52
0x2abc3,"I have some errands to tend to, so you'll be all\n",50
0x2abf6,"right if I leave you alone here, right, Haku?",45
0x2ac24,"Yeah. I just need to grind this stuff into powder,\n",52
0x2ac59,right?,6
0x2ac60,"Uh huh. I'll leave you to it, then.",35
0x2ac84,Welp. Might as well get this over with.,39
0x2acac,"Push, push, puuuuuuuuush...",27
0x2acc8,*Grrrrrrrrrrrrrk*...,20
0x2acdd,"Spin, spin, keep on spinning...",31
0x2acfd,*Grrrrrrrrrrrrrrrrrk*...,24
0x2ad16,"Don't get me wrong; I'm glad it's not strenuous,\n",50
0x2ad49,"but man, I'm bored. This is monotonous work.",44
0x2ad76,*Grrrrrrrrrrrrrrrrrrk*...,25
0x2ad90,Not to mention this thing is barely putting out any\n,53
0x2adc6,powder at all. It took no time at all for Kuon...,49
0x2adf8,"This is gonna take forever, at this rate. I should\n",52
0x2ae2d,pick up the pace.,17
0x2ae3f,*Grrrrrrrrrrrrrrrrk...!*,24
0x2ae58,"Phew, first bag down...",23
0x2ae74,Well... Time to take a break.,29
0x2ae92,Hup--whew...,12
0x2ae9f,"Geez. All that for ONE bag! All that work, and I've\n",53
0x2aed5,only finished the first little bit!? Come on!,45
0x2af03,Gah. There's no way I'm getting all this done.\n,48
0x2af34,I was way too optimistic. What am I gonna do?,45
0x2af62,"My legs have turned to jelly, my feet are\n",43
0x2af8e,"blistering, the boredom is killing me...",40
0x2afb7,Why the hell do I need to turn this thing all day\n,51
0x2afeb,"like I'm livestock or something, anyway?",40
0x2b014,I wouldn't even have to do this if they'd fixed\n,49
0x2b046,their damn mill in the first place.,35
0x2b06a,"Laying on the ground, I glance toward the system of\n",53
0x2b0a0,gears connected to the mill.,28
0x2b0bd,They said something like... the repairman hasn't\n,50
0x2b0f0,"come yet, but it's not like mills are complicated.",50
