offset,text_target
0x51932,"A festa continua bem depois da meia-noite, sem\n"
0x51965,sinal de parar...
0x51982,Saí para esfriar um pouco no ar da noite.
0x519b5,"Uma brisa passa, acariciando meu rosto..."
0x519df,Ufa...
0x519e7,O ar fresco no corpo é bom depois de tanto tempo\n
0x51a1d,dentro da estalagem abafada.
0x51a3d,"Atrás de mim, luz quente e vozes animadas filtram\n"
0x51a70,da festa lá dentro...
0x51a86,"Prestai-me atenção, amigos! Admirai como eu,\n"
0x51ab6,"mestre das imitações, imito o nosso querido Ukon!"
0x51aeb,A plateia vai ao delírio.
0x51b04,Parece que o Maroro está fazendo alguma apresentação.
0x51b37,"Uma atmosfera tranquila finalmente toma conta, depois\n"
0x51b6c,de tudo que aconteceu...
0x51b8a,Todo mundo parece animado.
0x51ba3,"...Animados, hein."
0x51bb5,Os rostos dos dois homens que falaram comigo durante\n
0x51bec,durante a viagem vêm à minha mente.
0x51c13,Coorte do Ukon
0x51c21,"Ei, garoto, essa mocinha vai se decepcionar com\n"
0x51c55,você se falar assim.
0x51c70,É isso! Um homem de verdade aguentaa firme e vai até\n
0x51ca4,o fim!
0x51cab,E então riram animadamente com os seus\n
0x51cd8,camaradas.
0x51ce2,Mas...
0x51ce9,Aqueles dois não estavam em lugar nenhum no salão\n
0x51d1b,há pouco.
0x51d2b,Eles nunca mais vão poder rir ou beber com\n
0x51d61,os companheiros...
0x51d79,"Mesmo assim, todos lá dentro riem e comemoram\n"
0x51dae,"sem nenhuma preocupação, de alguma forma."
0x51dd4,Ninguém parece pensar em lamentar os que se foram.
0x51e06,Até a Kuon não parece muito abalada...
0x51e2d,E...
0x51e34,"Mesmo depois de tudo aquilo, eu também não\n"
0x51e67,me sinto lá muito afetado.
0x51e96,"Hm? O que faz aqui fora, garoto?"
0x51ebb,Viro para a voz e vejo Ukon se aproximando\n
0x51eed,com uma garrafa de sake numa das mãos.
0x51f1f,"Saiu para tomar um ar, hein?"
0x51f48,"Algo assim, sim."
0x51f63,"Entendo. Ei, que tal caminhar um pouco comigo?"
0x51f8f,Acompanho Ukon pelo caminho escuro...
0x51fba,"Caminhamos ao luar, projetando sombras longas na\n"
0x51ff0,noite azul-escura.
0x5200a,"Ei, garoto. Tenho uma coisa a te perguntar--\n"
0x5203f,Essa moça que viaja com você. Quem é ela?
0x5206d,A Kuon?
0x5207c,Isso. Achei que você soubesse algo.
0x520a6,Por que o interesse nela?
0x520c4,"Eu mesmo não sei, honestamente. Acho que sou\n"
0x520f7,curioso assim.
0x52105,"Você não está caindo de amores, está?"
0x5212a,"Ela é uma mulher linda, sem dúvida, mas não sinto\n"
0x5215b,atração por ela do jeito que você está\n
0x52189,pensando.
0x52193,"Além disso, dar em cima dela seria um pouco..."
0x521bd,Um...?
0x521c4,"Bom, deixa pra lá. Ela é uma mulher incrível, sim."
0x521f9,"O APETITE dela é incrível, talvez."
0x52218,"Ha! Não era isso, mas você não está errado.\n"
