offset,text_source,byte_budget
0x49b6e,gake_parts,10
0x49c1f,{c5}Combat Tutorial{c-1} added to the Glossary.,47
0x49f5a,...Where am I?,14
0x49f69,Inside your dream.,18
0x49f7c,We have enchanted you with a spell that will help\n,51
0x49fb0,"you become stronger in sleep, as requested, Master.",51
0x49fe4,First off.,10
0x49fef,"They will be the ones to help you grow stronger,\n",50
0x4a022,Master.,7
0x4a02a,"We leave the rest to you, instructor.",37
0x4a050,"Wait, what do you mean, instructor!? I thought\n",48
0x4a081,all I had to do was sleep!,26
0x4a09c,Your body is asleep.,20
0x4a0b1,So what we said would not be considered a lie.,46
0x4a0e0,This is fraud at its worst...,29
