offset,file,text_en,byte_budget
scena/mp4000_extk.dat:0x1fb7,scena/mp4000_extk.dat,that wall!,11
scena/mp4000_extk.dat:0x1fc2,scena/mp4000_extk.dat,they think would happen if they fell off,41
scena/mp4000_extk.dat:0x1feb,scena/mp4000_extk.dat,Some people have no common sense. What do,42
scena/mp4000_extk.dat:0x2024,scena/mp4000_extk.dat,Huh... W-Wait a minute...,26
scena/mp4000_extk.dat:0x204d,scena/mp4000_extk.dat,"anything stupid, was he...?",28
scena/mp4000_extk.dat:0x2069,scena/mp4000_extk.dat,He wasn't planning on doing,28
scena/mp4000_extk.dat:0x2094,scena/mp4000_extk.dat,It's not safe to climb onto the wall.,38
scena/mp4000_extk.dat:0x20c9,scena/mp4000_extk.dat,I should give that guy a talking-to...,39
scena/mp4000_extk.dat:0x20ff,scena/mp4000_extk.dat,Look at this mess.,19
scena/mp4000_extk.dat:0x2121,scena/mp4000_extk.dat,in order by dinner.,20
scena/mp4000_extk.dat:0x2135,scena/mp4000_extk.dat,We'll be lucky to get things back,34
scena/mp4000_extk.dat:0x2166,scena/mp4000_extk.dat,A girl called Tammy said she saw that strange guy.,51
scena/mp4000_extk.dat:0x21a8,scena/mp4000_extk.dat,"You'll find her at the cafeteria, where she works.",51
scena/mp4000_extk.dat:0x21ea,scena/mp4000_extk.dat,Oof... We're finally done cleaning up here.,44
scena/mp4000_extk.dat:0x2225,scena/mp4000_extk.dat,I certainly hope we don't get another one.,43
scena/mp4000_extk.dat:0x2250,scena/mp4000_extk.dat,We're not used to earthquakes in these parts.,46
scena/mp4000_extk.dat:0x228d,scena/mp4000_extk.dat,You can see it from here.,26
scena/mp4000_extk.dat:0x22a7,scena/mp4000_extk.dat,You know the Carnelia Tower on Tratt Plains?,45
scena/mp4000_extk.dat:0x22e3,scena/mp4000_extk.dat,shining at the top of it.,26
scena/mp4000_extk.dat:0x22fd,scena/mp4000_extk.dat,I've noticed lately that there's something,43
scena/mp4000_extk.dat:0x2337,scena/mp4000_extk.dat,in case. I wonder what the light could be.,43
scena/mp4000_extk.dat:0x2362,scena/mp4000_extk.dat,I reported it to the Chief Warrant Officer just,48
scena/mp4000_extk.dat:0x23a1,scena/mp4000_extk.dat,right after the Birthday Festival.,35
scena/mp4000_extk.dat:0x23c4,scena/mp4000_extk.dat,The top of the tower started shining,37
