offset,text_source,byte_budget
0x279e7a,"As the Yamatans set foot on Tuskur soil, they\n",47
0x279eaa,occupy the coast and set up a port as a\n,41
0x279ed4,military foothold.,18
0x279ee7,A great road leads inland from the shoreline--\n,48
0x279f18,an essential tool for transporting goods.,41
0x279f42,The road leads directly to the very heart of\n,46
0x279f71,Tuskur.,7
0x279f79,And so Yamato's invasion of the land of Tuskur\n,48
0x279faa,begins.,7
0x279fb2,"Tuskur, caught completely unawares, is forced\n",47
0x279fe2,to take quick defensive action.,31
0x27a002,Soldiers are stationed at points throughout the\n,49
0x27a034,"road, but they are unable to halt Yamato's\n",44
0x27a061,advance inland.,15
0x27a071,"Soon, the Yamatan army succeeds in establishing\n",49
0x27a0a3,a fort along the road; a headquarters for\n,43
0x27a0cf,invasion forces.,16
0x27a0e0,"That night, the three commanders--Dekopompo,\n",46
0x27a10f,"Munechika, and Raiko--hold a meeting within\n",45
0x27a13d,the fortress.,13
0x27a14b,The only other members present are their\n,42
0x27a176,"retainers, who stand in the back.",33
0x27a198,All the other soldiers rejoice in their victory\n,49
0x27a1ca,"by the large central bonfire with food, drink,\n",48
0x27a1fb,and song.,9
0x27a205,"From time to time, the generals can hear the\n",46
0x27a234,soldiers' raucous laughter on the wind.,39
0x27a25c,Their easy victories so far have buoyed their\n,47
0x27a28c,spirits.,8
0x27a295,"We are advancing swiftly, without question!\n",45
0x27a2c3,I would expect no less from the Pillar\n,40
0x27a2ec,Generals.,9
0x27a2f6,It seems we have little to fear from Tuskur.,44
0x27a323,"Nyuh huh huh huh. So much for this ""land where\n",48
0x27a354,"god sleeps""... They're just a backwater little\n",48
0x27a385,island!,7
0x27a38d,They pose no more of a threat than those\n,42
0x27a3b8,Uzurushan barbarians.,21
0x27a3ce,Well... P-Perhaps so...,23
0x27a3e6,We shall continue to ride this wave of triumph\n,48
0x27a417,all the way to the very heart of Tuskur!,40
0x27a440,"Ah! Outstanding, Lord Dekopompo!\n",34
0x27a463,What great insight you have!,28
0x27a480,"Of course I do. Here, you drink up too!",39
0x27a4a8,"Ah, thank you so much, sir!",27
0x27a4c4,You treat this with far too much carelessness.,46
0x27a4f3,We still know very little about this land.\n,44
0x27a520,"What is more, they still have the terrain\n",43
0x27a54c,advantage.,10
0x27a557,"If we rush heedlessly in, we may find the enemy\n",49
0x27a589,eager to welcome us with heavy casualties.,42
0x27a5b4,It is my opinion that we should proceed with\n,46
0x27a5e3,caution.,8
0x27a5ec,"Well, well, well. Sounds to me like the strategy\n",50
0x27a61f,of a coward.,12
0x27a62c,I hardly believe such words come from one of the\n,50
0x27a65f,"proud Eight Pillar Generals of Yamato,\n",40
0x27a688,Munechika.,10
0x27a693,"Being wary is all fine and good, but we shall\n",47
0x27a6c3,never seize victory if we withdraw into our\n,45
0x27a6f1,shells!,7
0x27a6fd,"Anyhow, why don't we ask the opinion of our\n",45
0x27a72b,"marshal, Lord Raiko?",20
0x27a740,Munechika presents a valid point.,33
0x27a762,"A general must never underestimate their enemy,\n",49
