offset,text_source,byte_budget
0x237c12,"Dammit, Kuon. Where the hell did you go...?",43
0x237c3e,Several days after the Tuskur ambassadors\n,43
0x237c6a,arrived at the Imperial Cloister...,35
0x237c8e,"Just as Ukon asked, we stick to our mundane jobs\n",50
0x237cc1,while we observe the Tuskur ambassadors each\n,46
0x237cf0,day.,4
0x237cf5,"However, ever since we took this job, Kuon\n",44
0x237d22,always finds some excuse to go work on\n,40
0x237d4b,something else.,15
0x237d5b,"Needless to say, it usually falls to me to\n",44
0x237d88,pick up her slack.,18
0x237d9b,"Well, on the bright side, the ambassadors\n",43
0x237dc7,themselves seem pretty good-natured.,36
0x237dec,"Even though we're basically their minions, they\n",49
0x237e1e,don't treat us with contempt or overwork us.,44
0x237e4b,"But since they're all such hard workers, I feel\n",49
0x237e7d,bad when we're not working just as hard as\n,44
0x237eaa,them.,5
0x237eb0,Didn't get to have a proper lunch today because\n,49
0x237ee2,of that...,10
0x237eed,And I haven't caught a glimpse of those beauties\n,50
0x237f20,from the procession. Might be holed up in the\n,47
0x237f50,backrooms...,12
0x237f5d,"*Crack, crack*...",17
0x237f6f,"Ugh, this job gets no perks at all.\n",37
0x237f95,This sucks.,11
0x237fa1,"...Man, I'm hungry. Maybe I'll grab something\n",47
0x237fd1,from the kitchens real quick before I head to\n,47
0x238001,my room.,8
0x23800a,Hm?,3
0x23800e,...What the...,14
0x23801d,"I'm confronted with butt... I mean, with half\n",47
0x23804d,a woman's body stuck in the kitchen window.,43
0x238079,She's wriggling around like she's struggling\n,46
0x2380a8,to move.,8
0x2380b1,"Did she try to climb through, but get stuck?",44
0x2380de,*Fwoomp*,8
0x2380e7,"With that, the butt--and, uh, the attached\n",44
0x238114,person--slips out of the window.,32
0x238139,...Good haul.,13
0x238147,"The woman before me cradles an armful of puffs,\n",49
0x238179,which she pops into her mouth one by one.,41
0x2381a3,...Hm?,6
0x2381aa,Oh...,5
0x2381b0,We stare at each other in silence.\n,36
0x2381d5,A couple seconds tick by.,25
0x2381ef,...*nomf* *nomf* *nomf* *nomf*\n,32
0x238210,*nomf* *nomf* *nomf*,20
0x238225,And the puffs begin to disappear at lightning\n,47
0x238255,speed.,6
0x23825c,"Hey, wait a minute! That was supposed to be\n",45
0x23828a,our snack for today!,20
0x23829f,*Gulp*,6
0x2382a6,"And with that, the final one disappears into\n",46
0x2382d5,the woman's mouth.,18
0x2382e8,...What're you talking about?,29
0x238306,Do you really think you can talk your way out\n,47
0x238336,of this with all that kondens all over your\n,45
0x238364,face?,5
0x23836a,*Slurp*,7
0x238372,The beautiful woman sticks out her tongue to\n,46
0x2383a1,lap up the remnants.,20
0x2383b6,"I'm sure it sounds alluring in theory, but it's\n",49
0x2383e8,not the most attractive thing I've ever seen.,45
0x238416,Evidence disposed of.,21
0x23842c,She just blatantly got rid of all the evidence\n,48
0x23845d,when I'm standing right here in front of her...,47
0x23848d,She suddenly approaches me and puts her face\n,46
0x2384bc,right next to my collar.,24
0x2384d5,"... *Sniff, sniff*\n",20
0x2384ea,"*Sniff, sniff sniff*",20
0x2384ff,"U-Uh, what are you--",20
0x238514,...Found her.,13
0x238522,Huh?,4
0x238527,Where's Ku?,11
0x238533,...Ku?,6
0x23853a,What the fresh hell is a Ku?,28
0x238557,You smell like Ku.,18
0x23856a,Smell like...? I don't even know what she means\n,49
0x23859c,"by ""Ku"" in the first place. I don't know any--",46
0x2385cb,Excuse me. I must pass behind you...,36
0x2385f0,Huh? Oh.,8
0x2385f9,A worker gives me a polite warning as she passes\n,50
0x23862c,"me, carrying stacked trays with meals on them.",46
0x23865b,Oops. My bad.,13
0x238669,"No need to apologize. Excuse me, then.",38
0x238690,"The worker peeks out from behind the trays,\n",45
0x2386be,with a small nod of deference--,31
0x2386e5,She freezes.,12
0x2386f2,A... Ar... Aru...!?,19
0x238706,Aru?,4
0x23870b,The worker quickly hides back behind the\n,42
0x238736,trays.,6
0x23873d,Hmmmm?,6
0x238744,The woman called Aru leans over to peek around\n,48
0x238775,the trays.,10
0x238780,*Shuffle*,9
0x23878a,"But the worker plants her back to the wall,\n",45
0x2387b8,and slowly tries to leave while hidden behind\n,47
0x2387e8,Hm...,5
0x2387ee,Aru (?) stands in front of the worker and\n,43
0x23881a,crouches down to look from below the\n,38
0x238841,"Immediately, the worker shifts to the opposite\n",48
0x238872,wall.,5
0x238878,"This Aru, in turn, blocks her way by continuing\n",49
0x2388aa,to shuffle along her back and sides.,36
0x2388cf,Urk...,6
0x2388d6,...What're you doing?,21
0x2388ec,"Please, do not look upon me!\n",30
0x23890b,Not like this!,14
0x23891a,The worker falls to the ground with her hands\n,47
0x23894a,"over her head, groaning something.",34
0x23896d,"Aru responds only with a tilt of her head,\n",44
0x23899a,looking down at her with a puzzled expression.,46
0x2389c9,What the hell are these two doing...?,37
0x2389ef,"I don't really get what's going on, but I can\n",47
0x238a1f,tell getting involved in this would be a huge\n,47
0x238a4f,hassle.,7
0x238a57,Better let sleeping dogs lie.,29
0x238a75,"I'm not sure what this all means, but staying\n",47
0x238aa5,"will do me no good, so I take the opportunity\n",47
0x238ad5,for an exit.,12
0x238ae2,...Dammit. Missed my chance to get food.,40
0x238b0b,But who the hell was that just now?\n,37
0x238b31,Felt kinda familiar...,22
0x238b48,...Oh.,6
0x238b4f,She was one of those beauties from Tuskur.,42
0x238b7a,But what's she doing at the Hakurokaku?\n,41
0x238ba4,And what did she mean by Ku...?,31
0x238bc4,"And now I'm even hungrier, but I don't have much\n",50
0x238bf7,of a choice if the snacks are gone... I'll wait\n,49
0x238c29,'til dinner.,12
0x238c36,You know what they say. The secret to good health\n,51
