offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAD147.DAT:9:3,AREAD147.DAT,9,3,"[14][C6]@""I must journey to[01]the capital...To[01]Chedo. [02]Wert thou wise,[01]woman, [02]thou wouldst have[01]nothing more to do[01]with me! [02]Thou shouldst not[01]involve thyself in[01]mine affairs!""",237,[14][C6]
AREAD147.DAT:9:5,AREAD147.DAT,9,5,"[0C][04]""Arrrrggghhhh!""",24,
AREAD147.DAT:9:6,AREAD147.DAT,9,6,"""It's back!""",17,
AREAD147.DAT:9:8,AREAD147.DAT,9,8,"""The animals 'round here[01]gone done get violent[01]lately... [02]First they was just goin'[01]after the crops, [02]but now they's attackin'[01]us, too!""",191,
AREAD147.DAT:9:9,AREAD147.DAT,9,9,"""Eh?[02]If'n ye be lookin' for the[01]mountain, this be the path[01]ye wanna take.""",104,
AREAD147.DAT:9:10,AREAD147.DAT,9,10,"""One-two, one-two...""",30,
AREAD147.DAT:9:11,AREAD147.DAT,9,11,"""Hmmm? What's all the[01]ruckus about?""",51,
AREAD147.DAT:9:12,AREAD147.DAT,9,12,"""If we can catch tha'[01]monster, I'll make sure he[01]pay fer what he done t'us!""",107,
AREAD147.DAT:9:17,AREAD147.DAT,9,17,"[14][01][01]""Mayhap this is a[01]result of exposure[02]to the powerful aura[01]of The Endless...""",111,[14][01]
AREAD147.DAT:9:18,AREAD147.DAT,9,18,"""You kilt that thing?""",31,
AREAD147.DAT:9:19,AREAD147.DAT,9,19,"""You the fella that Mami's[01]been takin' care of,[01]ain'tcha? [02]I heard you's still lied[01]up in bed all hurt, [02]but looks like you're[01]better now, eh?""",201,
AREAD147.DAT:9:21,AREAD147.DAT,9,21,"""Now what?""",16,
AREAD147.DAT:9:22,AREAD147.DAT,9,22,"""M'cart gone fell over when[01]ev'rything started shakin'!""",79,
AREAD147.DAT:9:23,AREAD147.DAT,9,23,"""Looks like th' mountain[01]be acting up again...""",66,
AREAD147.DAT:9:24,AREAD147.DAT,9,24,"""Hmmm? What's all the[01]ruckus about?""",51,
AREAD147.DAT:9:25,AREAD147.DAT,9,25,"[14][02][02]""What d'ye want?[02]Why don't ye mind yer[01]own business--[02]we can take care of[01]ourselves!""",124,[14][02]
AREAD147.DAT:9:26,AREAD147.DAT,9,26,"""The mountain yonder's[01]started to act up!""",59,
AREAD147.DAT:9:29,AREAD147.DAT,9,29,"[0C][05]""Whene'er that there[01]mountain starts a-[01]smokin',[02]it means the god[01]o' the mountain's[01]angry at somethin'.""",149,
AREAD147.DAT:9:30,AREAD147.DAT,9,30,"[0C][06][14][C6]@""...God?""",20,
AREAD147.DAT:9:34,AREAD147.DAT,9,34,"[0C][05][14][02][02]""Hey! I wanna talk[01]t'ya![02]Not jus' anyone can[01]pacify th' god o'[01]th' mountain!""",115,
AREAD147.DAT:9:35,AREAD147.DAT,9,35,"[0C][05][14][02][02]""Who are ya! What're[01]ya doin' here!?[02]Mami says yer her[01]cousin that been a[01]guard in Kyoin,[02]but I bet that ain't[01]true, now is it?""",187,
AREAD147.DAT:9:36,AREAD147.DAT,9,36,"[14][80]@""Now, now...[0B]Don't[01]be worrying yer head[02]o'er little things[01]like that...[02]We should just be[01]glad that th'[02]mountain's quieted[01]down...[0B]Right?""",198,[14][80]
AREAD147.DAT:9:38,AREAD147.DAT,9,38,"[14][02][02]""Who d' he think he[01]is, comin' to m'[01]village like that...[02]mumble...grumble...""",114,[14][02]
AREAD147.DAT:9:39,AREAD147.DAT,9,39,"""Looks like th' mountain's[01]gone quiet again...[02]D'you have sumthin' to do[01]wit' it?""",115,
AREAD147.DAT:9:40,AREAD147.DAT,9,40,"""If th' mountain'd kept[01]goin' on like it was,[02]we coulda been in a spot[01]o' trouble.""",117,
AREAD147.DAT:9:41,AREAD147.DAT,9,41,"""Well, now that things've[01]settled down, I guess I[01]should pick up me cart.""",104,
AREAD147.DAT:9:42,AREAD147.DAT,9,42,"""Looks like the tremors've[01]stopped...[02]Me, I'm jus' glad nuthin'[01]happened to th' village!""",125,
AREAD147.DAT:9:43,AREAD147.DAT,9,43,"""Hmmm? What's all the[01]ruckus about?""",51,
AREAD147.DAT:9:44,AREAD147.DAT,9,44,"""You stopped th' mountain?[02]Well now, that's pretty[01]impressive...How'd ya[01]do that, hm?""",121,
AREAD147.DAT:9:45,AREAD147.DAT,9,45,"[0C][05]""Wh...[0B]What're ya[01]still doing around[01]here!?""",65,
AREAD147.DAT:9:46,AREAD147.DAT,9,46,"[0C][06][14][C6]@""What of the woman!?""",37,
AREAD147.DAT:9:47,AREAD147.DAT,9,47,"[0C][05]""She let herself go[01]and be arrested so's[02]that you could[01]get away![02]If she means anythin'[01]to ya, ya gotta get[01]outta here! Get!""",178,
AREAD147.DAT:9:48,AREAD147.DAT,9,48,"[0C][05]""If them soldiers[01]find ya, all o' us[02]are gonna get in[01]trouble![02]Ya gotta leave--[01]go on, get!""",132,
AREAD147.DAT:9:50,AREAD147.DAT,9,50,"[0C][05]""That's all I can[01]do for ya.""",44,
AREAD147.DAT:9:51,AREAD147.DAT,9,51,"[0C][05]""There be an old[01]shrine, like a[02]sanctum, on th'[01]other side o'[01]th' woods.[02]I hear that if ya[01]goes inside it,[02]it leads to some[01]town or somethin'[01]somewheres.""",219,
AREAD147.DAT:9:52,AREAD147.DAT,9,52,"""I dunno for sure,[01]but if ya gets[01]through the forest,[02]ya should be able t'[01]get away!""",119,
AREAD147.DAT:9:53,AREAD147.DAT,9,53,"Perhaps because of the[01]influence of your aura,[02]it appears to have become[01]fond of you.",119,
AREAD147.DAT:9:54,AREAD147.DAT,9,54,"""When I signed up t' be a[01]soldier, they didn't tell[02]me I was gonna have t'[01]fight monsters like that![02]Ferget it! How're we[01]supposed t' beat a thing[01]like that anyway!?""",233,
AREAD147.DAT:9:56,AREAD147.DAT,9,56,"""I managed to get out of[01]the capital with my life,[01]but now what?[02]What's going to happen to[01]us...To the Empire?""",156,
AREAD147.DAT:9:57,AREAD147.DAT,9,57,"""Uuhhhh....[0B][0B][01]Mommy...""",33,
AREAD147.DAT:9:58,AREAD147.DAT,9,58,"""Hear the capital been[01]attacked by some monster[01]or somethin'.[02]All the folks that[01]escaped come here.""",141,
AREAD147.DAT:9:61,AREAD147.DAT,9,61,"""I've got to go look for[01]my daughter...I know she's[01]alive somewhere.""",97,
