offset,text_source,byte_budget
0x27d08c,"So, Oshtor, what did you want to talk to me\n",45
0x27d0ba,"about? I came alone, like you asked.",36
0x27d0df,I enter the room to find Oshtor seated in his\n,47
0x27d10f,"chair with eyes closed, as though meditating.",45
0x27d13d,I sit down across from him.,27
0x27d15d,"I didn't bring Kuon, Nekone, or even the twins\n",48
0x27d18e,with me today.,14
0x27d19d,Oshtor had instructed me to come alone... and\n,47
0x27d1cd,specifically asked that I not bring Kuon with\n,47
0x27d1fd,me.,3
0x27d201,Oshtor opens his eyes in grave silence.,39
0x27d229,...We have lost contact with the army we sent\n,47
0x27d259,to Tuskur.,10
0x27d264,...What?,8
0x27d26d,"We sent reinforcements immediately after, but\n",47
0x27d29d,we shortly lost our communications with them\n,46
0x27d2cc,as well.,8
0x27d2d5,Are you saying... Munechika's been defeated?,44
0x27d302,"No, it does not appear as though the enemy has\n",48
0x27d333,fallen back yet. We seem locked in stalemate.,45
0x27d361,I see...,8
0x27d36a,A sigh of relief escapes me.,28
0x27d387,"However, the situation is dire. The army is\n",45
0x27d3b5,"isolated, and beyond the reach of supply\n",42
0x27d3e0,convoys.,8
0x27d3e9,"Their supplies may last a while yet, but it is\n",48
0x27d41a,only a matter of time until they run dry.,41
0x27d444,So what is it you're trying to say?\n,37
0x27d46a,Don't tell me you're planning on--,34
0x27d48d,"Hm. Your keen mind makes this much simpler, as\n",48
0x27d4be,usual. I would have you deliver supplies to our\n,49
0x27d4f0,army.,5
0x27d4f6,Figured as much...,18
0x27d509,"At the same time, depending on the situation\n",46
0x27d538,"there, I wish for you to lend your aid to\n",43
0x27d564,Lady Munechika.,15
0x27d574,"Hold it. Delivering supplies is one thing,\n",44
0x27d5a1,but we don't exactly have a bunch of soldiers\n,47
0x27d5d1,around.,7
0x27d5d9,I seriously doubt we're going to be much help\n,47
0x27d609,to her...,9
0x27d613,I did not mean martially. I had hoped that you\n,48
0x27d644,would be able to provide more... moral support.,47
0x27d674,...What do you mean?,20
0x27d689,"You remember Dekopompo, do you not?",35
0x27d6ad,"Fatass general, basically a petty crook, only\n",47
0x27d6dd,has his position because of nepotism or\n,41
0x27d707,something...,12
0x27d714,What about him?,15
0x27d724,"Firstly, you must know why he was chosen for\n",46
0x27d753,"this campaign. In the last war, he erred\n",42
0x27d77e,gravely.,8
0x27d787,"To put it plainly, he has been given an\n",41
0x27d7b1,opportunity to redeem himself.,30
0x27d7d0,"Thus, I believe Dekopompo is likely to attempt\n",48
0x27d801,"to seize glory in a blind, artless assault.",43
0x27d82d,"However, Lady Munechika's expertise lies in\n",45
0x27d85b,defensive strategies...,23
0x27d873,One can say they are like oil and water. Without\n,50
0x27d8a6,"the cooperation of her allies, even Lady\n",42
0x27d8d1,Munechika will be hard-pressed.,31
0x27d8f1,But isn't the marshal Mikazuchi's brother?\n,44
0x27d91e,That Raiko guy?,15
0x27d92e,"I don't know him that well, but Mikazuchi\n",43
0x27d95a,says he's a tactician beyond compare.\n,39
0x27d982,I doubt he'd let that slide.,28
0x27d99f,I speak in all earnestness when I tell you\n,44
0x27d9cc,I am certain Dekopompo will not obey Lord\n,43
0x27d9f8,Raiko's orders.,15
0x27da08,Huh?,4
0x27da0d,"He sees Lord Raiko as an upstart, and Lady\n",44
0x27da3a,Munechika as a novice who won her title through\n,49
0x27da6c,wiles and charm.,16
0x27da7d,"Blinded by pride, and believing himself the\n",45
0x27daab,"greatest of us, he considers those below him\n",46
0x27dada,worthless.,10
0x27dae5,"In fact, he would likely blame a poor situation\n",49
0x27db17,on the perceived incompetence of those around\n,47
0x27db47,him.,4
0x27db4c,"Eager to regain honor, he will act rashly,\n",44
0x27db79,forcing Lord Raiko and Lady Munechika to clean\n,48
0x27dbaa,up his messes.,14
0x27dbb9,I-I see...,10
0x27dbc4,I don't get it. How the hell did a guy like that\n,50
0x27dbf7,ever become one of the Eight Pillar Generals?,45
0x27dc25,"I'm not too clear on the politics around here,\n",48
0x27dc56,but is corruption really that rampant?,38
0x27dc7d,...Hm...,8
0x27dc86,"Oh, uh, if it's complicated stuff, you don't\n",46
0x27dcb5,have to explain. I don't want to know anything\n,48
0x27dce6,too incriminating.,18
0x27dcf9,No... it is nothing like that.,30
0x27dd18,Yamato once had a general of great integrity...\n,49
0x27dd4a,"On his deathbed, he begged our liege to look\n",46
0x27dd79,"after his child, worried for his future.",40
0x27dda2,"That general... was a true paragon of honesty,\n",48
0x27ddd3,"honor, and loyalty.",19
0x27dde7,"I cannot go into too much detail, but I assume\n",48
0x27de18,you can gather the gist of the matter.,38
0x27de3f,Yeah... I think I get it now.,29
0x27de5d,"...Now, the topic at hand. In any case, that\n",46
0x27de8c,is why I wish for you to join up with Lady\n,44
0x27deb9,Munechika.,10
0x27dec4,"I would go myself, but as I have inherited\n",44
0x27def1,Lady Munechika's duty of defending the imperial\n,49
0x27df23,capital...,10
0x27df2e,I am not able to leave this place.,34
0x27df51,Will you do this for me?,24
0x27df6a,I am sure Munechika will be well pleased to see\n,49
0x27df9c,familiar faces coming to her aid.,33
0x27dfbe,What to do...,13
0x27dfcc,"Accepting this job means, however minor of a\n",46
0x27dffb,"role, we're taking part in the invasion\n",41
0x27e025,of Tuskur.,10
0x27e030,It's not just me wanting to keep my hands clean.\n,50
0x27e063,"After all, there's no right or wrong in war--\n",47
0x27e093,just opposing ideologies.,25
0x27e0ad,"But Tuskur is Kuon's homeland, and that changes\n",49
0x27e0df,everything.,11
0x27e0eb,I can't help invade the homeland of the one who\n,49
0x27e11d,"saved me. And even for Munechika, Kuon\n",40
0x27e146,wouldn't--Wait...,17
0x27e158,Taking on this job might be better than just\n,46
0x27e187,mulling over it here.,21
0x27e19d,I do not wish to rush you for an answer--,41
0x27e1c7,"No, I'll go.",12
0x27e1d4,Hm... You are sure?,19
0x27e1e8,We handle the jobs you give us. That's just what\n,50
0x27e21b,"we do, and that's all there is to it.",37
0x27e241,Right?,6
0x27e248,...I see. Thank you.,20
0x27e25d,"And besides, whichever way this ends up going,\n",48
0x27e28e,I want to be there to see it with my own eyes.,46
0x27e2bd,And I'm sure Kuon would say the same thing...,45
0x27e2eb,To Tuskur? All of us?,21
0x27e301,"After returning, I gather everyone to tell them\n",49
0x27e333,we're going to Tuskur. Shock is visible on\n,44
0x27e360,every face.,11
0x27e36c,"Yeah, sorry this is so sudden. Long story short,\n",50
0x27e39f,we need to deliver some supplies to Munechika.,46
0x27e3ce,But it probably won't just be a simple delivery\n,49
0x27e400,job.,4
0x27e405,"And by that, you mean...?",25
0x27e41f,The war's locked in a stalemate. If Tuskur\n,44
0x27e44c,"forces try to stop us, we'll have to fend for\n",47
0x27e47c,ourselves.,10
0x27e487,But that would mean...,22
0x27e49e,Nekone glances uncertainly toward Kuon.,39
0x27e4c6,"Her expression's hardened. That's expected,\n",45
0x27e4f4,though--she's shut herself away ever since the\n,48
0x27e525,invasion began.,15
0x27e535,...But telling everyone except Kuon about this\n,48
0x27e566,would be unfair. I have to be honest here.,42
0x27e591,"Depending on the situation, we may be doing more\n",50
