offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS001.DAT:9:0,AREAS001.DAT,9,0,"""You hear all kinds[01]of things in places[01]like this...[02]If you're looking[01]for something,[02]it might be a good[01]idea to talk to the[01]people in here.""",198,
AREAS001.DAT:9:1,AREAS001.DAT,9,1,"""You hear all kinds[01]of things in places[01]like this...[02]If you're looking[01]for something,[02]it might be a good[01]idea to talk to the[01]people in here.""",198,
AREAS001.DAT:9:2,AREAS001.DAT,9,2,"""You hear all kinds[01]of things in places[01]like this...[02]If you're looking[01]for something,[02]it might be a good[01]idea to talk to the[01]people in here.""",198,
AREAS001.DAT:9:4,AREAS001.DAT,9,4,"[14][01][01]""I was on my way[01]here, see, when I[02]see this big crater[01]in the ground...""[02][14][FF][FF][14][80]@""And you fell in it[01]and lost all your[01]stuff, right?""",188,[14][01]
AREAS001.DAT:9:5,AREAS001.DAT,9,5,"""Welcome, stranger.[01]This your first time[01]to Sarai?""",72,
AREAS001.DAT:9:6,AREAS001.DAT,9,6,"[14][02][02]""munch munch munch""",31,[14][02]
AREAS001.DAT:9:7,AREAS001.DAT,9,7,"""I'd keep my purse-[01]strings tight if I[01]were you...[02]There's nothing[01]people around here[02]wouldn't do to make[01]a quick zenny or[01]two.""",180,
AREAS001.DAT:9:8,AREAS001.DAT,9,8,"""Nothing in this[01]world's for free.[02]You want to ask[01]someone here[01]something,[02]try buying them a[01]drink or two.""",150,
AREAS001.DAT:9:9,AREAS001.DAT,9,9,"[14][03][03]""Huh? Sandflier[01]parts? Don't know[01]nuthin' 'bout that.[02]In case you didn't[01]notice, this here's[02]a tavern, not a[01]store.""",167,[14][03]
AREAS001.DAT:9:10,AREAS001.DAT,9,10,"""They say there's a[01]cease-fire right[01]now...[02]Don't want to think[01]about what would[02]happen if the war[01]started up again...""",167,
AREAS001.DAT:9:11,AREAS001.DAT,9,11,"""Some people say[01]they've seen[01]Imperial troops[02]poking around the[01]town lately...[02]Makes you wonder if[01]they're reckoning to[01]start another war...""",198,
AREAS001.DAT:9:12,AREAS001.DAT,9,12,"""If you're looking[01]for something, you[01]should try asking[02]around in the[01]tavern...[02]'Course, I dunno if[01]I'd want t'go there[01]if I was a girl...""",195,
AREAS001.DAT:9:13,AREAS001.DAT,9,13,"""Well well...What[01]have we here?[02]Don't see many women[01]in a tavern.""",93,
AREAS001.DAT:9:14,AREAS001.DAT,9,14,"[14][03][03]""I don't know why[01]you're looking for[02]what you're looking[01]for, and I don't[01]care, either...[02]But you won't find[01]what you're looking[01]for here, missy...""",212,[14][03]
AREAS001.DAT:9:16,AREAS001.DAT,9,16,"[14][04][04]""Thanks![02]Don't worry---it's[01]for real! I wouldn't[01]try to cheat anyone!""",103,[14][04]
AREAS001.DAT:9:17,AREAS001.DAT,9,17,"[14][04][04]""I mean it--it's a[01]good deal!""",47,[14][04]
AREAS001.DAT:9:18,AREAS001.DAT,9,18,"[14][04][04]""Hey! Looks like you[01]don't even have that[01]much zenny!""",80,[14][04]
AREAS001.DAT:9:19,AREAS001.DAT,9,19,"""Found what you were[01]looking for yet?""",54,
AREAS001.DAT:9:21,AREAS001.DAT,9,21,"[14][01][01]""I lost everything I[01]had when I fell into[01]that crater!""[02][14][FF][FF][14][80]@""Don't worry about[01]it. I mean,[02]it was just some[01]clothing and[01]stuff, right?""",197,[14][01]
AREAS001.DAT:9:22,AREAS001.DAT,9,22,"""See that merchant[01]over there?[02]Says he lost all his[01]stuff when he fell[01]in a hole somewhere!""",129,
AREAS001.DAT:9:23,AREAS001.DAT,9,23,"[14][02][02]""I ain't full yet![01]munch munch munch""",57,[14][02]
AREAS001.DAT:9:24,AREAS001.DAT,9,24,"""Well, I guess[01]getting cheated out[01]of your money's not[02]so bad...I mean, it[01]could be worse...[02]At least nobody gets[01]hurt or killed,[01]right?""",192,
AREAS001.DAT:9:25,AREAS001.DAT,9,25,"""That old man's been[01]here forever,[02]just sitting there[01]eating...[02]He's probably heard[01]just about every[02]story of everyone who[01]comes in here.""",194,
AREAS001.DAT:9:26,AREAS001.DAT,9,26,"[14][03][03]""You won't find what[01]you're looking for[01]here.[02]This is a tavern,[01]not a...""",107,[14][03]
AREAS001.DAT:9:27,AREAS001.DAT,9,27,"[14][03][03]""Oh, you know about[01]that?[02]Well now, that's[01]different then,[01]isn't it?""",101,[14][03]
AREAS001.DAT:9:28,AREAS001.DAT,9,28,"[14][03][03]""Come this way.""",27,[14][03]
AREAS001.DAT:9:29,AREAS001.DAT,9,29,"[14][03][03]""When you deal in[01]contraband, you can't[01]be too careful, eh?""",89,[14][03]
AREAS001.DAT:9:30,AREAS001.DAT,9,30,"[14][05][05]""You're probably[01]wondering why we go[02]to all this trouble,[01]aren't you?""",103,[14][05]
AREAS001.DAT:9:31,AREAS001.DAT,9,31,"[0C][05][14][05][05]""That's because[01]selling sandfliers[02]is a dangerous[01]business.""",92,
AREAS001.DAT:9:32,AREAS001.DAT,9,32,"[0C][05][14][05][05]""See, sandfliers were[01]originally designed[01]as war machines.[02]If the Empire found[01]out we were selling[01]them,[02]the next time a war[01]breaks out, they'd[01]come after us!""",230,
AREAS001.DAT:9:33,AREAS001.DAT,9,33,"[0C][05][14][05][05]""I don't want this[01]place to end up under[01]a hex,[02]like Chamba or[01]Synesta--no thank[01]you!""",128,
AREAS001.DAT:9:34,AREAS001.DAT,9,34,"[0C][06][14][C1]@""Does that mean you[01]don't have any[01]sandflier parts!?""",82,
AREAS001.DAT:9:35,AREAS001.DAT,9,35,"[0C][05][14][05][05]""Not exactly...[02]There's a place they[01]call [05][02]Sandflier[01]Valley[06] near here.[02]It's a junkyard, full[01]of old, broken down[01]sandfliers.""",185,
AREAS001.DAT:9:36,AREAS001.DAT,9,36,"[0C][05][14][05][05]""If you go there[01]and bring back some[01]useable material,[02]I'll make you your[01]sandflier parts.[01]Deal?""",143,
AREAS001.DAT:9:37,AREAS001.DAT,9,37,"[0C][06][14][C1]@""All right then,[01]we'll go to this[02][05][02]Sandflier Valley[06],[01]and get you the[01]material you need.""",134,
AREAS001.DAT:9:38,AREAS001.DAT,9,38,"[14][05][05]""Sorry for all the[01]secrecy, but[02]you can't be too[01]careful in this[01]business...""",113,[14][05]
AREAS001.DAT:9:39,AREAS001.DAT,9,39,"[14][06][06]""The valley's to the[01]south of the town.""",61,[14][06]
AREAS001.DAT:9:40,AREAS001.DAT,9,40,"""I wonder if there's[01]going to be another[01]war...I hope not!""",83,
AREAS001.DAT:9:41,AREAS001.DAT,9,41,"""I've heard rumors[01]that there are[02]Imperial troops here[01]in town...""",93,
AREAS001.DAT:9:42,AREAS001.DAT,9,42,"[0C][06][14][81]A""[0D]Wha-[0E][0F]",19,
AREAS001.DAT:9:43,AREAS001.DAT,9,43,"[0C][03][14][07][07]""Don't be afraid...[02]I just want some[01]information, that's[01]all.[02]I want you to tell[01]me all about the[02]monster you say you[01]saw.""",180,
AREAS001.DAT:9:44,AREAS001.DAT,9,44,"[0C][04][14][81]A""Heh![02]I ain't got nothin'[01]to tell you! Pah!""",69,
AREAS001.DAT:9:45,AREAS001.DAT,9,45,"[0C][03][14][07][07]""Well!...[0B][02]I'd try to be[01]a little more[02]cooperative if[01]I were you...""",103,
