offset,text_source,byte_budget
0x19143c,"Dear sister, it would appear the tea is ready.",46
0x19146b,Hm. Ah... A lovely scent.,25
0x191485,I was recently fortunate enough to acquire these\n,50
0x1914b8,leaves from Nagira... Tea of once-in-a-lifetime\n,49
0x1914ea,"rarity. The cost was dear, but worth every coin.",48
0x19151b,Very well done. It seems you have improved your\n,49
0x19154d,skills as well.,15
0x19155d,Your approval is my vindication.,32
0x19157e,"Would you like some as well, Kiwru?",35
0x1915a2,"Please, yes...",14
0x1915b1,...So... what exactly are you two doing here?,45
0x1915df,"When I get back to the Hakurokaku, I find Nosuri\n",50
0x191612,and Ougi lounging around like they own the place.,49
0x191644,Oh? You've finally returned! You kept us all\n,46
0x191673,waiting.,8
0x19167c,Don't blame me. I don't recall anyone ever\n,44
0x1916a9,making an appointment. So what do you want?,43
0x1916d5,What are you talking about? You were the one\n,46
0x191704,that told us to come here.,26
0x19171f,Huh?,4
0x191724,That's exactly why we came all the way here.\n,46
0x191753,To reject us now... What a heartless man!,41
0x19177d,"Hey, hold on. I don't remember saying anything\n",48
0x1917ae,like that.,10
0x1917b9,"Hahaha! You card, you! By the way, is it\n",42
0x1917e4,"lunchtime yet? I'm famished! For today, I'm\n",45
0x191812,thinking... poultry.,20
0x191827,...This is hopeless.\n,22
0x19183e,She's not listening.,20
0x191853,"Whatever could be the matter, Haku? Your\n",42
0x19187e,expression bespeaks a sudden... sourness.,41
0x1918a8,"Argh... Look, can I have a moment?",34
0x1918cb,I drag Ougi to a corner of the room.,36
0x1918f0,"Your sister's getting me nowhere, so I'm going\n",48
0x191921,to ask you...,13
0x19192f,Why are you two still in the capital? I thought\n,49
0x191961,you were going into hiding until things blow\n,46
0x191990,over.,5
0x191996,"Aha... Judging by your reaction, I presume you\n",48
0x1919c7,have not heard the news from Oshtor.,36
0x1919ec,He has arranged matters so that we will take\n,46
0x191a1b,"residence here as well. You do need more help,\n",48
0x191a4c,do you not?,11
0x191a58,Oshtor's proposal was particularly favorable\n,46
0x191a87,"to us, as well.",15
0x191a97,"I think it's a good idea, Haku. With Ougi on our\n",50
0x191aca,"side, we will be able to accomplish a great deal.",49
0x191afc,"First I've heard of it! We do need more allies,\n",49
0x191b2e,but I wish people would ask me first for these\n,48
0x191b5f,big decisions...,16
0x191b70,"I do apologize, but had we waited, we would be\n",48
0x191ba1,forced to leave our displaced comrades on the\n,47
0x191bd1,streets.,8
0x191bda,The decision was mine alone. If you seek someone\n,50
0x191c0d,"to blame, I will gladly assume full\n",37
0x191c33,responsibility.,15
0x191c43,"Ah, I can't blame him for wanting to keep his\n",47
0x191c73,crew from being homeless...,27
0x191c8f,I'm not sure what you're all muttering about...\n,49
0x191cc1,but it is rare to see Ougi so close with others.,48
0x191cf2,Nosuri thinks aloud as she watches us whispering\n,50
0x191d25,to each other.,14
0x191d38,...Er... Rulutieh?,18
0x191d4b,We did bear a similar burden.\n,31
0x191d6b,I believe we came to an understanding.,38
0x191d92,An understanding... right...,28
0x191daf,Does he mean the Moznu incident...?\n,37
0x191dd5,I'm not sure there was ever a point I felt\n,44
0x191e02,CLOSE to this guy...,20
0x191e17,"Well, I'm glad you're getting along. After all,\n",49
0x191e49,it seems we'll be here for some time.,37
0x191e6f,...You sure you're OK with that? What about\n,45
0x191e9d,"all that ""resurrecting your noble house"" stuff?",47
0x191ecd,You could be more subtle about wanting them to\n,48
0x191efe,leave! Have some tact.,22
0x191f15,"No, think nothing of it.\n",26
0x191f30,"Resurrecting our house, hm...",29
0x191f4e,Nosuri stares off into the middle distance for a\n,50
0x191f81,"moment... then gives a sad sigh, continuing on.",47
0x191fb1,These past few incidents have definitely...\n,45
0x191fdf,put that future beyond our reach.,33
0x192001,"Oh, that's... I'm sorry, I don't know what I\n",46
0x192030,can say...,10
0x19203b,"Nekone hesitates, troubled by Nosuri's glum\n",45
0x192069,"outlook... but the bandit clenches her fist,\n",46
0x192098,resolute.,9
0x1920a2,But! That is no reason for us to lose hope!,43
0x1920ce,"I shall bide my time, and one day reclaim our\n",47
0x1920fe,"honor! Until then, I lay low here, and plan my\n",48
0x19212f,triumph.,8
0x192138,"Umm, I... I see...",18
0x19214b,And this was a request from Oshtor himself!\n,45
0x192179,Who would be rude enough to decline such earnest\n,50
0x1921ac,pleas?,6
0x1921b3,Nosuri can't hide her prideful grin with that\n,47
0x1921e3,proclamation.,13
0x1921f1,...You sure we should leave her like that?\n,44
0x19221e,Sounds like she's getting a big head.,37
0x192244,I will continue in my sole duty of supporting\n,47
0x192274,my dear sister.,15
0x192284,Couldn't you at least try to admonish her?\n,44
0x1922b1,This is why she's always messing things up.,43
0x1922dd,I am sure Brother has carefully thought this\n,46
0x19230c,through... Was there anything specific he asked\n,49
0x19233e,of you?,7
0x192346,"Well, he said all we needed to do was help you\n",48
0x192377,"all out. And with me here, your troubles are\n",46
0x1923a6,over!,5
0x1923ac,"That's wonderful news! Right, Haku?",35
0x1923d0,"...In other words, more trouble for me.",39
0x1923f8,I can't help but sigh. But then it suddenly\n,45
0x192426,hits me.,8
0x19242f,"Wait a minute. Bandits or not, there's a ton of\n",49
0x192461,them. If all of them are staying for a while...,47
0x192491,That's a pretty sizable team working for me!\n,46
0x1924c0,I think we can forget about being short-staffed.,48
0x1924f1,"Quality over quantity has been our plan so far,\n",49
0x192523,but it gets tough. And now I don't have to do\n,47
0x192553,night patrols!,14
0x192562,"At the thought of my bright new future, I can't\n",49
0x192594,"help but grin. Ougi turns, his own smile placid.",48
0x1925c5,I'm afraid the others won't be accompanying us.,47
0x1925f5,...Huh?,7
0x1925fd,What are you talking about? You had a whole crew\n,50
0x192630,of people working for you.,26
0x19264b,Precisely. It would hardly be pragmatic to house\n,50
0x19267e,that many fugitives in secret.,30
0x19269d,I... guess you have a point.,28
0x1926ba,"Thus, using Oshtor's connections, we have\n",43
0x1926e6,secured them gainful employment in the villages\n,49
0x192718,nearby.,7
0x192720,Then that means... The only ones here at the\n,46
0x19274f,Hakurokaku are...,17
0x192761,"The two of us, yes.",19
0x192775,"Urrgh... No, even two people is more than before!\n",51
0x1927a9,Getting out of crappy jobs should be a lot\n,44
0x1927d6,easier.,7
0x1927de,All right then... I guess we'll have you start\n,48
0x19280f,off with some paperwork.,24
0x192828,Might as well get rid of the most tedious job\n,47
0x192858,around here...,14
0x192867,No... I think that kind of job should be left\n,47
0x192897,to people who have actual skill in it.,38
0x1928be,What?,5
0x1928c4,I'm afraid I don't have much of a head for\n,44
0x1928f1,writing and calculation. Things would... turn\n,47
0x192921,out poorly.,11
0x19292d,"Poorly, huh...? You know, you could show some\n",47
0x19295d,effort before giving up like that.,34
0x192980,"To clarify... whenever I try, this dizziness\n",46
0x1929af,overwhelms me and I fall unconscious.\n,39
0x1929d7,It's futile!,12
0x1929e4,"So in other words, you just fall asleep on the\n",48
0x192a15,job. Great.,11
0x192a21,Then what about patrol duty? That doesn't take\n,48
0x192a52,a lot of brains.,16
0x192a63,A capital idea! My first patrol route should be\n,49
0x192a95,"around the gambling halls, as security is often\n",49
0x192ac7,poor around--,13
0x192ad5,It would behoove us not to make undue appearance\n,50
0x192b08,in public. Oshtor still wishes for us to lay low\n,50
0x192b3b,for a while.,12
0x192b48,"Hmm... Is that so? Well, I suppose that's that,\n",49
0x192b7a,then.,5
0x192b80,I must also ask that you refrain from patronizing\n,51
0x192bb4,gambling parlors. We could be recognized at any\n,49
0x192be6,time.,5
0x192bec,"H-Hold on, I don't think we need to go that\n",45
0x192c1a,far...!,7
0x192c22,I'm afraid we must.,19
0x192c36,Nosuri droops her shoulders in disappointment.\n,48
0x192c67,"I'm doing the same, for different reasons.",42
0x192c92,Oshtor has also enlisted my help in some matters\n,50
0x192cc5,"of espionage, so I may not have time for much\n",47
0x192cf5,else.,5
0x192cfb,"No office work, and no patrol duty... What are\n",48
0x192d2c,these two... even good for...?,30
0x192d4b,Hm! I suppose all we can really help with is\n,46
0x192d7a,arrests. Leave it all to us! Hahahaha!,38
0x192da1,Nosuri concludes with a proud laugh. A sudden\n,47
0x192dd1,dizziness washes over me.,25
0x192deb,"Keep it together, Haku. It's not like they'll\n",47
0x192e1b,cut into our budget. Just pretend they're not\n,47
0x192e4b,even here...,12
0x192e58,"Oh, and I also heard you'll be paying for our\n",47
0x192e88,stay here. Your generosity does you credit!,43
0x192eb4,...What!?,9
0x192ebe,"Yes, that was what we were told by Oshtor.",42
0x192ee9,"...Is this true, Kiwru?",23
0x192f01,"I believe Brother's words were, ""I am sure\n",44
0x192f2e,Lord Haku will be able to manage without any\n,46
0x192f5d,"problems.""",10
0x192f68,That ASSHOLE. He just didn't want to deal with\n,48
0x192f99,any of this himself.,20
0x192fae,I don't even have the will to complain anymore.\n,49
0x192fe0,"I'm not sure if Kuon can tell, but she speaks up.",49
0x193012,...We may need to cut down on certain things.,45
0x193040,"Wait, cut down? Cut down on what? Why is she\n",46
0x19306f,sighing...? And why is she looking at ME?,41
0x193099,But to think the day would come that I stay in\n,48
0x1930ca,the Hakurokaku as a proper guest... It's\n,42
0x1930f5,astounding.,11
0x193101,Did you have some memories here?,32
0x193122,It's a bit complicated... You just never know\n,47
0x193152,"where fate will take you, I suppose.",36
0x193177,"...OK, back up. What do you mean by\n",37
0x19319d,"""proper guest""?",15
0x1931ad,Hahaha... Then even you had no idea at all.,43
0x1931d9,"We, the Nosuri bandits, have been using the\n",45
0x193207,Hakurokaku's basement storage as a hideout\n,44
0x193234,for eons!,9
0x19323e,"To clarify, she means just us two.",34
0x193261,Which would mean these two were angling to live\n,49
0x193293,here from the start...,22
0x1932aa,"...U-Um, I've brought some tea.",31
0x1932ca,"...Oh, thanks.",14
0x1932d9,"Still stiff from the shock, I gratefully accept\n",49
0x19330b,Rulutieh's tea. Some tea leaves are still\n,43
0x193337,floating...,11
0x193343,...Hm. They say that means good fortune on the\n,48
0x193374,horizon...,10
0x19337f,"No, I'm sure. Something good's just around\n",44
0x1933ac,the corner...,13
0x1933ba,...Tea.,7
0x1933c2,"We have prepared you tea, Master.",33
0x1933e4,"Uh... Huh? Well, I've already got--",35
0x193408,Enjoy.,6
0x19340f,Uh... Great. Thanks.,20
0x193424,"Um, I also have some snacks.\n",30
0x193443,Today I prepared some torayaki.,31
0x193463,"Oh, thanks! Mm, this looks good.",32
0x193484,Snacks.,7
0x19348c,"Please, have some snacks. We have prepared\n",44
0x1934b9,tamoyaki today.,15
0x1934c9,"Uh, I'm not sure I can eat all thi--",36
0x1934ee,...Mmph.,8
0x1934f7,Um...,5
0x1934fd,Please don't tell me this is supposed to be the\n,49
0x19352f,good fortune...,15
0x19353f,"As I mutter, I hear hurried footsteps coming\n",46
0x19356e,"closer, and the sliding door opens with a slam.",47
0x19359e,Thank you all for the warm welcome!,35
0x1935c2,Excuse us.,10
0x1935cd,Great. More trouble...,22
0x1935e4,Everyone's getting used to the princess's visits\n,50
0x193617,by now. But she has made an impact on one\n,43
0x193643,person...,9
0x19364d,Y-Your Highness--,17
0x19365f,"Nosuri had been reclining, but she bolts up,\n",46
0x19368e,hurriedly trying to show deference to Anju.,43
0x1936ba,"Be at ease! No need for such formalities, Nosuri.",49
0x1936ec,But...,6
0x1936f3,"We are friends, are we not? And there is no need\n",50
0x193726,to act so humbly between friends.,33
0x193748,Your Highness... I-I am still your friend?\n,44
0x193775,"I, whose house is disgraced, and who has\n",42
0x1937a0,disrespected you so...?,23
0x1937b8,"It is I who have caused you so much trouble,\n",46
0x1937e7,Nosuri. I must ask for your forgiveness.,40
0x193810,"I am not worthy of such kind words,\n",37
0x193836,Your Highness...!,17
0x193848,Nosuri seems deeply moved by Anju's words.\n,44
0x193875,"I can see tears welling up in her eyes, too...",46
0x1938a4,"Of course, from my perspective, the two of them\n",49
0x1938d6,are nothing but trouble...,26
0x1938f1,Sitting in the corner of the suddenly noisy\n,45
0x19391f,"room, I feel a sudden sinking feeling.",38
0x193946,Doesn't this just mean we have more good-for-\n,47
0x193976,nothings loafing around the place now...?,41
0x1939a0,...Forget it. Not going to think about it.,42
0x1939cb,I avert my eyes from the chaotic future ahead of\n,50
0x1939fe,"me, and focus on enjoying my tea while I still\n",48
0x193a2f,can.,4
0x194ac7,Nn... urrgh...,14
0x194ad6,So hot...,9
0x194ae0,"...Looks like... the middle of the night, still.\n",50
0x194b13,The heat's woken me up.,23
0x194b2b,Why's it so hot...? I'm sweating and everything.\n,50
0x194b5e,"Ugh, all clammy...",18
0x194b71,"It's nice to have the bed warm, but when it gets\n",50
0x194ba4,this hot--\n,12
0x194bb1,Huh?,4
0x194bb6,*Squish*,8
0x194bbf,"Something much heavier, warmer, and softer than\n",49
0x194bf1,a blanket is clinging to my body.,33
0x194c13,"I reach out uncertainly to feel what it is,\n",45
0x194c41,and feel something soft and smooth.,35
0x194c65,Nn...? Wha...?,14
0x194c74,The grogginess gradually fades as I realize this\n,50
0x194ca7,clearly isn't a blanket. I look over to find--,46
0x194cda,Whoa--!? The hell are you two doing!?,37
0x194d00,The twins must have snuck under my blankets.\n,46
0x194d2f,"They're lying there, clinging to me.",36
0x194d54,Accompanying you in bed.,24
0x194d6d,"We were worried that you may be cold, Master.\n",47
0x194d9d,We have decided to keep you warm like so.,41
0x194dc7,C-Completely naked...?,22
0x194dde,These two do all they can to take care of me.\n,47
0x194e0e,"Wakeup calls, dinner, cleaning my room, doing\n",47
0x194e3e,laundry...,10
0x194e49,But they also waltz in with those skimpy outfits\n,50
0x194e7c,"to wash me in the bath, and now this.\n",39
0x194ea4,Naked in bed.,13
0x194eb2,"It keeps escalating, and for some reason I'M\n",46
0x194ee1,"always the bad guy, though I feel more like a\n",47
0x194f11,victim.,7
0x194f19,We will keep you warm.,22
0x194f30,"Master, if you are feeling cold, you may embrace\n",50
0x194f63,us closer.,10
0x194f6e,Urgh... This is bad. If anyone saw me like\n,44
0x194f9b,this...,7
0x194fa3,"My life is none of their business, but when they\n",50
0x194fd6,look at me with that disgust in their eyes.\n,45
0x195004,It's...,7
0x19500c,"It cuts deep, you know.",23
0x195024,Master.,7
0x19502c,"Are we being of use to you, Master?",35
0x195050,"Er, y-yeah... I guess.",22
0x195067,All for our Master.,19
0x19507b,"We shall do all we can to serve you, Master.",44
0x1950a8,"Well, don't push yourself too hard.\n",37
0x1950ce,It'll all be moot if you overwork yourselves\n,46
0x1950fd,and collapse.,13
0x19510b,So touching.,12
0x195118,Your caring words bring us unimaginable joy.,44
0x195145,*Sigh* What the hell am I supposed to do?,41
0x19516f,"I wish they'd stop this excessive servitude, but\n",50
0x1951a2,"if I word it wrong, they'll feel rejected.\n",44
0x1951cf,And that'd be bad.,18
0x1951e2,It'd end up just like before...,31
0x195202,"Hello, Sir Haku... Allow me to pour you some\n",46
0x195231,tea...,6
0x195238,"Oh, thanks.",11
0x195244,Tea.,4
0x195249,We have also prepared some pickles for you as\n,47
0x195279,"refreshment. Please enjoy it with your tea,\n",45
0x1952a7,"Uh, yeah... Thanks.",19
0x1952bb,Nekone and Rulutieh's stares really sting\n,43
0x1952e7,right now...,12
0x1952f4,Nekone's looking at me like I'm someone else's\n,48
0x195325,garbage.,8
0x19532e,And Rulutieh looks a little down about them\n,45
0x19535c,taking over her job... Or is she pouting?,41
0x195386,That stare she's giving me looks almost soulless...\n,53
0x1953bc,"Nah, what am I saying. Must be my imagination.",46
0x1953eb,A massage.,10
0x1953f6,It seems your shoulders are stiff.\n,36
0x19541b,"If there is any place that is bothering you,\n",46
0x19544a,please let us know.,19
0x19545e,*Rub* *rub*,11
0x19546a,"Uh... A little close, aren't you? There's\n",43
0x195496,something soft on the back of my head.,38
0x1954bd,Fringe benefit.,15
0x1954cd,We have heard that men prefer their massages\n,46
0x1954fc,this way.,9
0x195506,Of COURSE it was on purpose!,28
0x195523,I guess I just need to clear this up once and\n,47
0x195553,for all.,8
0x19555c,"Look, I really do appreciate the two of you\n",45
0x19558a,"taking care of me, but you really don't have to--",49
0x1955bc,"But before I could finish my sentence, the twins'\n",51
0x1955f0,faces suddenly harden.,22
0x195607,Are we of no use?,17
0x195619,"Have we been a burden to you, Master?",37
0x19563f,"No, no, you guys aren't a burden... I'm saying\n",48
0x195670,"instead of fussing over me, you can do what YOU\n",49
0x1956a2,really want.,12
0x1956af,What we--,9
0x1956b9,Really want?,12
0x1956c6,The two don't even hesitate for a second. They\n,48
0x1956f7,"embrace me, my head caught between their chests.",48
0x195728,"That is you, Master.",20
0x19573d,"All we wish to do is to be of service to you,\n",47
0x19576d,W-Would you at least stop clinging on to me all\n,49
0x19579f,the time?,9
0x1957a9,Does it trouble you?,20
0x1957be,"Are we a bother to you, Master?",31
0x1957de,"A bother...? No, not really, but don't you two\n",48
0x19580f,think you're going a little overboard here?,43
0x19583b,"Suddenly, with no hesitation, the two draw their\n",50
0x19586e,self-defense daggers from their sheaths.,40
0x195897,...Huh?,7
0x19589f,We must be together with our Master.,36
0x1958c4,That is the purpose of our existence. If we\n,45
0x1958f2,"cannot fulfill our purpose, we are unnecessary.",47
0x195922,"Having said this, the two of them immediately\n",47
0x195952,lift the daggers to their throats.,34
0x195975,"Wha--!? Hey, dammit, stop!",26
0x195990,That's enough of that.,22
0x1959a7,Ah...,5
0x1959ad,"I'm not sure when Kuon arrived, but she's\n",43
0x1959d9,"suddenly there, two fingers pinched around\n",44
0x195a06,each blade.,11
0x195a12,I'd prefer not to have any blood shed in this\n,47
0x195a42,"room, I think.",14
0x195a51,"Kuon smiles, as though gently admonishing a\n",45
0x195a7f,child.,6
0x195a86,"And Haku doesn't want the two of you to die,\n",46
0x195ab5,right?,6
0x195abc,R-Right...,10
0x195ac7,Wh-What is wrong with these two...?\n,37
0x195aed,"If Kuon didn't stop them just now, they'd have\n",48
0x195b1e,killed themselves...,20
0x195b33,Not even a moment of hesitation...\n,36
0x195b58,These two are crazy!,20
0x195b6d,"After that, we somehow managed to convince them\n",49
0x195b9f,"that I didn't want them to die, and now here we\n",49
0x195bd1,are.,4
0x195bd6,This loyalty... it's total selfless devotion.\n,47
0x195c06,It's way too heavy for me... What the hell do\n,47
0x195c36,I do?,5
0x195c3c,"I can't just refuse them, but if I let them do\n",48
0x195c6d,"whatever, my image as a gentleman goes up in\n",46
0x195c9c,smoke.,6
0x195ca3,"As I'm contemplating this, the two push their\n",47
0x195cd3,breasts against my arms and wrap their legs\n,45
0x195d01,around mine.,12
0x195d0e,So warm.,8
0x195d17,"You have such inner warmth, Master.",35
0x195d3b,It's warm because you're in my bed!\n,37
0x195d61,You don't have to say it all weird like that!,45
0x195d8f,"Dammit, how did it end up like this...?",39
0x197336,*Tug* *rustle*...,17
0x197348,Hm...?,6
0x19734f,Please wake up.,15
0x19735f,We are sorry for having disturbed you at this\n,47
0x19738f,"hour, Master.",13
0x19739d,"Late at night, I feel someone shaking me awake.\n",49
0x1973cf,My head's still pretty muddled as I'm waking up.,48
0x197400,Master.,7
0x197408,So sleepy... What time is it? What's so important\n,51
0x19743c,that I've gotta be up now...?,29
0x19745a,"I push through the sleepy haze, and open my eyes.",49
0x19748c,...Mm...,8
0x197495,Gah!,4
0x19749a,"I dodge as best I can, seeing the twins' lips\n",47
0x1974ca,heading straight for me.,24
0x1974e3,Oh...,5
0x1974e9,Wh-What the hell are you two trying to pull!?,45
0x197517,A kiss to wake you up?,22
0x19752e,"We were trying to awaken you, Master.",37
0x197554,Couldn't you have tried something normal first?,47
0x197584,God. Can't let my guard down for a damn SECOND\n,48
0x1975b5,around these two.,17
0x1975c7,"I've gotten used to them sleeping in my bed,\n",46
0x1975f6,"but the nakedness thing, not so much.",37
0x19761c,The last thing I want is to do something stupid\n,49
