offset,text_target
0x11badf,Era de se esperar. Essa rede tem uma\n
0x11bb0c,firewall robusto em funcionamento.
0x11bb25,"Nada que um hacker de elite não resolva,\n"
0x11bb54,claro. Só preciso de uma brecha pra alargar.\n
0x11bb82,necessário.
0x11bb88,Q-Quê?! Porra! Já me rastrearam?
0x11bbae,Recuar! Retirada tática!
0x11bbc9,"Preciso sair, rápido!"
0x11bbdf,...Argh. Acho que escapei antes do rastreio\n
0x11bc0e,"poderia chegar até... mim, mas..."
0x11bc37,Caramba. Os protocolos de segurança deles estão\n
0x11bc63,cada vez mais apertar.
0x11bc78,O que será que estão escondendo tão\n
0x11bca2,desesperadamente ao menor sinal de\n
0x11bccd,incomodar...
0x11bcd8,"Deve ser algo escuso, com certeza. Vale a pena,\n"
0x11bd06,mas é melhor esperar um pouco antes de tentar de novo.\n
0x11bd38,vez.
0x11bd3f,"Ah, enfim. Vou matar o tempo até essa situação\n"
0x11bd6f,passa a tempestade.
0x11bd81,"Alô? Sim, quem cha--Ah, opa, e aí?"
0x11bdae,Hom
0x11bdb2,Não me venha com 'oi'. Você não entrou em contato\n
0x11bde4,nos em dias.
0x11bdf0,"Hein...? Ah. É mesmo. É, eu esqueci completamente\n"
0x11be20,"ligar, desculpe."
0x11be30,"Você nunca muda, muda? Por que não sai um pouco\n"
0x11be61,"um pouco--respirar ar fresco, aproveitar a natureza?"
0x11be8e,Já tive 'natureza' suficiente pra vida toda quando você me levou\n
0x11bebf,"me visitar aquele experimento de cultivo, vlw."
0x11beed,"Como é que isso terminou, afinal?"
0x11bf16,O líder do projeto só falou bem de você. Parece que querem te\n
0x11bf48,oferecer uma vaga. Parece que querem muito você\n
0x11bf78,o trabalho.
0x11bf81,"Não, obrigado. Raízes que gritam quando arranca\n"
0x11bfae,daikon com PERNAS? E aquele gigante\n
0x11bfdb,nepenthes?
0x11bfe6,Não quero nada com esse filme de monstros\n
0x11c014,que eles tentam cultivar lá em cima na\n
0x11c042,superfície.
0x11c04b,...Entendo. Você pensou na minha\n
0x11c078,"outra proposta, pelo menos?"
0x11c092,Ajudar com sua pesquisa? Vou ter que\n
0x11c0c3,"passar essa também, desculpe."
0x11c0e3,"Confio bastante nas minhas habilidades, mas não acho\n"
0x11c114,que estou num nível em que posso ser de alguma utilidade\n
0x11c145,com você.
0x11c14d,Você tem o hábito de se subestimar demais.\n
0x11c17c,"você. Sabe disso, né?"
0x11c19c,"Tendo visto suas habilidades de perto, estou\n"
0x11c1cd,completamente confiante que consegue ajudar nesse projeto.
0x11c1fd,E EU tenho total certeza de que você está só fingindo\n
0x11c22e,nepotismo pra conseguir trabalho.
0x11c248,Não sou sentimental a ponto de deixar meus sentimentos\n
0x11c27a,nublar meu julgamento nisso.
0x11c296,Vamos falar sobre isso outra hora.\n
0x11c2bc,Mas por enquanto...
0x11c2cb,Você tem comido direito? Não pense que não sei\n
0x11c2fc,que você fica se trancando aí dentro em\n
0x11c329,Pronto.
0x11c330,"Hein? É, venho comendo."
0x11c34d,Você está dormindo o suficiente também?\n
0x11c371,E tô contando que tá limpando depois de si.
0x11c39f,Não sou criança! Sou perfeitamente capaz de\n
0x11c3cb,cuidando de mim.
0x11c3e2,Entendo. Então se alguém fosse te visitar\n
0x11c411,"agora, seu quarto estaria em condições\n"
0x11c440,ordem?
0x11c447,Q-Quê?
0x11c450,Ótimo. Fico aliviada em saber que não vai ter\n
0x11c480,sem problemas.
0x11c48d,Que tá rolando aí?
0x11c4a4,"Devem estar chegando em qualquer minuto, agora..."
0x11c4cf,"Chegando? Espera aí, quem--"
0x11c4ee,Mulher
0x11c4f4,Opa! Como tá indo?
0x11c514,"Q-Quê, o que você--"
0x11c52c,"Ah, você foi e bagunçou tudo de novo.\n"
0x11c55c,Isso é ração militar...? Você tem ALGUMA roupa limpa\n
0x11c587,prato?
0x11c58f,Só espera um segundo que eu faço uma refeição com o que\n
0x11c5c0,tudo isso... De algum jeito.
0x11c5d8,"Uma refeição...? O-Olha, eu agradeço a intenção,\n"
0x11c60b,"sério, mas... seu jeito de cozinhar, hã..."
0x11c630,"Que grosseria. Mas não se preocupe, irmãozinho!\n"
0x11c658,tenho o estimado mestre comigo hoje.
0x11c682,Mestre?
0x11c68a,Garota
0x11c68f,"Opa, tio! Vim visitar!"
0x11c6ac,Argh...
0x11c6b4,"Ah, vai, não faz assim! Vou preparar\n"
0x11c6e5,uns curry só pra você. Anima aí um pouco!
