offset,text_source,byte_budget
0x2166f6,Several days after what became known as the\n,45
0x216724,"""Uzurusha Conquest""...",22
0x21673b,I'm lounging in my room after getting back from\n,49
0x21676d,"Uzurusha, taking a rest, when the twins tug\n",45
0x21679b,on my sleeve.,13
0x2167a9,"That time again, huh...?",24
0x2167c2,"I force my weary body up, and soon the twins\n",46
0x2167f1,are leading me forward once again.,34
0x216814,"And just like before, we arrive at the old guy's\n",50
0x216847,place.,6
0x21684e,"Lord Haku, I thank you for accepting our\n",42
0x216879,invitation once again.,22
0x216890,"Er, it's no big deal...",23
0x2168a8,Ho ho ho. No need to be so modest.\n,36
0x2168cd,"Please, make yourself at home.",30
0x2168ec,Sure.,5
0x2168f2,I take a seat in front of the old man as he\n,45
0x216920,tells me to.,12
0x21692d,"Now that I think about it, why is this old\n",44
0x21695a,geezer so friendly to me anyway?,32
0x21697b,"If I'm right, I'd normally never be allowed to\n",48
0x2169ac,"speak to him, let alone see his face...",39
0x2169d4,For you.,8
0x2169dd,"Oh, thanks.",11
0x2169e9,I accept the cup of tea that Honoka offers to me.,49
0x216a1b,"Inside is a clear green liquid, a light steam\n",47
0x216a4b,wafting up from it.,19
0x216a5f,I recalled that you preferred green tea.,40
0x216a88,You remembered...,17
0x216a9a,I can feel a warmth in my chest as I take a sip\n,49
0x216acc,of the hot tea.,15
0x216adc,"So, was there something you wanted to talk\n",44
0x216b09,about...?,9
0x216b13,Indeed. There was something that I wished to\n,46
0x216b42,discuss with you.,17
0x216b54,"To tell the truth, I am something of an\n",41
0x216b7e,enthusiast of ancient ruins and artifacts.,42
0x216ba9,Ruins...,8
0x216bb2,You are aware of the recent war between Yamato\n,48
0x216be3,"and the nation north of us, Uzurusha?",37
0x216c09,"Well, yeah.",11
0x216c15,"I was kind of thrown into the middle of it,\n",45
0x216c43,after all...,12
0x216c50,After the war ended and we surveyed uncharted\n,47
0x216c80,"Uzurushan lands, we were able to locate new\n",45
0x216cae,ruins.,6
0x216cb5,The Uzurushan barbarians showed no interest in\n,48
0x216ce6,"these ruins, and so they seem yet untouched.",44
0x216d13,Huh...,6
0x216d1a,"Not really my thing, but I'm sure if Kuon or\n",46
0x216d49,Nekone heard about it they'd be ecstatic.,41
0x216d73,I would like nothing more than to investigate it\n,50
0x216da6,"myself... but with my legs, I could not travel\n",48
0x216dd7,so far.,7
0x216ddf,Are you asking me to go take a look at the place\n,50
0x216e12,in your stead...?,17
0x216e24,"Precisely. Of course, I wouldn't ask you without\n",50
0x216e57,compensation. An adequate reward will be prepared.,50
0x216e8a,"Well, that sounds a bit...",26
0x216ea5,Honoka.,7
0x216ead,"Yes, my liege.",14
0x216ebc,"With a thud and a clink, Honoka drops what looks\n",50
0x216eef,like a rather hefty bag on top of the table.,44
0x216f1c,Whoa!,5
0x216f22,The bag is absolutely stuffed with glittering\n,47
0x216f52,golden pieces.,14
0x216f61,This should cover preparatory costs.\n,38
0x216f88,We will prepare the reward upon your return.\n,46
0x216fb7,If you need mor--,17
0x216fc9,I'm on the case.,16
0x216fda,"Hmhm... Thank you, Lord Haku.",29
0x216ff8,"Good, good. I had a feeling that you would\n",44
0x217025,accept.,7
0x21702d,This much gold just for prep costs?\n,37
0x217053,I could live like a tycoon for a while on this\n,48
0x217084,alone!,6
0x21708b,And we haven't had any jobs from Oshtor recently.\n,51
0x2170bf,We've all got some free time on our hands.,42
0x2170ea,"And if it involves investigating ruins, Kuon and\n",50
0x21711d,Nekone wouldn't even care if the reward was\n,45
0x21714b,small.,6
0x217152,I'm sure they won't suspect a thing if I skim a\n,49
0x217184,little off the top. Heh heh heh heh heh...,42
0x2171af,Well! I am glad that is settled. I am in a\n,44
0x2171dc,"splendid mood... Honoka, please prepare us a\n",46
0x21720b,suitable banquet.,17
0x21721d,"Mmm, hmhmhm hmmm hmmm...♪\n",29
0x21723b,*Hic*,5
0x217241,"Whew, what a feast. The food was delicious,\n",45
0x21726f,the drinks were amazing...,26
0x21728a,Can't believe there are people out there that\n,47
0x2172ba,enjoy this stuff on a daily basis...,36
0x2172df,"Might've drank a little too much, but how can I\n",49
0x217311,refuse when Honoka's the one pouring them?\n,44
0x21733e,I couldn't help it.,19
0x217352,"I totter back home, Uruuru and Saraana supporting\n",51
0x217386,"me. By the time I get back, it's already light\n",48
0x2173b7,out.,4
0x2173bc,"Honeeey, I'm hoooooome.",23
0x2173d4,Welcome back.,13
0x2173e6,"Well, you certainly came back early.",36
0x21740b,Bwuh!? K-Kuon!?,15
0x21741b,What is she doing in my room!?,30
0x21743a,You seem to be in a good mood. I suppose I'd like\n,51
0x21746e,to know where exactly you were last night.,42
0x217499,"W-Well, that's...",17
0x2174ab,"Y-You see, these two here...",28
0x2174c8,I turn around for some support.,31
0x2174e8,...They're gone!?,17
0x2174fa,"...Yeah, I kinda had a feeling this was going\n",47
0x21752a,to happen.,10
0x217535,I was having dinner at a friend's place.,40
0x21755e,I sit down on a seat as I give my excuse.,41
0x217588,I don't think you're sitting in the right spot.,47
0x2175b8,Huh?,4
0x2175bd,Sit up straight here. On your knees.,36
0x2175e2,What are you--,14
0x2175f1,Now.,4
0x2175f6,...Yes ma'am.,13
0x217604,"For some reason, I can't fight her quiet pressure.\n",52
0x217639,I meekly do as she says.,24
0x217652,"I can't tell you that you shouldn't drink, or go\n",50
0x217685,fooling around with strange women.,34
0x2176a8,"Hold on, I'll admit I was drinking, but I\n",43
0x2176d4,wasn't--,8
0x2176dd,I understand sometimes you just want to have a\n,48
0x21770e,"good time, but you aren't quite fully fledged\n",47
0x21773e,yet.,4
0x217743,And I can't really approve of a person like that\n,50
0x217776,fooling around and stumbling home at sunrise.,45
0x2177a4,"Argh, she sounds like a mom, but she has a point.\n",51
0x2177d8,I'm still in her care. Maybe I screwed up...,44
0x217805,But I still have my trump card.,31
0x217825,There's actually a good reason for this.\n,42
0x217850,I just got us a job.,20
0x217865,What does that have to do with you coming home\n,48
0x217896,at this hour?,13
0x2178a4,Just hear me out. The job I got was to\n,40
0x2178cd,investigate some ruins.,23
0x2178e5,I can see Kuon's ears twitch at the mention\n,45
0x217913,of that.,8
0x21791c,"And from what I hear, they're totally untouched.\n",50
0x21794f,Who knows how old they are.,27
0x21796b,"...Details, please.",19
0x21797f,Yesss. She took the bait.,25
0x217999,Well...,7
0x2179a1,"I give her an explanation of the job, keeping\n",47
0x2179d1,the details vague on the old man.,33
0x2179f3,But I make sure to bring attention to the fact\n,48
0x217a24,that this ruin is still unexplored.,35
0x217a48,Kuon stays silent for a while after I finish\n,46
0x217a77,telling her the details.,24
0x217a90,"She's trying to look calm, but her ears and\n",45
0x217abe,tail are twitching. Guess she can't hide her\n,46
0x217aed,excitement.,11
0x217af9,Looks like that strategy was pretty effective.,46
0x217b28,"All right. If that's the case, I'll need to start\n",51
0x217b5c,on some preparations.,21
0x217b72,Sounds good.,12
0x217b7f,"Well, I think I'll just get some sleep in the\n",47
0x217baf,mea--,5
0x217bb5,You still need to sit there.,28
0x217bd2,"Wh... Now hold on, I thought--",30
0x217bf1,"Oh, and by the way, I'll be hanging on to this.",47
0x217c21,Gah!?,5
0x217c27,"The funds I had hid under my clothes are,\n",43
0x217c53,"somehow, in Kuon's hands.",25
0x217c6d,You sit there and think about what you did until\n,50
0x217ca0,everyone wakes up. Any objections?,34
0x217cc3,"...No, ma'am.",13
0x217cd1,We tell the rest of the group about investigating\n,51
0x217d05,the ruins over breakfast.,25
0x217d1f,"We quickly arrange for a carriage, and by the\n",47
0x217d4f,"time the sun's risen, we're ready to set out\n",46
0x217d7e,north.,6
0x217d85,And so our two carriages set off on the mountain\n,50
0x217db8,"path, on the morning of a beautiful sunny day.",46
0x217de7,An unexplored ruin...,21
0x217dfd,"You seem... very excited about this, Miss Kuon.",47
0x217e2d,Most ruins in Yamato have already been thoroughly\n,51
0x217e61,investigated. An untouched one is quite exciting.,49
0x217e93,"Hey, hey, whassat?",18
0x217ea6,"Shinonon, it's dangerous to lean so far\n",41
0x217ed0,outside.,8
0x217ed9,"Hee hee! You seem pretty excited too, Shinonon.",47
0x217f09,"And so I hold the reins, listening once again\n",47
0x217f39,to all the cheery voices behind me.,35
0x217f5d,Argh...,7
0x217f65,A dull pain throbs around my temple.\n,38
0x217f8c,Damn hangovers.,15
0x217f9c,"Master, are you all right?",26
0x217fb7,You may leave the reins to us and lie down to\n,47
0x217fe7,rest if you wish.,17
0x217ff9,She pats her thigh invitingly as she makes the\n,48
0x21802a,offer.,6
0x218031,"Thanks, but I'm good.",21
0x218047,"Now that I think about it, I didn't get a wink\n",48
0x218078,of sleep last night.,20
0x21808d,Man... I feel awful. So sleepy. And I'm being\n,47
0x2180bd,forced to drive the carriage in this state...,45
0x2180eb,"I say this a lot, but... how did it end up like\n",49
0x21811d,this...?,8
