offset,text_target
AREAD076.DAT:8:2,"[0C][02][14][01][01]""De novo o Marlok... Quantas vezes este mês ja? [02]Nunca vi ninguém tao obcecado em lucro quanto ele!"""
AREAD076.DAT:8:3,"[0C][06][14][82]B""É mesmo! Só veja o tamanho [02]daqueles engradados que ele traz!"""
AREAD076.DAT:8:4,"[0C][02][14][01][01]""É, pois é... Suponho que tem que ser assim [02]pra fazer os negócios dele...[02]Afinal, estamos em lados opostos, né?"""
AREAD076.DAT:8:5,"[14][C1]@""Parece que tudo correu conforme planejado."""
AREAD076.DAT:8:6,"[0C][02][14][03][03]""Sim...[0B][02]Agora que chegamos até aqui, não [02]voltamos sem a Elina!"""
AREAD076.DAT:8:7,"[0C][02][14][03][03]""...[0B]...[0B]Parece que está [01]seguro."""
AREAD076.DAT:8:8,"[14][04][04]""Ei--[0B]isso é seu [01]sandflier?""[12]"
AREAD076.DAT:8:9,"[14][04][04]""Ei--[0B]isso é seu [01]sandflier?""[12]"
AREAD076.DAT:8:10,"[14][04][04]""Ei--[0B]isso é seu [01]sandflier?""[12]"
AREAD076.DAT:8:11,"[14][04][04]""Ei--[0B]isso é seu [01]sandflier?""[12]"
AREAD076.DAT:8:12,"[14][04][04]""Ah...[02]Me pergunto de quem é [01]então..."""
AREAD076.DAT:8:13,"[14][04][04]""Verdade? Olha, preciso [01]chegar em [05]Shikk[06].[02]Você poderia me levar?"""
AREAD076.DAT:8:14,"[14][04][04]""Preciso chegar em [01]Hesperia, mas a [02]Passagem não está [01]funcionando, certo?"""
AREAD076.DAT:8:15,"[14][04][04]""Ouvi dizer que tem um [01]grande lago perto de [02]Shikk que vai até o [01]continente ocidental.[02]Então pensei que, se chegar [01]em Shikk,[02]consigo chegar em Hesperia [01]de um jeito ou outro.[02]Então, o que acha? [01]Você me leva lá?""[12][01][0C][82]Sim[01]Não"
AREAD076.DAT:8:16,"[14][04][04]""Muito obrigado!"""
AREAD076.DAT:8:17,"[14][04][04]""Shikk fica a nordeste [01]daqui...[02]Do outro lado do [01]Grande Deserto."""
AREAD076.DAT:8:18,"[14][04][04]""Vem lá...Vou te dar [01]algo pelo incômodo...""[12][02][0C][82]OK[01]Não"
AREAD076.DAT:8:19,"[14][04][04]""É só do outro lado [01]do deserto...""[12][03][0C][82]OK[01]Não"
AREAD076.DAT:8:20,"[14][04][04]""Não faço barulho [01]nem incomodo, tá?""[12][04][0C][82]OK[01]Não"
AREAD076.DAT:8:21,"[14][04][04]""Ah, vem lá...[01]Por favor?""[12][05][0C][82]OK[01]Não"
AREAD076.DAT:8:22,"[14][04][04]""Vem lá--estou [01]implorando!""[12][06][0C][82]OK[01]Não"
AREAD076.DAT:8:23,"[14][04][04]""Sê bacana e me [01]leva--p[0B]o[0B]r f[0B]a[0B]v[0B]o[0B]r?""[12][07][0C][82]OK[01]Não"
AREAD076.DAT:8:24,"[14][04][04]""Tudo bem! Esquece! [01]Desculpa até ter pedido!"""
AREAD076.DAT:8:25,"[14][04][04]""Você mudou de ideia? [01]Você vai me levar?""[12][01][0C][82]Sim[01]Não"
AREAD076.DAT:8:26,"[14][85][05]""O quê!?"""
AREAD076.DAT:8:27,"[14][85][05]""Você foi quem entrou [01]na Passagem e [02]começou aquela grande [01]briga lá!?"""
AREAD076.DAT:8:28,"[14][05][05]""Você nem parou pra [01]pensar no efeito [02]que isso teria no [01]dispositivo da Passagem, [01]né?[02][14][06][06]""Não sei o que dizer..."""
AREAD076.DAT:8:29,"[14][85][05]""Hã? Quem está aí!?"""
AREAD076.DAT:8:30,Aonde você quer ir no sandflier?[12][08][0C][93]Shyde[01]Fora da cidade[01]Nunca mind
AREAD076.DAT:8:31,Aonde você quer ir no sandflier?[12][08][0C][93]Shyde[01]Fora da cidade[01]Nunca mind
AREAD076.DAT:8:32,Aonde você quer ir no sandflier?[12][09][0C][94]Região de Shikk[01]Shyde[01]Fora da cidade[01]Nunca mind
AREAD076.DAT:8:33,"""O sandflier que você [01]veio? Ah, já foi embora [02]faz tempo. Parece que você [01]fica aqui um tempo, ué?"""
