offset,text_source,byte_budget
0x16e944,...You have arrived.,20
0x16e959,"Oshtor welcomes us, though his voice is stern.\n",48
0x16e98a,Nekone had asked Kuon and me to come to the\n,45
0x16e9b8,manor.,6
0x16e9bf,"This time, we were told to leave Rulutieh and Atuy\n",52
0x16e9f4,back at headquarters.,21
0x16ea0a,That alone told me this wasn't going to be about\n,50
0x16ea3d,a job... It had to be some kind of emergency.,45
0x16ea6b,Allow me to explain why I have called upon you\n,48
0x16ea9c,today.,6
0x16eaa3,It concerns Her Highness's abduction several\n,46
0x16ead2,"days ago, and the fate of the bandits involved.",47
0x16eb02,"Regardless of her safe return, the abduction\n",46
0x16eb31,itself cannot be so easily forgiven.,36
0x16eb56,"They have thus been charged with high treason,\n",48
0x16eb87,and will receive due punishment for their\n,43
0x16ebb3,actions.,8
0x16ebbc,"Yeah, I figured something like this might happen.\n",51
0x16ebf0,"Wait, that means...",19
0x16ec04,"If we'd taken any longer, it might have been us\n",49
0x16ec36,up against the wall. Geez... close one.,39
0x16ec5e,Her Highness did make all efforts to proclaim their\n,53
0x16ec94,"innocence, but her words fell on deaf ears.",43
0x16ecc0,Why can't they just admit that she lied?\n,42
0x16eceb,"A proper scolding would resolve the whole thing,\n",50
0x16ed1e,I'd think.,10
0x16ed29,The holy imperial princess does not make mistakes.\n,52
0x16ed5e,Rather... she cannot be seen to make a mistake.,47
0x16ed8e,We were forced to mobilize the soldiers for her\n,49
0x16edc0,sake. It can no longer be passed off lightly.,45
0x16edee,Her Highness WAS abducted. The offenders are now\n,50
0x16ee21,"enemies of the throne, and must face judgement.",47
0x16ee51,...I see now. So that's what's going on...,42
0x16ee7c,"Man, I hate politics.",21
0x16ee92,"But if things have gotten this far out of hand,\n",49
0x16eec4,Anju must be...,15
0x16eed4,Yes. She has locked herself in her room.,40
0x16eefd,The punishment for high treason is death.\n,43
0x16ef29,Her Highness's naivete has cost their lives...\n,48
0x16ef5a,It pains her.,13
0x16ef68,Makes sense... The guilt must be eating her up.,47
0x16ef98,"Quite unfair, wouldn't you say?\n",33
0x16efba,"We merely wished to help, and it seems this is\n",48
0x16efeb,our reward.,11
0x16eff7,A calm voice speaks from behind us.,35
0x16f01b,"Surprised, we quickly turn to see Nosuri's brother\n",52
0x16f050,standing there... Ougi.,23
0x16f068,When did you...?,16
0x16f079,"Shortly after you arrived, I believe.",37
0x16f09f,"Been here the whole time, huh?",30
0x16f0be,Be at ease--I was the one who summoned him.\n,45
0x16f0ec,He will be essential in resolving this matter.,46
0x16f11b,"Well, OK then...",16
0x16f12c,"But you knew the princess's identity, right?\n",46
0x16f15b,Any reason you didn't stop your partner in crime?,49
0x16f18d,"I believe I have mentioned, but I generally refrain\n",53
0x16f1c3,from standing in the way of my dear sister's plans.,51
0x16f1f7,And now look what's happened. Do you want your\n,48
0x16f228,sister to ruin her life or something?,37
0x16f24e,Haha... You underestimate her. A situation such\n,49
0x16f280,as this is a brief inconvenience; nothing more.,47
0x16f2b0,It's CLEARLY a little more than that.\n,39
0x16f2d8,Seems more like the two of you are screwed.,43
0x16f304,"And my presence here, as one of the accused...\n",48
