offset,text_target
0x20eb0f,"Ao longe, os gritos do exército de Yamato\n"
0x20eb3d,pode-se ouvir.
0x20eb4b,Conselheiro
0x20eb53,"Meu owlo, o exército de Yamato se fecha\n"
0x20eb82,em nossa posição.
0x20eb96,"Embora possamos detê-los por ora, é apenas\n"
0x20ebc7,É questão de tempo até que arromben...
0x20ebf5,Precisamos de uma decisão.
0x20ec09,Muito bem... Quais serão minhas opções?
0x20ec2f,"Por ora, podemos fugir para o oeste... Uzurusha\n"
0x20ec5e,é ampla e vasta. Nem os de Yamato conseguiriam\n
0x20ec8e,manter a perseguição.
0x20eca0,"Enquanto viver, meu owlo, poderemos reagrupar.\n"
0x20ecd0,Você pode reunir as unidades separadas em nossa\n
0x20ecfd,retirada.
0x20ed05,Agora é hora de perseverar...
0x20ed25,Ghhhh...!!
0x20ed30,"A sala fica em silêncio, exceto pelos sons da\n"
0x20ed62,batalha lá fora. Todos param ao ver a cabeça do homem\n
0x20ed91,rola.
0x20ed98,Soldado
0x20eda0,Ah... Ahhh!
0x20edac,O owlo brandeia a lâmina ensanguentada.
0x20edd8,...Você ousa me dizer para fugir?\n
0x20edfc,Como você ousa me pedir para abandonar minha pátria!?
0x20ee26,"Meu owlo, por favor! Você deve compreender!"
0x20ee4c,Você OUSA!!
0x20ee57,Meu owlo!!
0x20ee61,Hmh...
0x20ee6c,O comandante Zeguni encara os olhos de Gundhurua\n
0x20ee9c,inabalável.
0x20eeab,Gundhurua finalmente cede ao seu olhar resoluto\n
0x20eed9,e embainhou a espada enquanto vira as costas\n
0x20ef08,voltei.
0x20ef0e,"Iremos, então... Zeguni."
0x20ef2b,Meu owlo...
0x20ef36,Isto não é uma retirada...
0x20ef4f,Estamos apenas mudando de rumo!
0x20ef6e,"S-Sim, senhor...!"
0x20ef80,Voltaremos aqui um dia!
0x20ef9e,"Os que ainda vivem, levantai e escoltai nosso owlo!"
0x20efcc,Sim!
0x20efd1,"Zeguni segue os soldados em retirada, mas\n"
0x20efff,pausa um momento para olhar para o céu.
0x20f026,...Entua.
0x20f030,Zeguni fala o nome de sua filha ausente.
0x20f05f,"Ainda está vivo...? Então, por favor, não\n"
0x20f08d,jogue sua vida fora em vão. Você precisa viver.\n
0x20f0bc,"Curvem-se, prostrem-se e rastejam, mas vivam..."
0x20f0e1,Não há sinais de perseguição. Pode ser difícil\n
0x20f110,nos seguir por um terreno tão traiçoeiro\n
0x20f13f,terreno.
0x20f148,"E com o número deles, certamente levaria\n"
0x20f177,tempo para passar daqui.
0x20f191,Se conseguirmos nos reagrupar nesse tempo--
0x20f1ba,"Gundhurua, que não demonstrava nenhum sinal de\n"
0x20f1e7,"presta atenção nas palavras de Zeguni, para repentinamente."
0x20f214,Owlo?
0x20f21a,Bom... Quer dizer...
0x20f228,Um único homem está diante dos remanescentes da\n
0x20f259,"exército Uzurushan, bloqueando seu caminho."
0x20f27e,Khuhahaha... Então é assim...\n
0x20f29e,Entendo agora por que não houve perseguição.
0x20f2c9,O cãozinho favorito do velho veio por mim.
0x20f2f8,"A Guarda Imperial da Direita, Oshtor!"
0x20f321,"Quando não vi seu rosto no campo,\n"
0x20f34e,pensei que estivesse se escondendo atrás de sua capital\n
0x20f37d,muros...
0x20f386,Inseto! Me fazes rir.\n
0x20f3a5,Isto era para ser uma emboscada?
0x20f3c8,Você ousa pensar que pode ficar em meu caminho!?
0x20f3f1,Não.
0x20f3f5,O quê...?
0x20f3fe,As ordens que recebi do Mikado foram para\n
0x20f42d,exterminar.
0x20f43a,Hmph. Então aquela relíquia velha me considera pouco mais\n
0x20f46a,"que uma praga, hein?"
0x20f47b,"Muito bem, Oshtor. Mas te aviso agora;\n"
0x20f4a4,minha cabeça não será tão facilmente tomada.
0x20f4c9,Enquanto Gundhurua saca a lâmina e começa\n
0x20f4f3,"a avançar, Zeguni se ajoelha diante dele para bloquear\n"
0x20f522,seu caminho.
0x20f52b,Meu owlo.
0x20f534,Oh? Então você também obstruiria meu caminho?
0x20f55f,"Não, meu owlo. Peço sua permissão."
0x20f589,Então fale.
0x20f595,Peço que me permita lidar com isto.
0x20f5bd,Desejo enfrentar este portador da máscara para\n
0x20f5e9,alcançar glória.
0x20f5f7,Gundhurua observa o rosto do comandante por um\n
0x20f628,"momento, depois murmura."
0x20f63e,"Vejo... É o martírio, não é?"
0x20f659,Velho tolo... Você pode fazer como quiser.
0x20f67f,Agradeço esta honra.\n
0x20f69d,Prometo matá-lo sem falta!
0x20f6c1,Gundhurua não responde enquanto vira as costas\n
0x20f6f1,em Zeguni.
0x20f6fc,Zeguni se levanta e desenrola sua lâmina.
0x20f71f,"Os que buscam glória, sigam-me!\n"
0x20f749,A cabeça de Oshtor valerá mil\n
0x20f774,ouro!
0x20f77a,Arrrrrrrrrr!!
0x20f788,Zeguni carrega contra Oshtor junto com seus soldados.
0x20f7ba,Você sacrificaria sua própria vida para que\n
0x20f7e7,Gundhurua escapar... Reconheço seu valor.
0x20f814,Aaaaaaaah!!
0x20f823,Então vou honrar sua determinação...
0x20f846,Gaaaaaaaaaaah!!
0x20f858,"Com um único golpe do braço poderoso de Oshtor, o\n"
0x20f886,os soldados Uzurushan mais próximos são lançados de lado.
0x20f8b2,Esses generais mascarados não são nada menos que\n
0x20f8df,monstros... Números não significam nada contra eles.\n
0x20f910,"Então, espera--"
0x20f91b,Oshtor!!
0x20f927,Sou o Comandante Zeguni de Uzurusha!\n
0x20f94c,Desafio você para um duelo!
0x20f967,Seria uma desonra da minha parte negar um desafio tão corajoso\n
0x20f999,guerreiro como você.
0x20f9ae,Aceito.
0x20f9b8,Hm... Então não usará essa máscara maldita\n
0x20f9e7,contra mim. Que arrogância da sua parte...
0x20fa13,Quero conquistar a vitória contra um verdadeiro guerreiro\n
0x20fa42,com minhas próprias mãos!
0x20fa55,Então que sua arrogância seja sua queda!
0x20fa7f,Aaaaaaaah!
0x20fa8d,"Entua, seguindo as forças remanescentes de Uzurusha\n"
0x20fabe,"para o oeste, rastreia a fuga até um rio impetuoso\n"
0x20faed,batalha.
0x20faf5,...Aquele... brasão na bandeira...
0x20fb15,Pai!!
0x20fb1e,Aaaaaaaaah!!
