offset,text_source,byte_budget
0x20eb0f,"From far off, the cries of the Yamatan army\n",45
0x20eb3d,can be heard.,13
0x20eb4b,Adviser,7
0x20eb53,"My owlo, the Yamatan army is swiftly closing\n",46
0x20eb82,in on our position.,19
0x20eb96,"Although we may stall them for now, it is only\n",48
0x20ebc7,a matter of time before they break through...,45
0x20ebf5,We need a decision.,19
0x20ec09,Very well... What will be my options?,37
0x20ec2f,"For now, we can flee to the west... Uzurusha\n",46
0x20ec5e,is wide and vast. Even the Yamatans could not\n,47
0x20ec8e,maintain pursuit.,17
0x20eca0,"As long as you live, my owlo, we may regroup.\n",47
0x20ecd0,You can reclaim the separated units on our\n,44
0x20ecfd,return.,7
0x20ed05,Now is the time to persevere...,31
0x20ed25,Ghhhh...!!,10
0x20ed30,"The room falls silent, apart from the sounds of\n",49
0x20ed62,battle outside. All freeze as the man's head\n,46
0x20ed91,rolls.,6
0x20ed98,Soldier,7
0x20eda0,Ah... Ahhh!,11
0x20edac,The owlo brandishes his bloodstained blade.,43
0x20edd8,...You dare tell me to turn tail?\n,35
0x20edfc,You dare tell me to abandon my homeland!?,41
0x20ee26,"My owlo, please! You must understand!",37
0x20ee4c,You DARE!!,10
0x20ee57,My owlo!!,9
0x20ee61,Hmh...,6
0x20ee6c,Commander Zeguni stares into Gundhurua's eyes\n,47
0x20ee9c,unflinchingly.,14
0x20eeab,Gundhurua finally relents at his determined\n,45
0x20eed9,"gaze, and sheathes his sword as he turns his\n",46
0x20ef08,back.,5
0x20ef0e,"We shall go, then... Zeguni.",28
0x20ef2b,My owlo...,10
0x20ef36,This is not a retreat...,24
0x20ef4f,We are merely shifting course!,30
0x20ef6e,"Y-Yes, milord...!",17
0x20ef80,We shall return here one day!,29
0x20ef9e,"Those who yet live, rise and escort our owlo!",45
0x20efcc,Sir!,4
0x20efd1,"Zeguni follows the retreating soldiers, but\n",45
0x20efff,pauses a moment to look up at the sky.,38
0x20f026,...Entua.,9
0x20f030,Zeguni speaks the name of his absent daughter.,46
0x20f05f,"Are you still alive...? Then please, do not\n",45
0x20f08d,throw your life away in vain. You must live.\n,46
0x20f0bc,"Grovel, bow, and scrape, but live...",36
0x20f0e1,There are no signs of pursuit. It may be too\n,46
0x20f110,difficult to follow us over such treacherous\n,46
0x20f13f,terrain.,8
0x20f148,"And with their numbers, it would surely take\n",46
0x20f177,time to get through here.,25
0x20f191,If we are able to regroup in that time--,40
0x20f1ba,"Gundhurua, who had been showing no sign of\n",44
0x20f1e7,"attention to Zeguni's words, suddenly halts.",44
0x20f214,Owlo?,5
0x20f21a,Th-That is...,13
0x20f228,A single man stands before the remnants of the\n,48
0x20f259,"Uzurushan army, blocking their way. ",36
0x20f27e,Khuhahaha... So that is it...\n,31
0x20f29e,I understand now why there was no pursuit.,42
0x20f2c9,The old man's favorite lapdog has come for me.,46
0x20f2f8,"The Imperial Guard of the Right, Oshtor!",40
0x20f321,"When I did not see your face on the field,\n",44
0x20f34e,I thought you cowering behind your capital's\n,46
0x20f37d,walls...,8
0x20f386,You gnat! You make me laugh.\n,30
0x20f3a5,Was this supposed to be an ambush?,34
0x20f3c8,You dare think you can stand in my way!?,40
0x20f3f1,No.,3
0x20f3f5,What...?,8
0x20f3fe,The orders given to me by the Mikado were to\n,46
0x20f42d,exterminate.,12
0x20f43a,Hmph. So that old relic thinks me little more\n,47
0x20f46a,"than a pest, eh?",16
0x20f47b,"Very well, Oshtor. But I warn you now;\n",40
0x20f4a4,my head will not be so easily taken.,36
0x20f4c9,As Gundhurua draws his blade and begins\n,41
0x20f4f3,"advancing, Zeguni kneels before him to block\n",46
0x20f522,his way.,8
0x20f52b,My owlo.,8
0x20f534,Oh? So you would obstruct my path as well?,42
0x20f55f,"No, my owlo. I would ask your permission.",41
0x20f589,Then speak.,11
0x20f595,I ask that you allow me to handle this.,39
0x20f5bd,I wish to slay this bearer of the mask to\n,43
0x20f5e9,attain glory.,13
0x20f5f7,Gundhurua stares at the commander's face for a\n,48
0x20f628,"moment, then mutters.",21
0x20f63e,"I see... Martyrdom, is it?",26
0x20f659,Old fool... You may do as you please.,37
0x20f67f,I thank you for this honor.\n,29
0x20f69d,I promise to kill him without fail!,35
0x20f6c1,Gundhurua does not reply as he turns his back\n,47
0x20f6f1,on Zeguni.,10
0x20f6fc,Zeguni stands and draws his blade.,34
0x20f71f,"Those of you who seek glory, follow me!\n",41
0x20f749,Oshtor's head will be worth one thousand\n,42
0x20f774,gold!,5
0x20f77a,Raaaaaaaaah!!,13
0x20f788,Zeguni charges Oshtor together with his soldiers.,49
0x20f7ba,You would sacrifice your own life to allow\n,44
0x20f7e7,Gundhurua to escape... I commend your valor.,44
0x20f814,Haaaaaaaaaah!!,14
0x20f823,Then I shall honor your resolve...,34
0x20f846,Gaaaaaaaaaaaaah!!,17
0x20f858,"With one swing of Oshtor's massive arm, the\n",45
0x20f886,closest Uzurushan soldiers are flung aside.,43
0x20f8b2,These masked generals are nothing short of\n,44
0x20f8df,monsters... Numbers mean nothing against them.\n,48
0x20f910,"So, then--",10
0x20f91b,Oshtor!!,8
0x20f927,I am Commander Zeguni of Uzurusha!\n,36
0x20f94c,I challenge you to a duel!,26
0x20f967,It would be shameful of me to deny such a brave\n,49
0x20f999,warrior as yourself.,20
0x20f9ae,I accept.,9
0x20f9b8,Hm... So you will not use that accursed mask\n,46
0x20f9e7,against me. That's quite arrogant of you...,43
0x20fa13,I would claim victory against a true warrior\n,46
0x20fa42,with my own hands!,18
0x20fa55,Then let your arrogance be your downfall!,41
0x20fa7f,Haaaaaaaaaah!,13
0x20fa8d,"Entua, following the remaining Uzurusha forces\n",48
0x20fabe,"to the west, tracks their escape to a raging\n",46
0x20faed,battle.,7
0x20faf5,...That... crest on the flag...,31
0x20fb15,Father!!,8
0x20fb1e,Hrraaaaaah!!,12
0x20fb2b,Hm...!,6
0x20fb32,Ggh!!,5
0x20fb38,Oshtor's powerful strikes knock Zeguni back\n,45
0x20fb66,"across the ground, even as he blocks with his\n",47
0x20fb96,blade.,6
0x20fb9d,The difference in power is too great...\n,41
0x20fbc7,"Zeguni cannot land a single blow, and he is\n",45
0x20fbf5,soon knocked down.,18
0x20fc08,S-Such power... It seems I am no match for you...\n,51
0x20fc3c,However--,9
0x20fc46,Hm...,5
