offset,text_target
CH1_CREW_TEXT_01,Não acredito que estamos finalmente fazendo isso!
CH1_CREW_TEXT_02,Não dá pra deixar um lobo do mar preso em terra por muito tempo!
CH1_CREW_TEXT_03,Mal posso esperar pra ver aonde essa aventura nos leva!
CH1_CREW_TEXT_04,"Caramba, senti tanta falta desse barco!"
CH1_CREW_TEXT_05,Isso me lembra dos bons tempos antigos...
CH1_CREW_TEXT_06,Estou tão feliz de navegar de novo! Uma aventura gigante nos espera!
CH1_CREW_TEXT_07,Lembro da primeira vez que pisei neste convés...
CH1_CREW_TEXT_08,"E que tal uma volta ao mundo, pessoal?"
CH1_CREW_TEXT_09,"Isso me lembra de ""O Velho e o Mar"". Mas ei, agora não sou tão velho assim, sou?"
CH1_CREW_TEXT_10,"Rumo aos mares inexplorados, meus amigos!"
