offset,file,entry_idx,ptr_idx,text_en,byte_budget,speaker_code
AREAS036.DAT:8:1,AREAS036.DAT,8,1,"[14][01][01]""We don't get many[01]visitors here...[02]Most people don't[01]even know this[01]village exists.[02]Something very[01]important must be[01]happening in the[02]outside world--or[01]about to happen.""",243,[14][01]
AREAS036.DAT:8:2,AREAS036.DAT,8,2,"[14][02][02]""This village is[01]called Chek.[02]That means ""Holy[01]Place"" in the ancient[01]tongue.""",113,[14][02]
AREAS036.DAT:8:3,AREAS036.DAT,8,3,"[14][01][03]""Humans are called[01]""They Who Pass,""[02]because they are[01]mortal, meaning they[01]change with time,[02]grow old and[01]eventually die.""",174,[14][01]
AREAS036.DAT:8:4,AREAS036.DAT,8,4,"[14][02][04]""The gods are[01]referred to as[01]""The Endless.""[02]This is because they[01]do not change with[02]the passing of years,[02]nor do they die.""",177,[14][02]
AREAS036.DAT:8:5,AREAS036.DAT,8,5,"[14][02][02]""Do you know the[01]secret of this[01]village?""[12]",63,[14][02]
AREAS036.DAT:8:6,AREAS036.DAT,8,6,"""Well then, you know[01]why it's called a[01]holy place, then!""",80,
AREAS036.DAT:8:7,AREAS036.DAT,8,7,"""Since the beginning[01]of the world, we have[01]preserved the secrets[02]of the Spell of[01]Evocation, the[02]knowledge of how to[01]summon gods.""",181,
AREAS036.DAT:8:8,AREAS036.DAT,8,8,"[14][01][01]""This is the Abbess'[01]home.""",43,[14][01]
AREAS036.DAT:8:9,AREAS036.DAT,8,9,"[14][02][02]""What? Why are there[01]only children here,[01]you ask?[02]Well, we're not all[01]children, you know!""",131,[14][02]
AREAS036.DAT:8:10,AREAS036.DAT,8,10,"[14][01][01]""They say everyone[01]who lives here has a[01]special power...[02]They say they can[01]summon the gods!""",134,[14][01]
AREAS036.DAT:8:11,AREAS036.DAT,8,11,"[14][03][05][0A][05]""Rowr!""",17,[14][03]
AREAS036.DAT:8:12,AREAS036.DAT,8,12,"[14][02][02]""Can I help you?""[19]",30,[14][02]
AREAS036.DAT:8:13,AREAS036.DAT,8,13,"[14][01][01]""We don't get many[01]travelers here,[02]so I've got nothing[01]fancy. Still, you can[01]stay if you want.""[12][86][0C][93]Rest[01]Diary[01]Never mind",173,[14][01]
AREAS036.DAT:8:27,AREAS036.DAT,8,27,"[0C][05][14][04][06]""Some of what you've[01]said we already[01]know...[02]What we want to know[01]is, what should we do[01]now?""",138,
