offset,text_source,byte_budget
0x219c69,"Welp, didn't think I'd be coming back to this\n",47
0x219c99,country like this...,20
0x219cae,So this is it? These so-called mystic ruins\n,45
0x219cdc,they've found?,14
0x219ceb,I suppose it is.,16
0x219cfc,"I see several tents pitched around a rocky area,\n",50
0x219d2f,with a number of Yamatan soldiers patrolling.,45
0x219d5d,"Among them I also see scholars, hurriedly\n",43
0x219d89,bustling to and fro.,20
0x219d9e,"And beyond that, I see a giant rock, the size of\n",50
0x219dd1,a mansion.,10
0x219ddc,"On one corner of the rock, I see a hole that\n",46
0x219e0b,seems to lead down into a cave beneath the\n,44
0x219e38,surface.,8
0x219e41,"Many soldiers stand guard in front, stern looks\n",49
0x219e73,on their faces and spears in their hands.,41
0x219e9d,"All told, the place looks pretty intimidating.",46
0x219ecc,Guess it makes sense. Might be some Uzurushan\n,47
0x219efc,army remnants roaming around these parts.,41
0x219f26,It would be a devastating loss if they were to\n,48
0x219f57,"damage the precious ruins, after all.",37
0x219f7d,Hrm. I thought you said it was untouched...,43
0x219fa9,"Hm. So, what now?",17
0x219fbb,"Well, our job is to investigate the ruins, but\n",48
0x219fec,we did just get here...,23
0x21a004,"Why don't we rest first, and then begin our\n",45
0x21a032,investigation tomor--,21
0x21a04c,"Er, well, standing here won't get us anywhere.\n",48
0x21a07d,Why don't we ask them to let us in first?,41
0x21a0a7,"I get it, you two. Would you stop glaring like\n",48
0x21a0d8,"you're about to pounce? God, they're scary...",45
0x21a106,We head over to talk to one of the guards first.,48
0x21a137,"Uh, excuse me.",14
0x21a146,Guard,5
0x21a14c,Mm? Who are you lot?,20
0x21a161,"Uruuru, Saraana.",16
0x21a172,Yes.,4
0x21a177,"The twins step forward, holding out a small box\n",49
0x21a1a9,with a crest engraved in it.,28
0x21a1c6,"It's lacquered outside with gold patterns on it,\n",50
0x21a1f9,and has a string with a tassel attached at the\n,48
0x21a22a,end.,4
0x21a22f,Th-That's...!?,14
0x21a23e,The expression on the guard's face immediately\n,48
0x21a26f,changes as he sees the box.,27
0x21a28b,We've come to investigate the ruins. You don't\n,48
0x21a2bc,"mind letting us through, do you?",32
0x21a2dd,"M-My apologies, honored sir!!\n",31
0x21a2fd,"Please, go ahead!!",18
0x21a310,"Instant access, no questions asked...",37
0x21a336,"Man, this thing is almost TOO good.",35
0x21a35a,After seeing how much authority this thing\n,44
0x21a387,"actually holds, we step forward toward the\n",44
0x21a3b4,ruins.,6
0x21a3bb,What was all that about? That soldier was\n,43
0x21a3e7,backtracking so hard he was trippin' over\n,43
0x21a413,himself.,8
0x21a41c,Haku... I'd like to know exactly what you\n,43
0x21a448,"showed to him, I think.",23
0x21a460,What? This thing?,17
0x21a477,"Just like the soldier, everyone's expression\n",46
0x21a4a6,immediately changes as they see the box.,40
0x21a4cf,H-Haku!? I-Is that... Is that really...?,40
0x21a4f8,The crest engraved in it. That is--,35
0x21a51c,Stop right there. Probably best if nobody pries\n,49
0x21a54e,further into that.,18
0x21a561,Wait! But that crest is only ever granted to\n,46
0x21a590,those trusted and chosen by the Mikado himself!,47
0x21a5c0,Thought as much... No wonder the soldier\n,42
0x21a5eb,completely changed his attitude.,32
0x21a60c,"Haku, I'd like to know why you have something\n",47
0x21a63c,"like that on you, I think!",26
0x21a657,"Uhh, well. That's...",20
0x21a66c,How do I explain it to these guys?,34
0x21a68f,"Really, I doubt they'll believe me even if I\n",46
0x21a6be,tell them the whole truth...,28
0x21a6db,MASTER HAAAKU!!,15
0x21a6eb,...Hm?,6
0x21a6f2,I suddenly hear a voice in the distance.,40
0x21a71b,"O, what fortuitous chance to reunite upon\n",43
0x21a747,such hallowed ground!,21
0x21a75d,That voice... It can't be...,28
0x21a77a,"My stomach sinking, I slowly turn around.",41
0x21a7a4,"O, how my heart hath missed thee!!",34
0x21a7c7,"From the cavernous depths, a pasty white-faced\n",48
0x21a7f8,"Nugwisomkami bolts toward us, hair whipping\n",45
0x21a826,askew.,6
0x21a82d,Wha--!?,7
0x21a835,"The Nugwisomkami bounds forward, as though\n",44
0x21a862,trying to jump on top of us--,29
0x21a880,"O nature's axiom, cast yourself before our Master\n",51
0x21a8b4,to form a wall.,15
0x21a8c4,Bhwurff--!?,11
0x21a8d0,The pale figure crashes against an invisible\n,46
0x21a8ff,"wall, then sinks to the ground.",31
0x21a91f,Close one.,10
0x21a92a,"Master, are you unhurt?",23
0x21a942,...Maybe it'd be better to ask him that.,40
0x21a96b,O generous fates! I did not expect that ye would\n,50
0x21a99e,come to plumb these fantastical depths.,39
0x21a9c6,"It seemeth, Master Haku, that the threads of\n",46
0x21a9f5,our fates are entwined eternal...,33
0x21aa17,Please don't say creepy stuff like that with\n,46
0x21aa46,a huge smile.,13
0x21aa54,"We head deeper into the ruins, with Maroro as\n",47
0x21aa84,our guide.,10
0x21aa8f,He tells us that those already here came as a\n,47
0x21aabf,reconnaissance team sent by Oshtor to make sure\n,49
0x21aaf1,it was safe.,12
0x21aafe,"In any case, I guess I'm glad we got off the\n",46
0x21ab2d,subject of that crest...,24
0x21ab46,I probably shouldn't go whipping that out\n,43
0x21ab72,without a good reason.,22
0x21ab89,"I'faith, such pursuits doth suit me FAR better\n",48
0x21abba,than the trade of war.,22
0x21abd1,The thrill of histories unglean'd!\n,36
0x21abf6,Relics unearth'd! Sooths unsaid!\n,34
0x21ac19,My scholar's heart QUIVERETH!,29
0x21ac37,You are not a scholar. You are still only an\n,46
0x21ac66,underscholar.,13
0x21ac74,Urk...,6
0x21ac7b,"We make our way through the caves as we talk,\n",47
0x21acab,until we reach an area where the view changes.,46
0x21acda,Even our reach has yet to extend beyond yon\n,45
0x21ad08,corridor...,11
0x21ad17,Kuon's ears perk up at that.,28
0x21ad34,Then that means... we're the first to come to\n,47
0x21ad64,this area?,10
0x21ad6f,"Yes, just so.",13
0x21ad7d,Nekone.,7
0x21ad85,"Yes, dear sister!",17
0x21ad97,"Both Kuon and Nekone move forward, eager with\n",47
0x21adc7,anticipation.,13
0x21add5,"Hey, uh... aren't those girls actin' a little\n",47
0x21ae05,different than usual?,21
0x21ae1b,Oh no... Nekone's going somewhere I'll never be\n,49
0x21ae4d,able to reach...,16
0x21ae5e,You don't see this style much. It looks\n,41
0x21ae88,architecturally unlike ruins near the capital--\n,49
0x21aeba,moreso the sites in the west?,29
0x21aed8,"Yes, quite. I note some definite structural\n",45
0x21af06,parallels to ruins in the Kotappo region.,41
0x21af30,"Oh, take a look at this pattern...",34
0x21af53,It looks like... the same symbology used by the\n,49
0x21af85,Hamyana Island civilization?,28
0x21afa2,Precisely! But the sites are so far apart.\n,44
0x21afcf,This may imply some cultural exchange between\n,47
0x21afff,the two regions.,16
0x21b010,"Consider the area of distribution, though.\n",44
0x21b03d,Who is to say this land was not itself settled\n,48
0x21b06e,by migrants from Hamyana?,25
0x21b088,...I have absolutely no idea what they're\n,43
0x21b0b4,talking about.,14
0x21b0c3,We all trail behind the two of them as they\n,45
0x21b0f1,examine the walls and floors with eager eyes.,45
0x21b11f,It seems that it would be best to leave this\n,46
0x21b14e,job to those two.,17
0x21b160,Yeah...,7
0x21b168,But these ruins...,18
0x21b17b,I get the weird feeling I've been here before...?\n,51
